from date,NO,CO,NO2,NOx,Ozone,PM10,PM2.5,RH,SR,Temp,WD,WS,VWS,SO2,to date,station
19-May-2018 - 00:00,0.0,0.0,0.0,41.24,84.77,0.0,33.41,0.0,0.0,0.0,160.61,0.0,0.0,0.0,20-May-2018 - 00:00,"Solapur, Solapur - MPCB"
20-May-2018 - 00:00,0.0,0.0,0.0,37.67,89.7,0.0,34.05,0.0,0.0,0.0,152.63,0.0,0.0,0.0,21-May-2018 - 00:00,"Solapur, Solapur - MPCB"
21-May-2018 - 00:00,0.0,0.0,0.0,39.82,83.09,0.0,32.93,0.0,0.0,0.0,159.16,0.0,0.0,0.0,22-May-2018 - 00:00,"Solapur, Solapur - MPCB"
22-May-2018 - 00:00,10.51,0.31,8.63,37.89,85.31,0.0,27.76,0.0,0.0,0.0,154.75,0.0,0.0,3.76,23-May-2018 - 00:00,"Solapur, Solapur - MPCB"
23-May-2018 - 00:00,0.0,0.57,0.0,35.63,95.06,0.0,32.39,0.0,0.0,0.0,163.74,0.0,0.0,10.77,24-May-2018 - 00:00,"Solapur, Solapur - MPCB"
24-May-2018 - 00:00,0.0,0.46,0.0,21.49,101.09,0.0,29.88,0.0,0.0,0.0,149.35,0.0,0.0,10.69,25-May-2018 - 00:00,"Solapur, Solapur - MPCB"
25-May-2018 - 00:00,0.0,0.55,0.0,34.44,87.26,0.0,32.8,0.0,0.0,0.0,124.14,0.0,0.0,10.84,26-May-2018 - 00:00,"Solapur, Solapur - MPCB"
26-May-2018 - 00:00,0.0,0.68,0.0,39.92,107.34,0.0,38.22,0.0,0.0,0.0,173.54,0.0,0.0,10.82,27-May-2018 - 00:00,"Solapur, Solapur - MPCB"
27-May-2018 - 00:00,0.0,0.6,0.0,28.02,112.45,0.0,23.7,0.0,0.0,0.0,158.11,0.0,0.0,10.61,28-May-2018 - 00:00,"Solapur, Solapur - MPCB"
28-May-2018 - 00:00,0.0,0.92,0.0,56.55,89.25,0.0,27.68,0.0,0.0,0.0,148.91,0.0,0.0,10.58,29-May-2018 - 00:00,"Solapur, Solapur - MPCB"
29-May-2018 - 00:00,0.0,0.33,0.0,20.71,76.17,0.0,23.77,0.0,0.0,0.0,145.67,0.0,0.0,11.11,30-May-2018 - 00:00,"Solapur, Solapur - MPCB"
30-May-2018 - 00:00,0.0,0.42,0.0,46.71,62.01,0.0,21.23,0.0,0.0,0.0,133.26,0.0,0.0,11.38,31-May-2018 - 00:00,"Solapur, Solapur - MPCB"
31-May-2018 - 00:00,0.0,0.59,0.0,25.9,65.68,0.0,21.87,0.0,0.0,0.0,160.89,0.0,0.0,11.16,01-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
01-Jun-2018 - 00:00,0.0,0.66,0.0,39.22,71.62,0.0,16.73,0.0,0.0,0.0,163.42,0.0,0.0,10.65,02-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
02-Jun-2018 - 00:00,0.0,1.0,0.0,56.01,48.38,0.0,26.33,0.0,0.0,0.0,152.75,0.0,0.0,10.82,03-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
03-Jun-2018 - 00:00,0.0,0.6,0.0,23.14,83.64,0.0,23.82,0.0,0.0,0.0,138.51,0.0,0.0,10.8,04-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
04-Jun-2018 - 00:00,0.0,0.76,0.0,31.78,65.85,0.0,20.37,0.0,0.0,0.0,133.59,0.0,0.0,10.09,05-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
05-Jun-2018 - 00:00,0.0,0.6,0.0,26.14,77.16,0.0,23.36,0.0,0.0,0.0,161.69,0.0,0.0,9.97,06-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
06-Jun-2018 - 00:00,54.82,0.6,25.74,36.56,72.81,1.12,19.78,32.41,64.47,12.77,136.55,0.01,0.17,10.79,07-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
07-Jun-2018 - 00:00,15.93,0.6,0.0,29.88,50.31,0.0,18.64,95.92,103.02,26.95,120.27,0.0,0.4,11.04,08-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
08-Jun-2018 - 00:00,14.25,0.59,0.0,30.55,44.32,0.0,17.74,99.9,90.04,26.02,132.12,0.0,0.43,11.0,09-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
09-Jun-2018 - 00:00,11.21,0.42,0.0,21.18,41.58,19.25,11.0,96.79,112.88,26.37,127.37,0.0,0.42,10.79,10-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
10-Jun-2018 - 00:00,11.59,0.39,0.0,21.76,44.21,43.65,12.62,84.83,154.19,27.63,123.57,0.0,0.44,10.7,11-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
11-Jun-2018 - 00:00,10.13,0.25,0.0,15.74,41.43,76.99,19.42,77.79,213.82,29.86,107.56,0.69,0.43,10.82,12-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
12-Jun-2018 - 00:00,8.28,0.18,0.0,11.09,46.93,79.89,18.77,71.98,228.72,30.26,142.49,0.89,0.46,10.81,13-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
13-Jun-2018 - 00:00,8.61,0.19,0.0,12.58,49.02,80.49,21.81,71.12,231.76,30.3,136.77,0.83,0.47,11.15,14-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
14-Jun-2018 - 00:00,8.89,0.25,0.0,14.5,44.26,80.43,20.06,71.21,192.03,29.93,137.96,0.76,0.46,10.92,15-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
15-Jun-2018 - 00:00,10.05,0.26,0.0,17.2,45.96,67.14,19.19,68.45,231.07,29.99,135.9,0.64,0.42,10.44,16-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
16-Jun-2018 - 00:00,9.74,0.19,0.0,16.69,48.52,66.02,17.21,66.47,224.8,29.7,140.13,0.6,0.43,10.81,17-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
17-Jun-2018 - 00:00,10.13,0.19,0.0,15.73,50.89,66.57,16.0,67.39,226.48,28.68,133.94,0.57,0.41,10.16,18-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
18-Jun-2018 - 00:00,15.57,0.41,13.42,28.98,49.67,42.34,14.55,69.81,171.4,28.32,145.1,0.36,0.41,10.38,19-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
19-Jun-2018 - 00:00,15.55,0.39,17.23,32.82,51.94,32.03,11.51,66.86,229.17,29.99,138.28,0.26,0.39,10.37,20-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
20-Jun-2018 - 00:00,16.37,0.36,33.86,33.86,47.2,29.37,11.32,76.49,257.43,29.37,202.14,0.24,0.41,10.23,21-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
21-Jun-2018 - 00:00,24.03,0.37,22.4,47.01,61.93,58.96,22.78,79.79,322.96,30.18,155.74,0.55,0.39,10.97,22-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
22-Jun-2018 - 00:00,17.02,0.2,13.56,30.58,57.21,42.61,15.19,84.97,190.25,28.16,155.94,0.67,0.41,11.5,23-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
23-Jun-2018 - 00:00,22.08,0.27,14.91,36.98,42.05,31.21,14.13,22.57,204.49,27.02,141.21,0.45,0.39,11.96,24-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
24-Jun-2018 - 00:00,18.51,0.27,12.7,31.14,39.71,44.99,14.3,1.57,207.22,27.64,145.12,0.36,0.41,11.2,25-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
25-Jun-2018 - 00:00,19.01,0.3,12.77,31.77,40.82,40.26,13.52,1.66,174.49,27.16,173.94,0.47,0.41,11.32,26-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
26-Jun-2018 - 00:00,19.14,0.26,12.87,32.0,41.79,42.73,12.15,1.65,157.38,27.54,167.17,0.51,0.42,10.92,27-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
27-Jun-2018 - 00:00,19.93,0.38,13.73,33.62,31.86,48.38,14.62,3.97,162.6,27.93,180.52,0.39,0.41,11.24,28-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
28-Jun-2018 - 00:00,16.71,0.37,12.07,28.74,29.22,49.07,14.17,3.29,218.38,28.74,174.27,0.44,0.41,10.23,29-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
29-Jun-2018 - 00:00,23.07,0.6,20.68,43.61,30.7,50.29,15.4,5.9,192.85,27.89,166.58,0.29,0.41,13.29,30-Jun-2018 - 00:00,"Solapur, Solapur - MPCB"
30-Jun-2018 - 00:00,18.28,0.5,14.44,32.6,37.94,36.83,12.55,1.67,267.52,28.27,149.34,0.3,0.42,20.11,01-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
01-Jul-2018 - 00:00,15.06,0.34,12.86,27.7,39.45,36.95,11.68,24.83,242.53,28.86,130.64,0.3,0.43,19.88,02-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
02-Jul-2018 - 00:00,17.35,0.38,12.54,29.83,41.03,34.35,11.02,10.93,204.38,27.89,165.49,0.41,0.4,20.11,03-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
03-Jul-2018 - 00:00,19.96,0.43,15.06,35.0,34.97,44.67,13.76,8.71,148.58,26.83,152.84,0.36,0.42,20.27,04-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
04-Jul-2018 - 00:00,18.5,0.34,11.45,29.81,36.97,52.22,11.83,45.73,206.27,28.1,135.63,0.46,0.39,19.86,05-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
05-Jul-2018 - 00:00,16.95,0.3,11.23,28.06,40.3,37.08,9.92,17.19,179.42,27.32,174.17,0.51,0.42,20.13,06-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
06-Jul-2018 - 00:00,12.28,0.2,7.1,19.2,42.23,38.17,11.28,40.5,175.85,28.24,137.35,0.75,0.4,20.11,07-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
07-Jul-2018 - 00:00,9.64,0.1,4.6,14.03,50.61,38.19,12.37,75.03,154.38,27.48,141.28,0.93,0.4,19.87,08-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
08-Jul-2018 - 00:00,10.78,0.13,5.38,15.77,50.4,31.83,10.83,38.41,158.73,26.56,134.76,0.73,0.38,19.97,09-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
09-Jul-2018 - 00:00,8.12,0.32,13.33,21.36,39.71,44.84,14.02,18.34,126.27,26.29,136.3,0.75,0.38,14.13,10-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
10-Jul-2018 - 00:00,7.68,0.66,20.32,27.93,34.71,52.19,14.89,1.58,114.41,26.6,120.52,0.39,0.41,3.49,11-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
11-Jul-2018 - 00:00,5.71,0.58,16.88,22.47,41.02,56.15,14.18,16.49,161.28,26.66,113.78,1.89,0.46,3.94,12-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
12-Jul-2018 - 00:00,11.15,0.83,23.64,34.67,33.99,22.78,10.03,7.89,101.83,23.31,117.0,4.51,0.46,4.05,13-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
13-Jul-2018 - 00:00,11.27,0.8,23.94,35.2,31.82,33.58,10.38,1.57,128.01,25.76,122.82,0.32,0.4,4.08,14-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
14-Jul-2018 - 00:00,10.33,0.79,23.67,33.98,33.12,49.86,13.01,1.58,145.16,26.75,136.39,0.32,0.4,2.93,15-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
15-Jul-2018 - 00:00,11.66,0.84,23.8,35.46,31.36,58.61,14.75,1.59,102.36,26.7,122.04,0.26,0.4,0.83,16-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
16-Jul-2018 - 00:00,9.04,0.75,20.51,29.52,29.83,21.61,8.41,1.59,74.13,25.08,129.07,0.33,0.37,6.17,17-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
17-Jul-2018 - 00:00,9.45,0.77,20.57,30.01,33.63,36.53,9.66,1.59,151.2,26.54,142.87,0.43,0.39,10.77,18-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
18-Jul-2018 - 00:00,6.29,0.62,17.34,23.59,37.91,51.44,10.9,1.6,167.71,27.5,127.59,0.54,0.39,10.4,19-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
19-Jul-2018 - 00:00,8.7,0.73,21.47,30.14,35.62,40.64,13.14,1.58,160.04,26.25,132.65,0.43,0.38,10.24,20-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
20-Jul-2018 - 00:00,6.39,0.68,18.64,25.7,41.92,36.12,10.11,1.55,189.98,27.15,120.3,0.58,0.38,10.87,21-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
21-Jul-2018 - 00:00,4.02,0.64,16.34,20.19,47.34,55.9,14.41,1.57,204.18,27.6,131.72,0.64,0.38,10.89,22-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
22-Jul-2018 - 00:00,4.33,0.58,16.9,21.14,42.48,51.51,15.5,1.56,144.6,26.67,130.58,0.54,0.39,11.13,23-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
23-Jul-2018 - 00:00,6.54,0.67,19.04,25.5,36.49,51.93,13.63,1.59,135.28,26.81,126.9,0.42,0.39,11.0,24-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
24-Jul-2018 - 00:00,4.53,0.65,15.51,19.94,39.13,44.22,11.44,1.59,152.61,27.41,136.94,0.56,0.39,12.09,25-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
25-Jul-2018 - 00:00,7.89,0.67,18.64,26.25,38.07,51.98,14.5,1.67,202.45,27.81,124.55,0.55,0.4,13.43,26-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
26-Jul-2018 - 00:00,7.98,0.81,19.84,27.72,35.4,47.22,12.14,1.59,111.66,26.35,149.36,0.43,0.39,11.56,27-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
27-Jul-2018 - 00:00,7.34,0.74,18.84,25.95,37.5,44.6,11.99,3.95,142.69,26.61,133.01,0.46,0.39,10.51,28-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
28-Jul-2018 - 00:00,5.13,0.66,17.2,22.15,40.24,47.95,13.67,2.27,176.1,28.06,125.32,0.52,0.38,10.58,29-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
29-Jul-2018 - 00:00,3.54,0.52,14.8,17.84,42.81,57.17,16.4,1.79,200.21,28.16,139.56,0.62,0.37,10.68,30-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
30-Jul-2018 - 00:00,5.17,0.56,16.18,21.09,38.29,61.58,18.42,1.58,150.05,27.6,127.6,0.47,0.37,11.19,31-Jul-2018 - 00:00,"Solapur, Solapur - MPCB"
31-Jul-2018 - 00:00,6.92,0.6,18.64,25.41,38.26,61.36,14.53,3.05,159.82,27.37,130.31,0.5,0.4,11.15,01-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
01-Aug-2018 - 00:00,5.21,0.63,15.97,21.0,41.28,81.65,18.62,5.89,166.3,27.93,126.11,0.58,0.38,11.14,02-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
02-Aug-2018 - 00:00,3.44,0.57,14.14,16.95,42.77,71.97,17.31,28.41,195.76,28.45,156.66,0.75,0.39,11.0,03-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
03-Aug-2018 - 00:00,2.33,0.55,12.93,14.52,40.6,59.71,13.89,62.64,188.58,28.51,134.37,0.79,0.38,11.27,04-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
04-Aug-2018 - 00:00,4.55,0.6,14.65,18.84,36.67,44.64,11.12,74.82,170.7,27.68,136.41,0.64,0.39,11.14,05-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
05-Aug-2018 - 00:00,2.79,0.51,12.43,14.68,42.48,51.75,14.65,61.99,214.06,28.15,131.55,0.79,0.39,10.73,06-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
06-Aug-2018 - 00:00,5.71,0.56,16.16,21.77,37.03,44.07,13.6,72.84,156.9,27.01,128.23,0.61,0.39,10.52,07-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
07-Aug-2018 - 00:00,4.11,0.53,14.26,18.31,42.11,47.31,13.16,81.38,164.49,27.58,132.48,0.66,0.38,9.89,08-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
08-Aug-2018 - 00:00,4.47,0.58,14.7,19.13,40.0,43.12,11.61,78.49,171.53,28.0,132.54,0.69,0.39,9.69,09-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
09-Aug-2018 - 00:00,4.04,0.55,14.91,18.88,38.97,44.5,11.56,75.78,139.48,28.17,140.85,0.68,0.38,9.99,10-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
10-Aug-2018 - 00:00,12.54,0.57,24.45,29.33,41.37,45.5,11.79,56.45,189.26,28.31,140.46,0.94,0.39,9.9,11-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
11-Aug-2018 - 00:00,5.7,0.67,11.65,16.97,38.64,35.01,11.03,90.41,111.75,26.71,143.12,0.71,0.4,10.0,12-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
12-Aug-2018 - 00:00,10.06,0.82,19.09,29.1,29.33,45.31,9.81,76.8,76.5,25.02,124.1,0.31,0.38,10.0,13-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
13-Aug-2018 - 00:00,8.91,0.73,16.72,25.53,33.44,41.26,8.53,18.13,111.67,26.27,137.26,0.51,0.41,9.94,14-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
14-Aug-2018 - 00:00,3.17,0.56,11.62,14.46,34.89,33.82,9.52,34.62,139.04,26.74,130.44,0.62,0.4,9.91,15-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
15-Aug-2018 - 00:00,4.92,0.69,14.97,19.44,33.16,30.47,10.31,40.69,101.42,25.85,139.36,0.58,0.39,9.88,16-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
16-Aug-2018 - 00:00,4.49,0.66,14.86,18.7,34.84,15.3,8.01,1.6,55.32,23.85,130.12,0.56,0.38,9.82,17-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
17-Aug-2018 - 00:00,7.26,0.68,17.9,25.02,33.84,41.85,13.63,1.61,109.62,25.88,133.63,0.59,0.39,10.1,18-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
18-Aug-2018 - 00:00,3.72,0.6,12.23,15.67,34.64,33.61,10.02,1.61,191.17,26.38,135.87,0.6,0.4,10.0,19-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
19-Aug-2018 - 00:00,2.17,0.53,9.81,11.31,40.51,29.85,9.7,1.61,187.3,27.02,135.88,0.88,0.4,9.88,20-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
20-Aug-2018 - 00:00,4.2,0.66,13.72,17.41,33.57,31.35,8.58,1.6,83.72,24.7,133.75,0.54,0.39,9.87,21-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
21-Aug-2018 - 00:00,12.51,1.05,22.78,35.27,26.86,18.64,9.65,1.67,81.33,23.86,119.95,0.27,0.36,9.96,22-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
22-Aug-2018 - 00:00,5.71,0.73,13.82,19.37,34.14,24.56,8.33,1.62,204.17,26.49,143.31,0.61,0.41,9.88,23-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
23-Aug-2018 - 00:00,4.18,0.74,12.71,16.77,33.72,37.69,9.82,1.6,166.97,26.72,135.73,0.6,0.41,10.06,24-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
24-Aug-2018 - 00:00,6.08,0.83,15.94,21.88,31.7,33.67,9.72,1.57,167.07,26.11,126.04,0.55,0.39,9.87,25-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
25-Aug-2018 - 00:00,6.77,0.82,16.49,23.0,31.73,37.36,10.22,1.59,168.67,26.41,129.27,0.42,0.4,10.43,26-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
26-Aug-2018 - 00:00,7.94,0.99,19.17,27.03,30.23,28.42,10.27,2.33,145.48,25.59,138.62,0.44,0.38,10.62,27-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
27-Aug-2018 - 00:00,12.44,1.07,21.22,33.64,27.53,23.87,9.86,1.58,117.08,24.93,131.37,0.32,0.39,10.19,28-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
28-Aug-2018 - 00:00,8.33,1.01,18.68,26.89,30.46,32.21,10.94,1.58,160.98,25.37,127.27,0.3,0.39,10.38,29-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
29-Aug-2018 - 00:00,6.9,1.0,16.77,23.41,35.58,50.0,12.77,1.59,250.32,26.57,127.33,0.44,0.39,9.99,30-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
30-Aug-2018 - 00:00,3.18,0.81,13.15,15.86,37.61,44.88,12.14,1.59,185.22,26.9,140.91,0.66,0.39,10.28,31-Aug-2018 - 00:00,"Solapur, Solapur - MPCB"
31-Aug-2018 - 00:00,2.07,0.77,11.8,13.09,43.04,44.22,12.11,1.61,228.02,27.28,141.2,0.87,0.4,10.09,01-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
01-Sep-2018 - 00:00,8.09,1.02,18.71,26.67,31.51,34.03,10.93,1.6,162.92,25.53,131.94,0.38,0.4,9.86,02-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
02-Sep-2018 - 00:00,3.68,0.77,12.36,15.86,34.14,32.7,10.87,1.6,188.67,25.9,132.6,0.59,0.42,9.97,03-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
03-Sep-2018 - 00:00,7.41,0.9,17.34,24.58,32.18,29.66,10.63,1.61,188.73,26.12,132.76,0.46,0.41,10.04,04-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
04-Sep-2018 - 00:00,4.19,0.8,12.86,16.82,34.91,29.8,9.34,1.6,238.38,26.18,137.82,0.69,0.4,10.01,05-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
05-Sep-2018 - 00:00,3.89,0.83,14.27,17.95,36.07,39.74,11.57,1.6,209.8,26.39,138.36,0.68,0.4,10.38,06-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
06-Sep-2018 - 00:00,1.42,0.74,11.8,12.62,47.92,47.19,13.93,1.61,224.95,26.83,141.1,0.88,0.38,10.79,07-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
07-Sep-2018 - 00:00,3.63,0.83,14.46,17.5,38.59,36.19,10.74,1.6,142.42,25.84,144.09,0.63,0.42,10.94,08-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
08-Sep-2018 - 00:00,2.58,0.83,14.91,17.05,44.19,36.94,10.69,2.43,232.12,27.07,134.74,0.54,0.39,10.88,09-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
09-Sep-2018 - 00:00,36.57,1.8,45.38,78.51,36.73,79.82,24.37,7.92,239.65,27.09,150.77,0.41,0.37,11.19,10-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
10-Sep-2018 - 00:00,3.67,0.99,18.5,22.02,38.52,45.38,17.88,27.37,275.74,25.65,166.72,0.48,0.39,10.92,11-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
11-Sep-2018 - 00:00,,,,,,,,,,,,,,,12-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
12-Sep-2018 - 00:00,26.32,0.79,38.25,64.57,56.82,106.74,79.94,1.7,607.88,31.89,196.86,0.63,0.44,9.68,13-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
13-Sep-2018 - 00:00,,,,,,,,,,,,,,,14-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
14-Sep-2018 - 00:00,,,,,,,,,,,,,,,15-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
15-Sep-2018 - 00:00,,,,,,,,,,,,,,,16-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
17-Sep-2018 - 00:00,,,,,,,,,,,,,,,18-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
18-Sep-2018 - 00:00,,,,,,,,,,,,,,,19-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
19-Sep-2018 - 00:00,,,,,,,,,,,,,,,20-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
22-Sep-2018 - 00:00,,,,,,,,,,,,,,,23-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
24-Sep-2018 - 00:00,,,,,,,,,,,,,,,25-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
25-Sep-2018 - 00:00,,,,,,,,,,,,,,,26-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
26-Sep-2018 - 00:00,25.22,2.51,55.79,81.0,35.18,55.79,24.14,22.25,59.5,27.85,253.72,0.63,0.39,9.9,27-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
27-Sep-2018 - 00:00,16.79,1.86,43.96,60.34,41.57,60.59,27.8,30.03,206.63,28.68,238.84,0.36,0.4,9.47,28-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
28-Sep-2018 - 00:00,10.35,1.51,33.67,43.92,50.75,61.68,27.72,9.43,222.72,29.08,295.62,0.75,0.4,9.59,29-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
29-Sep-2018 - 00:00,14.62,1.73,40.96,55.16,43.05,67.62,31.96,15.8,215.36,29.04,270.01,0.65,0.41,9.82,30-Sep-2018 - 00:00,"Solapur, Solapur - MPCB"
30-Sep-2018 - 00:00,13.71,1.73,44.33,58.03,50.74,86.43,40.59,10.85,233.76,30.44,278.45,0.66,0.44,9.98,01-Oct-2018 - 00:00,"Solapur, Solapur - MPCB"
01-Oct-2018 - 00:00,13.12,1.82,44.95,57.98,59.64,99.46,49.87,1.61,229.51,30.81,301.24,0.76,0.41,9.9,02-Oct-2018 - 00:00,"Solapur, Solapur - MPCB"
02-Oct-2018 - 00:00,12.19,1.58,37.47,49.55,46.61,61.22,28.81,1.61,224.35,30.49,296.95,0.67,0.46,9.96,03-Oct-2018 - 00:00,"Solapur, Solapur - MPCB"
03-Oct-2018 - 00:00,14.71,1.68,39.0,53.2,54.99,48.68,23.77,1.62,266.45,30.13,283.85,0.75,0.44,10.34,04-Oct-2018 - 00:00,"Solapur, Solapur - MPCB"
04-Oct-2018 - 00:00,11.22,1.53,34.14,44.64,44.13,51.53,21.21,45.3,168.37,27.72,276.21,0.7,0.4,10.2,05-Oct-2018 - 00:00,"Solapur, Solapur - MPCB"
05-Oct-2018 - 00:00,9.76,1.55,34.21,43.92,56.62,58.72,27.58,19.01,315.59,29.17,306.91,1.03,0.43,10.24,06-Oct-2018 - 00:00,"Solapur, Solapur - MPCB"
06-Oct-2018 - 00:00,15.01,1.75,48.06,62.6,73.93,80.91,33.47,1.61,209.75,29.45,310.45,1.01,0.4,10.12,07-Oct-2018 - 00:00,"Solapur, Solapur - MPCB"
