from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,Toluene,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
01-Aug-2018 - 00:00,0.32,0.12,0.51,0.28,743.27,184.52,73.55,0.0,59.77,346.42,29.87,0.89,227.07,1.13,0.59,5.13,8.75,19.49,28.23,32.08,7.55,02-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Aug-2018 - 00:00,0.24,0.08,0.38,0.24,744.24,208.14,80.18,0.0,58.71,356.85,30.07,0.9,213.74,1.03,0.47,4.81,8.5,15.63,24.12,34.93,8.93,03-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Aug-2018 - 00:00,0.11,0.03,0.11,0.09,744.73,191.21,82.44,0.0,58.16,334.86,29.91,0.49,206.39,1.05,0.48,4.55,7.79,16.82,24.54,28.75,9.46,04-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Aug-2018 - 00:00,0.25,0.07,0.37,0.18,744.29,183.53,75.67,0.0,57.79,350.38,29.62,0.85,199.16,1.18,0.47,6.56,8.92,17.2,25.29,26.73,9.76,05-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Aug-2018 - 00:00,0.31,0.1,0.52,0.24,744.0,172.9,73.27,0.0,60.6,265.63,29.14,1.58,195.3,1.0,0.45,4.24,9.34,17.25,26.6,25.51,8.03,06-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Aug-2018 - 00:00,0.47,0.15,0.74,0.33,743.43,141.07,63.55,0.0,64.03,243.41,28.74,1.76,195.22,0.9,0.55,3.69,9.73,18.14,27.87,23.92,6.72,07-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Aug-2018 - 00:00,0.58,0.2,0.91,0.42,743.28,119.44,59.23,0.0,70.54,247.02,28.3,2.15,190.37,0.74,0.63,6.08,8.86,22.26,31.12,28.21,6.81,08-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Aug-2018 - 00:00,0.63,0.18,0.95,0.41,743.6,94.06,45.09,0.0,73.26,218.06,28.4,2.36,180.65,0.79,0.7,8.26,8.18,18.42,26.61,34.24,6.37,09-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Aug-2018 - 00:00,0.41,0.12,0.66,0.29,745.19,48.61,25.71,0.0,74.34,376.87,29.47,1.59,172.22,1.12,0.63,8.77,7.94,14.57,22.51,37.39,7.36,10-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Aug-2018 - 00:00,0.27,0.11,0.27,0.14,745.23,62.71,17.43,0.0,73.87,298.28,29.97,2.02,202.51,1.33,0.56,9.45,7.14,14.26,21.4,27.15,8.03,11-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Aug-2018 - 00:00,0.27,0.13,0.47,0.45,743.59,75.54,10.87,0.0,70.41,271.6,29.12,11.05,203.35,1.19,0.51,9.32,8.18,15.49,23.68,22.46,3.75,12-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Aug-2018 - 00:00,0.24,0.18,0.52,0.51,741.68,70.5,9.97,0.0,67.43,309.13,28.67,17.67,206.35,0.86,0.47,8.45,8.76,15.76,24.52,23.71,5.34,13-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Aug-2018 - 00:00,0.31,0.23,0.65,0.48,742.09,102.8,26.4,0.0,66.84,338.52,29.49,22.26,207.57,0.93,0.49,7.8,8.67,15.01,23.68,32.11,4.05,14-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Aug-2018 - 00:00,0.57,0.36,1.04,0.65,743.12,111.5,50.2,0.0,71.52,318.66,29.59,27.17,213.01,0.96,0.65,6.37,8.83,18.39,27.22,28.79,6.39,15-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Aug-2018 - 00:00,0.36,0.33,0.81,0.56,744.14,167.81,66.4,0.0,72.81,294.44,28.68,28.31,212.05,1.39,0.53,2.0,11.95,16.07,27.99,26.03,10.24,16-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Aug-2018 - 00:00,0.57,0.4,1.21,0.73,744.55,57.13,37.01,0.0,74.3,385.52,29.12,28.76,170.22,1.01,0.55,4.3,10.23,16.01,26.23,28.27,9.64,17-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Aug-2018 - 00:00,0.38,0.29,0.91,0.54,742.82,43.79,39.08,0.0,71.71,353.27,30.27,24.49,170.35,1.53,0.47,9.8,9.04,8.01,16.97,36.15,9.18,18-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Aug-2018 - 00:00,0.45,0.26,0.87,0.52,742.86,58.1,31.85,0.15,69.72,341.06,30.61,20.7,164.1,1.19,0.52,7.96,7.68,5.98,13.66,36.94,11.04,19-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Aug-2018 - 00:00,0.63,0.37,1.11,0.66,743.28,54.89,22.35,0.54,84.19,280.63,27.55,23.7,175.97,1.15,0.62,6.11,7.35,4.32,11.65,19.68,7.7,20-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Aug-2018 - 00:00,0.91,0.85,1.75,1.12,744.23,53.7,9.24,0.01,84.58,251.7,28.1,24.48,192.29,0.94,0.56,6.17,7.17,8.27,15.26,6.45,10.24,21-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Aug-2018 - 00:00,0.6,0.36,1.24,0.69,743.74,57.92,16.82,0.0,78.05,320.58,29.22,21.51,176.67,0.95,0.71,9.14,7.54,10.55,17.86,19.52,10.1,22-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Aug-2018 - 00:00,0.31,0.23,0.68,0.41,743.63,54.77,33.06,0.19,82.29,196.68,28.34,18.6,174.77,1.51,0.62,12.84,7.16,10.66,17.64,18.02,10.86,23-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Aug-2018 - 00:00,0.25,0.14,0.54,0.32,744.87,58.01,31.76,0.1,85.41,172.7,26.47,14.39,171.89,1.24,0.57,13.09,7.68,14.04,21.4,11.44,9.9,24-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Aug-2018 - 00:00,0.21,0.16,0.52,0.34,744.68,63.51,30.06,0.0,78.6,212.52,27.56,19.4,169.73,0.94,0.48,11.74,8.18,11.64,19.82,15.23,8.45,25-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Aug-2018 - 00:00,0.22,0.18,0.56,0.38,744.21,61.39,26.4,0.0,73.9,213.42,27.61,22.01,159.91,1.11,0.47,12.86,8.61,12.93,21.51,16.82,10.48,26-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Aug-2018 - 00:00,0.2,0.22,0.58,0.41,743.61,91.09,36.75,0.0,72.55,228.8,28.07,27.37,168.49,1.25,0.5,12.98,9.11,12.53,21.48,20.68,11.57,27-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Aug-2018 - 00:00,0.45,0.29,0.91,0.53,744.52,157.3,43.93,0.0,72.46,148.46,27.99,23.34,168.75,1.26,0.59,13.3,8.82,13.07,21.42,23.44,12.12,28-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Aug-2018 - 00:00,1.16,0.87,1.91,1.22,744.49,389.6,37.98,0.03,77.39,194.38,28.56,26.91,167.58,1.19,0.68,11.49,8.58,12.03,20.56,17.72,12.51,29-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Aug-2018 - 00:00,0.49,0.51,1.28,0.75,745.42,137.01,26.71,0.14,86.49,172.79,27.24,26.53,174.62,1.19,0.62,12.86,8.0,12.59,20.52,22.31,10.89,30-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Aug-2018 - 00:00,0.18,0.23,0.51,0.38,744.81,215.21,45.44,0.0,80.33,235.17,28.34,15.82,219.48,1.27,0.44,11.96,8.07,11.3,19.28,20.23,11.83,31-Aug-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Aug-2018 - 00:00,0.18,0.16,0.41,0.33,745.19,99.77,32.88,0.0,74.38,196.72,28.52,8.67,210.75,1.37,0.41,11.41,7.57,11.15,18.72,20.07,10.8,01-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Sep-2018 - 00:00,0.15,0.2,0.44,0.36,746.28,34.88,22.93,0.0,75.75,149.99,27.32,11.94,208.37,1.5,0.41,13.63,7.91,12.5,20.41,22.15,14.17,02-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Sep-2018 - 00:00,0.25,0.3,0.74,0.53,746.06,43.87,23.02,0.1,83.7,157.17,25.96,15.3,208.27,1.03,0.44,15.47,8.52,13.45,21.96,17.67,13.09,03-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Sep-2018 - 00:00,0.31,0.35,0.88,0.6,746.16,41.98,23.21,0.02,88.3,167.74,25.6,16.55,210.99,1.01,0.49,15.96,8.74,13.75,22.49,14.41,14.8,04-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Sep-2018 - 00:00,0.21,0.3,0.66,0.48,746.68,41.6,26.54,0.0,80.66,175.96,26.82,15.16,213.71,1.4,0.41,15.18,8.54,13.0,21.54,16.94,14.05,05-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Sep-2018 - 00:00,0.38,0.23,0.57,0.42,746.24,115.03,35.72,0.0,73.91,246.71,27.58,10.35,217.94,1.39,0.52,15.08,8.07,13.18,21.08,18.17,13.89,06-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Sep-2018 - 00:00,0.36,0.26,0.73,0.5,746.01,136.74,45.96,0.15,79.02,187.43,26.0,11.56,206.69,1.3,0.45,17.68,8.23,14.75,22.97,20.2,11.67,07-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Sep-2018 - 00:00,0.26,0.27,0.65,0.45,746.44,96.46,43.21,0.2,78.37,281.42,26.6,10.91,207.05,1.19,0.4,17.7,8.53,14.71,23.22,25.14,11.43,08-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Sep-2018 - 00:00,0.36,0.25,0.77,0.42,749.4,38.96,29.06,0.19,86.46,181.86,25.74,6.82,166.81,1.48,0.61,14.16,7.89,13.31,21.19,21.23,15.93,09-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Sep-2018 - 00:00,0.54,0.2,1.04,0.46,756.65,34.64,23.84,0.05,90.36,170.46,24.51,2.82,176.19,1.02,0.79,6.61,7.99,9.38,17.36,15.55,9.97,10-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Sep-2018 - 00:00,0.55,0.28,1.13,0.57,759.25,58.3,35.56,0.01,90.8,143.08,24.71,3.38,214.51,0.79,0.79,6.52,8.77,9.69,18.46,5.52,10.56,11-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Sep-2018 - 00:00,0.85,0.77,1.09,0.72,759.39,75.0,38.16,0.0,88.42,129.18,25.25,3.44,208.54,0.73,0.96,8.6,9.89,9.53,18.83,5.91,11.69,12-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Sep-2018 - 00:00,0.38,0.13,0.47,0.28,757.7,81.24,46.23,0.0,75.32,93.65,27.29,4.15,199.27,1.18,0.53,11.62,8.94,9.75,18.67,13.73,9.4,13-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Sep-2018 - 00:00,0.4,0.46,1.13,0.73,757.29,83.86,68.91,0.0,69.51,229.9,27.11,20.78,192.06,0.97,0.8,12.96,8.35,10.49,18.81,18.93,13.26,14-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Sep-2018 - 00:00,0.49,0.35,0.93,0.58,758.68,79.32,61.09,0.0,64.49,270.86,27.65,13.7,172.1,0.82,0.7,12.63,8.99,10.29,19.24,22.98,10.72,15-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Sep-2018 - 00:00,0.35,0.31,0.79,0.56,759.75,77.74,55.07,0.0,57.98,233.21,28.23,14.64,165.66,1.16,0.66,12.37,9.1,10.09,19.17,29.97,9.61,16-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Sep-2018 - 00:00,0.4,0.44,0.95,0.71,759.02,75.19,50.51,0.0,51.54,238.28,28.97,20.36,164.31,1.17,0.73,11.77,9.88,9.92,19.8,35.57,10.11,17-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Sep-2018 - 00:00,0.53,0.32,0.85,0.59,758.06,70.25,46.16,0.0,50.23,229.1,29.28,15.0,166.32,1.51,0.62,11.34,10.28,9.54,19.82,35.11,7.84,18-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Sep-2018 - 00:00,0.2,0.11,0.27,0.17,758.12,82.78,49.88,0.0,45.06,310.77,29.98,4.19,168.04,1.35,0.63,11.83,10.58,9.79,20.37,32.21,11.21,19-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Sep-2018 - 00:00,0.04,0.24,0.03,0.06,757.13,82.69,41.09,0.0,39.98,415.67,30.6,0.37,132.4,1.27,0.69,23.09,11.4,18.89,28.47,35.31,14.95,20-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Sep-2018 - 00:00,0.39,0.31,0.27,0.34,756.61,91.81,36.13,0.0,35.28,215.21,30.89,1.27,73.98,1.72,0.84,45.76,7.5,20.05,27.54,50.74,13.71,21-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Sep-2018 - 00:00,1.0,0.81,0.7,0.89,757.33,87.88,34.84,0.0,61.97,216.67,28.54,3.32,75.94,1.65,0.72,45.35,7.37,12.01,19.39,72.79,14.96,22-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Sep-2018 - 00:00,1.0,0.8,0.7,0.91,756.88,39.54,14.93,0.05,84.48,125.89,25.23,3.27,59.18,1.47,0.67,37.66,7.47,10.13,17.6,29.51,12.63,23-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Sep-2018 - 00:00,1.0,0.8,0.7,0.9,756.61,32.5,15.23,0.14,91.33,93.56,24.21,3.29,90.04,1.76,0.66,35.69,7.06,9.3,16.36,28.57,14.63,24-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Sep-2018 - 00:00,1.01,0.8,0.7,0.9,757.15,37.59,18.19,0.14,89.15,153.41,24.87,3.33,105.57,1.17,0.62,32.69,7.36,11.07,18.42,20.32,13.21,25-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Sep-2018 - 00:00,1.0,0.79,0.7,0.91,758.37,80.6,33.85,0.0,71.01,248.64,27.03,3.3,101.11,0.92,0.83,34.12,7.65,14.07,21.72,24.55,14.22,26-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Sep-2018 - 00:00,1.0,0.8,0.7,0.91,758.15,101.64,39.86,0.0,60.32,233.05,28.56,3.32,91.06,0.87,1.42,36.6,9.5,19.58,29.08,22.26,10.42,27-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Sep-2018 - 00:00,1.01,0.8,0.69,0.91,758.71,98.12,49.68,0.0,44.67,226.04,29.48,3.3,78.7,0.79,0.82,38.62,9.2,28.49,37.69,18.07,12.39,28-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Sep-2018 - 00:00,0.99,0.8,0.71,0.9,759.37,87.73,58.79,0.0,36.67,223.28,29.83,3.33,77.91,0.72,1.71,39.01,11.12,27.76,38.88,25.58,12.36,29-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Sep-2018 - 00:00,1.02,0.81,1.19,1.0,759.83,74.92,41.64,0.0,34.87,226.88,29.96,7.65,65.83,0.77,1.46,45.96,9.5,26.38,35.88,24.84,10.74,30-Sep-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Sep-2018 - 00:00,1.17,0.86,2.11,1.27,759.48,85.39,41.56,0.0,35.3,218.49,30.2,20.31,71.65,0.97,1.29,36.38,8.16,17.23,25.39,32.18,7.98,01-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Oct-2018 - 00:00,1.44,0.67,1.71,1.06,759.22,75.26,44.22,0.0,35.87,211.97,30.59,16.6,73.19,0.89,1.14,33.36,8.07,14.27,22.35,29.62,9.05,02-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Oct-2018 - 00:00,1.52,1.06,2.61,1.52,759.67,84.69,44.68,0.0,36.63,216.75,31.02,21.55,72.66,0.8,1.51,36.97,10.15,15.77,25.92,31.27,14.75,03-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Oct-2018 - 00:00,1.6,0.96,2.58,1.55,759.25,79.11,38.76,0.0,38.34,179.42,30.19,17.31,79.69,0.84,1.47,44.82,8.49,29.26,37.21,37.06,17.04,04-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Oct-2018 - 00:00,1.21,0.76,2.09,1.3,759.78,67.98,39.7,0.0,34.54,235.59,30.76,16.3,82.01,0.89,1.2,49.78,8.3,30.06,38.36,54.24,10.88,05-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Oct-2018 - 00:00,1.24,0.72,2.06,1.29,757.89,79.78,39.13,0.0,32.98,208.41,31.16,15.21,65.45,0.92,1.24,42.46,8.49,26.31,34.79,45.24,11.51,06-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Oct-2018 - 00:00,0.72,0.57,1.44,1.04,755.85,107.26,36.79,0.0,29.38,282.78,30.75,17.07,60.65,0.95,0.91,43.2,7.91,21.27,29.19,56.72,15.08,07-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Oct-2018 - 00:00,0.9,0.58,1.53,1.09,752.39,88.38,36.44,0.0,26.82,212.35,31.09,18.8,58.64,1.0,1.11,41.08,7.46,22.77,30.24,75.33,14.5,08-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Oct-2018 - 00:00,1.38,0.89,2.41,1.44,753.81,81.77,40.33,0.0,25.79,292.72,31.15,17.04,63.85,0.93,1.36,37.47,8.96,34.97,43.93,61.56,14.4,09-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Oct-2018 - 00:00,1.18,0.73,2.04,1.28,757.93,77.25,37.23,0.0,24.82,279.56,30.99,13.83,46.85,0.87,1.32,38.77,9.9,39.11,49.01,25.76,12.95,10-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
10-Oct-2018 - 00:00,1.15,0.84,1.86,1.24,758.06,95.45,62.21,0.0,28.97,187.44,30.28,17.3,41.56,1.09,1.02,39.3,7.56,29.39,36.95,45.92,15.31,11-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
11-Oct-2018 - 00:00,0.83,0.51,1.24,0.85,758.86,94.34,61.01,0.0,29.15,180.44,29.04,18.73,33.25,1.56,0.86,35.5,7.13,19.94,27.05,77.92,10.75,12-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
12-Oct-2018 - 00:00,0.86,0.41,1.18,0.85,760.33,100.88,51.93,0.0,42.46,202.14,27.68,19.39,42.14,1.22,0.92,35.47,7.35,17.58,24.92,79.95,10.4,13-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
13-Oct-2018 - 00:00,0.87,0.47,1.29,0.88,759.63,77.09,50.39,0.0,30.56,227.14,27.72,17.13,39.06,1.09,0.88,33.27,7.26,19.97,27.23,63.44,11.96,14-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
14-Oct-2018 - 00:00,1.03,0.55,1.54,1.08,758.63,85.77,58.47,0.0,28.9,187.44,27.85,24.03,37.92,0.83,1.09,31.19,7.2,20.84,28.04,46.13,15.24,15-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
15-Oct-2018 - 00:00,1.67,1.74,1.71,1.56,758.51,98.73,59.73,0.0,22.22,187.59,29.35,21.71,36.91,1.05,1.7,25.56,10.03,37.27,47.31,48.15,15.34,16-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
16-Oct-2018 - 00:00,2.25,1.54,1.92,2.02,758.44,81.62,58.99,0.0,24.17,182.59,29.47,25.68,35.85,0.68,1.78,32.05,8.85,41.54,50.39,31.02,14.26,17-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
17-Oct-2018 - 00:00,1.92,1.97,1.13,1.76,757.61,82.91,56.32,0.0,24.87,190.08,28.95,24.31,49.04,0.79,1.82,32.48,11.59,40.84,52.43,26.24,16.39,18-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
18-Oct-2018 - 00:00,2.52,2.82,0.93,2.3,757.29,77.98,60.05,0.0,24.55,231.11,28.78,26.75,62.21,0.9,1.85,33.05,9.16,43.76,52.92,27.66,12.56,19-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
19-Oct-2018 - 00:00,1.8,1.92,0.64,1.82,758.27,82.43,74.0,0.0,25.97,170.05,28.67,29.03,60.22,0.74,1.68,33.45,8.6,38.25,46.85,40.3,11.43,20-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
20-Oct-2018 - 00:00,1.91,2.77,0.45,1.59,759.31,79.84,59.83,0.0,25.97,166.18,29.0,20.17,59.74,1.44,1.55,29.89,7.71,31.57,39.27,53.3,10.11,21-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
21-Oct-2018 - 00:00,1.12,1.78,0.45,1.08,760.05,66.77,62.71,0.0,25.31,172.44,27.74,22.64,50.69,1.42,1.04,30.16,7.1,22.24,29.34,51.26,11.2,22-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
22-Oct-2018 - 00:00,1.35,2.41,0.41,1.27,759.85,56.05,44.47,0.0,22.37,166.93,26.73,18.31,51.5,0.77,1.3,25.84,8.93,36.22,44.75,45.08,11.45,23-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
23-Oct-2018 - 00:00,1.35,2.8,0.45,1.43,759.43,60.74,42.27,0.0,19.27,179.9,27.5,22.95,50.12,0.76,1.24,22.15,7.35,25.61,32.96,55.65,10.99,24-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
24-Oct-2018 - 00:00,1.58,3.18,0.48,1.58,758.97,58.19,46.39,0.0,23.24,183.65,28.12,23.07,52.92,0.79,1.5,25.32,7.94,30.77,38.71,48.96,10.76,25-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
25-Oct-2018 - 00:00,1.89,3.72,0.4,2.04,759.65,58.16,40.8,0.0,24.84,190.99,28.54,20.32,50.12,0.84,1.58,21.78,8.88,35.18,44.07,44.94,11.84,26-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
26-Oct-2018 - 00:00,1.13,2.05,0.33,1.12,761.16,83.4,51.98,0.0,28.36,173.23,28.0,12.38,46.53,1.17,1.16,29.08,10.69,34.03,44.62,43.25,7.38,27-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
27-Oct-2018 - 00:00,1.04,1.69,0.29,0.91,761.46,96.56,63.5,0.0,28.89,178.3,27.92,0.43,47.01,1.25,1.06,40.67,22.0,59.96,81.96,28.08,10.83,28-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
28-Oct-2018 - 00:00,1.17,1.65,0.39,0.85,761.29,106.41,74.79,0.0,27.78,166.37,27.53,0.45,47.11,1.32,1.23,40.56,19.65,62.35,82.0,28.09,15.56,29-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
29-Oct-2018 - 00:00,1.74,2.3,0.26,0.74,760.94,107.08,78.38,0.0,29.43,160.63,26.77,0.38,45.37,0.88,1.47,37.3,16.14,60.15,76.29,38.06,15.82,30-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
30-Oct-2018 - 00:00,2.49,3.65,0.28,0.47,760.72,105.89,64.1,0.0,30.99,167.3,26.74,0.43,46.27,0.87,2.05,39.54,41.5,63.63,105.13,42.41,12.74,31-Oct-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
31-Oct-2018 - 00:00,2.2,3.34,0.26,0.39,760.99,90.63,44.63,0.0,30.21,169.16,27.42,0.38,46.28,1.06,1.66,35.91,19.05,58.17,77.22,127.58,12.4,01-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
01-Nov-2018 - 00:00,3.08,5.18,0.22,0.07,760.22,88.59,46.71,0.0,33.33,174.64,26.61,0.46,101.55,0.61,2.65,37.86,58.65,57.6,116.25,65.78,24.64,02-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
02-Nov-2018 - 00:00,3.36,6.37,0.32,0.01,759.28,78.91,40.18,0.0,29.59,169.68,27.17,0.42,122.76,0.56,2.44,44.67,65.26,64.71,129.97,53.18,9.2,03-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
03-Nov-2018 - 00:00,2.18,3.95,0.22,0.01,758.29,61.31,30.11,0.0,29.4,173.64,27.49,0.3,113.53,0.89,1.63,37.08,34.96,54.72,89.67,25.41,13.06,04-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
04-Nov-2018 - 00:00,1.47,1.59,0.13,0.04,759.54,111.16,51.04,0.0,33.33,160.2,23.83,0.21,184.97,1.58,0.9,32.02,15.65,34.03,49.67,30.23,11.33,05-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
05-Nov-2018 - 00:00,0.83,0.93,0.11,0.03,760.16,54.36,29.97,0.0,22.87,173.2,22.15,0.22,319.29,1.13,0.74,26.23,21.23,35.25,56.48,31.15,12.16,06-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
06-Nov-2018 - 00:00,1.45,1.52,0.17,0.02,760.84,73.64,50.07,0.0,30.74,194.68,21.65,0.26,317.5,0.98,1.15,18.53,24.99,38.45,63.44,30.88,12.77,07-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
07-Nov-2018 - 00:00,1.38,2.24,0.17,0.02,760.74,98.0,66.12,0.0,17.5,203.06,22.79,0.27,242.57,0.54,1.2,7.3,28.66,27.64,56.3,26.51,13.5,08-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
08-Nov-2018 - 00:00,2.03,3.19,0.3,0.0,760.61,195.85,73.79,0.0,19.24,175.16,23.8,0.39,125.19,0.52,2.31,6.85,33.88,22.42,56.3,25.85,26.78,09-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
09-Nov-2018 - 00:00,4.24,7.25,0.33,0.0,,207.79,74.48,0.0,27.99,198.73,23.26,0.43,162.58,0.45,3.08,6.79,43.22,10.36,53.58,32.94,15.12,10-Nov-2018 - 00:00,"Shastri Nagar, Jaipur - RSPCB"
