from date,NO,NO2,NOx,SO2,CO,Ozone,PM10,PM2.5,NH3,AT,RH,WS,VWS,WD,SR,BP,RF,Benzene,Toluene,MP-Xylene,Xylene,Temp,to date,station
11-Apr-2018 - 00:00,3.8,2.8,4.6,,,19.6,29.0,13.0,20.1,35.7,53.0,5.6,0.0,151.0,334.0,756.0,0.0,0.0,0.8,0.1,,22.7,12-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Apr-2018 - 00:00,4.54,4.46,6.29,6.22,0.52,20.19,32.88,9.0,8.51,33.92,63.9,6.92,0.03,138.93,122.95,753.25,0.0,0.0,0.84,0.1,,24.06,13-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Apr-2018 - 00:00,3.88,5.43,6.13,6.57,0.58,14.42,26.82,7.04,8.47,32.99,67.98,5.89,0.04,132.78,98.64,753.97,0.0,0.0,0.95,0.1,,24.47,14-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Apr-2018 - 00:00,4.38,6.44,7.07,6.03,0.6,11.57,33.36,7.97,8.55,33.24,68.11,4.89,0.01,150.75,102.75,753.44,0.0,0.0,1.07,0.1,,23.49,15-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Apr-2018 - 00:00,2.29,3.6,3.78,5.92,0.48,11.73,23.56,5.47,8.25,33.37,68.82,5.72,0.04,135.26,90.78,754.03,0.0,0.0,0.82,0.1,,22.24,16-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Apr-2018 - 00:00,3.76,5.84,6.25,6.98,0.5,19.28,34.15,7.2,7.02,34.31,66.33,4.28,0.02,145.33,111.19,754.18,0.0,0.0,1.07,0.1,,23.86,17-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Apr-2018 - 00:00,3.81,5.8,6.17,6.74,0.54,7.54,27.09,8.32,6.07,31.28,78.27,3.35,0.0,141.07,79.3,755.93,0.0,0.0,1.01,0.1,,22.26,18-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Apr-2018 - 00:00,4.37,6.25,7.03,10.31,0.68,27.33,51.73,17.19,8.22,36.53,60.33,6.41,0.04,159.0,124.08,752.19,0.0,0.0,1.01,0.1,,25.6,19-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Apr-2018 - 00:00,2.73,3.36,4.01,6.8,0.47,12.04,27.86,9.14,6.55,32.14,76.41,6.85,-0.01,150.16,78.2,753.34,0.0,0.0,0.72,0.1,,22.44,20-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Apr-2018 - 00:00,3.39,6.05,6.13,14.63,0.58,29.15,65.12,24.15,10.11,36.7,61.92,7.4,0.02,143.15,104.13,750.98,0.0,0.0,0.8,0.1,,25.48,21-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Apr-2018 - 00:00,2.99,4.85,5.11,7.48,0.65,25.45,49.71,19.73,6.31,34.46,70.69,6.76,0.06,142.52,89.25,751.61,0.0,0.0,0.7,0.1,,23.66,22-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Apr-2018 - 00:00,2.73,3.74,4.21,5.38,0.35,17.86,29.72,8.28,4.95,32.52,74.3,6.1,0.03,161.54,100.24,752.96,0.0,0.0,0.74,0.1,,22.05,23-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Apr-2018 - 00:00,3.1,8.8,7.2,,,19.6,61.0,25.0,7.5,37.0,60.0,5.1,0.0,135.0,328.0,754.0,0.0,0.0,1.1,0.1,,21.2,24-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Apr-2018 - 00:00,4.39,7.15,7.45,10.5,0.62,34.14,88.69,22.71,7.67,35.36,57.73,8.29,0.0,122.37,117.04,752.35,0.0,0.0,0.53,0.1,,25.22,25-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-Apr-2018 - 00:00,3.41,13.29,9.84,7.4,0.78,17.38,64.07,19.11,6.65,31.07,70.63,3.04,-0.02,154.22,94.07,753.54,0.0,0.0,0.89,0.1,,22.13,26-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Apr-2018 - 00:00,4.15,6.73,7.13,12.24,0.59,27.78,63.65,23.58,9.35,36.39,58.88,7.37,0.04,144.44,124.44,750.52,0.0,0.0,0.87,0.1,,23.52,27-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Apr-2018 - 00:00,3.84,5.2,5.99,6.19,0.5,16.18,38.26,11.04,6.59,34.15,67.56,6.05,0.03,144.23,107.88,752.99,0.0,0.0,0.7,0.1,,21.96,28-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Apr-2018 - 00:00,3.89,4.91,5.87,7.38,0.66,12.48,33.71,9.64,5.66,33.64,66.4,5.77,0.02,154.68,105.86,753.62,0.0,0.0,0.84,0.1,,21.51,29-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Apr-2018 - 00:00,3.6,5.5,5.85,5.55,1.02,7.99,31.28,10.61,4.39,31.33,77.02,4.59,0.01,153.83,75.76,753.7,0.0,0.0,0.87,0.1,,21.25,30-Apr-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Apr-2018 - 00:00,3.7,5.01,5.85,6.1,0.49,31.01,62.48,28.1,5.99,36.45,63.38,7.88,0.01,133.62,120.15,749.08,0.0,0.0,0.68,0.1,,20.37,01-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-May-2018 - 00:00,3.11,8.05,6.9,6.92,0.81,34.39,54.34,23.06,5.82,33.32,73.3,7.1,0.04,135.11,92.9,751.04,0.85,0.0,0.2,0.1,,23.59,02-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-May-2018 - 00:00,4.34,22.62,15.65,7.38,0.8,33.92,56.46,28.44,9.28,32.8,73.51,4.21,0.06,117.22,104.85,751.57,0.0,,,,,23.2,03-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-May-2018 - 00:00,3.54,14.45,10.65,6.05,0.51,30.49,38.49,18.08,12.49,30.33,80.47,5.84,-0.02,154.78,62.02,753.44,0.4,,,,,24.13,04-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-May-2018 - 00:00,4.95,27.38,18.59,6.35,0.56,12.16,38.67,25.2,12.27,28.86,83.37,2.14,0.0,111.04,97.28,754.39,0.0,,,,,22.37,05-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,06-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,07-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
07-May-2018 - 00:00,3.6,12.1,9.4,,,54.9,50.0,17.0,18.0,38.4,55.0,5.7,-0.4,267.0,381.0,754.0,0.0,0.1,0.3,0.1,,28.8,08-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-May-2018 - 00:00,3.33,10.72,8.4,16.3,0.54,51.64,72.21,28.65,9.92,37.81,55.5,5.96,0.02,138.65,129.0,749.83,0.0,0.06,5.03,0.1,,25.84,09-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-May-2018 - 00:00,3.46,6.54,6.29,9.99,0.42,35.61,35.41,13.64,7.72,32.9,77.7,4.69,0.02,148.41,80.48,751.57,0.0,0.08,2.71,0.1,,23.86,10-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-May-2018 - 00:00,5.05,9.85,9.37,8.11,0.54,50.02,44.88,19.37,8.83,36.27,58.73,6.42,0.03,150.62,128.12,752.6,0.0,0.04,0.46,0.1,,23.69,11-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-May-2018 - 00:00,4.54,10.53,9.29,5.7,0.5,37.05,35.14,11.45,4.5,31.79,78.98,3.39,-0.02,164.36,83.27,753.36,0.0,0.03,0.2,0.17,0.15,22.76,12-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-May-2018 - 00:00,3.94,7.92,7.58,9.13,0.56,54.39,52.63,20.6,9.08,36.88,60.08,6.58,0.03,157.98,119.42,750.38,0.0,0.3,0.28,0.1,,26.14,13-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-May-2018 - 00:00,2.87,6.17,5.7,6.96,0.42,51.34,43.67,17.12,7.88,34.74,67.37,5.44,0.01,139.57,114.03,751.78,0.0,0.22,0.76,0.1,,23.67,14-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-May-2018 - 00:00,3.69,10.19,8.51,11.22,0.97,43.5,61.2,19.81,9.02,34.04,66.3,5.14,-0.01,157.85,102.95,752.45,0.0,0.57,0.0,0.13,,26.15,15-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-May-2018 - 00:00,2.85,14.81,10.19,9.54,0.27,41.72,52.59,22.8,9.84,31.51,67.65,4.41,-0.03,159.46,95.46,753.63,0.0,0.9,0.0,0.1,,23.24,16-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-May-2018 - 00:00,4.96,12.08,10.44,7.41,1.22,38.93,53.08,21.69,9.29,34.54,63.5,6.69,0.08,152.31,44.94,749.53,0.0,0.3,0.18,0.1,,23.49,17-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-May-2018 - 00:00,4.37,8.62,8.23,6.63,1.17,58.2,44.53,14.83,9.03,34.09,69.71,5.2,0.02,162.75,101.6,750.45,0.0,2.1,0.0,0.1,5.93,27.72,18-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-May-2018 - 00:00,3.17,9.45,7.6,7.29,0.57,118.53,28.38,9.62,13.53,32.13,78.98,3.02,-0.02,134.83,80.17,751.12,0.0,1.12,0.0,0.1,,30.81,19-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-May-2018 - 00:00,2.84,10.46,7.88,20.54,,61.59,99.62,40.79,10.8,37.96,55.4,7.11,0.04,136.58,119.38,747.96,0.0,0.82,0.0,0.1,,28.97,20-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-May-2018 - 00:00,2.34,7.07,5.66,7.61,,39.05,52.86,16.17,9.04,33.22,72.07,4.62,0.01,160.79,79.19,749.88,0.0,1.07,0.0,0.14,0.1,28.95,21-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-May-2018 - 00:00,3.74,11.85,9.34,11.8,,47.44,82.71,28.5,8.96,37.44,55.8,6.75,0.04,141.52,137.0,749.77,0.0,0.27,0.0,0.1,,28.61,22-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-May-2018 - 00:00,2.5,4.89,4.64,6.2,,30.17,38.76,12.5,8.99,33.49,73.55,4.08,-0.02,184.14,72.55,751.38,0.0,0.15,0.04,0.31,1.3,28.61,23-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-May-2018 - 00:00,4.37,12.39,10.3,7.79,0.25,85.34,81.94,21.24,10.82,36.13,61.41,4.94,-0.02,153.83,140.91,749.31,0.04,0.12,0.0,0.1,,29.46,24-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-May-2018 - 00:00,4.33,13.71,10.92,7.24,0.49,43.21,56.43,25.73,11.04,35.28,65.3,4.23,-0.01,161.37,108.26,748.9,0.0,0.37,0.34,0.44,6.39,26.64,25-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-May-2018 - 00:00,4.35,11.13,9.56,7.76,0.5,24.39,65.04,39.49,10.75,34.47,69.25,4.86,0.01,147.52,86.61,748.68,0.0,40.72,4.47,0.26,12.81,23.34,26-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-May-2018 - 00:00,3.89,8.87,7.96,5.86,0.46,29.23,38.02,13.7,9.99,34.58,67.89,5.21,0.02,128.42,97.59,748.8,0.0,27.2,5.06,1.05,4.02,23.38,27-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-May-2018 - 00:00,2.97,7.15,6.22,6.45,0.41,63.79,42.03,16.5,9.41,35.13,66.4,4.05,0.02,142.66,116.84,748.5,0.0,35.53,0.44,1.06,1.52,21.34,28-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-May-2018 - 00:00,3.68,7.83,7.25,5.85,0.34,67.94,45.48,20.33,11.0,34.79,66.38,5.33,0.02,153.93,103.97,746.9,0.0,55.18,26.42,3.44,111.01,23.61,29-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-May-2018 - 00:00,3.69,10.79,8.84,11.81,0.35,83.6,72.47,30.47,10.89,35.93,66.54,5.07,-0.02,156.7,109.89,745.13,0.0,51.85,1.05,0.33,,24.35,30-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-May-2018 - 00:00,3.14,10.0,7.95,6.19,0.28,105.22,82.42,31.65,9.81,36.85,64.78,4.75,0.01,144.05,105.61,745.65,0.0,,,,,23.7,31-May-2018 - 00:00,"Secretariat, Amaravati - APPCB"
31-May-2018 - 00:00,3.2,9.53,7.76,9.37,0.33,98.92,75.0,32.07,9.96,36.01,66.64,5.67,0.03,128.9,99.14,747.96,0.0,,,,,24.85,01-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-Jun-2018 - 00:00,3.27,11.37,8.8,4.37,0.56,80.73,84.41,37.03,10.13,35.15,66.65,4.62,-0.02,137.62,87.3,749.44,0.0,,,,,22.99,02-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-Jun-2018 - 00:00,4.51,16.74,12.67,9.5,0.43,56.47,60.53,23.16,9.49,31.64,78.81,4.21,-0.05,168.92,48.9,750.18,0.34,33.81,18.95,0.16,,23.1,03-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-Jun-2018 - 00:00,3.19,18.13,12.23,6.98,0.33,80.57,58.26,27.92,8.02,34.54,66.67,3.52,-0.04,192.04,114.7,748.02,0.0,9.86,8.98,0.1,89.7,20.88,04-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-Jun-2018 - 00:00,2.61,10.96,8.04,7.6,0.4,93.54,72.57,26.9,9.04,36.63,58.44,5.41,-0.12,242.36,115.65,745.96,0.0,6.66,1.0,3.86,56.72,22.86,05-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-Jun-2018 - 00:00,2.67,14.36,9.91,7.21,0.39,125.67,69.42,28.25,11.34,35.23,64.85,4.86,-0.12,184.89,100.97,746.88,0.14,4.62,6.92,0.86,32.54,24.25,06-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-Jun-2018 - 00:00,3.42,17.83,12.35,6.24,0.51,44.39,55.52,32.49,14.5,32.05,77.78,3.86,0.01,167.48,40.84,749.3,0.53,2.09,43.61,0.1,,26.28,07-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
07-Jun-2018 - 00:00,2.93,13.84,9.83,5.68,0.44,66.87,31.39,19.21,17.14,31.53,81.15,3.88,-0.14,212.05,60.05,747.84,1.23,,,,,30.05,08-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-Jun-2018 - 00:00,2.78,10.39,7.88,6.55,0.31,64.39,29.02,17.73,14.91,32.87,73.28,5.62,-0.31,268.8,77.38,745.5,0.0,,,,,30.77,09-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-Jun-2018 - 00:00,2.33,9.28,6.91,5.85,0.41,72.15,25.09,12.81,10.57,33.13,68.76,5.59,-0.31,262.86,96.97,743.78,0.0,,,,,28.75,10-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-Jun-2018 - 00:00,1.9,5.79,4.62,6.9,0.46,60.16,35.35,13.36,9.1,34.28,63.38,8.71,-0.58,272.66,101.18,744.41,0.0,,,,,23.75,11-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-Jun-2018 - 00:00,3.94,10.51,8.88,5.69,0.5,46.6,47.86,18.01,9.81,32.38,70.06,8.05,-0.43,247.71,49.61,745.23,0.28,,,,,24.89,12-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Jun-2018 - 00:00,5.49,13.78,11.8,7.05,0.8,46.25,57.72,24.08,10.15,31.52,77.04,3.27,-0.1,221.43,60.0,745.89,0.17,,,,,24.76,13-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Jun-2018 - 00:00,4.88,15.3,12.11,6.25,0.61,35.81,69.18,25.58,9.62,33.23,71.94,5.62,-0.3,233.01,104.11,746.54,0.0,,,,,24.7,14-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Jun-2018 - 00:00,3.84,11.83,9.5,8.05,0.52,48.33,104.97,32.78,11.24,35.72,61.7,5.72,-0.31,238.24,110.0,746.95,0.0,,,,,26.65,15-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Jun-2018 - 00:00,4.79,14.82,11.87,8.87,1.21,62.26,105.68,31.25,13.28,34.89,63.61,5.16,-0.18,238.52,114.15,747.73,0.0,,,,,26.63,16-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Jun-2018 - 00:00,2.96,10.0,7.82,4.68,0.72,62.26,70.54,23.1,10.58,34.45,60.17,5.92,-0.3,260.47,103.78,749.22,0.03,,,,,23.55,17-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Jun-2018 - 00:00,3.01,8.52,7.07,9.43,0.99,58.86,79.43,24.04,10.61,35.46,59.86,5.61,-0.29,248.46,113.06,748.66,0.0,,,,,23.74,18-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Jun-2018 - 00:00,3.46,7.43,6.86,6.27,0.4,53.96,66.32,17.65,10.47,36.44,51.99,8.23,-0.56,279.85,109.67,748.11,0.0,,,,,26.16,19-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Jun-2018 - 00:00,4.9,9.71,9.24,6.14,0.89,55.54,56.9,18.11,9.49,35.47,55.68,7.23,-0.39,256.92,117.12,747.53,0.0,,,,,23.13,20-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Jun-2018 - 00:00,4.68,10.98,9.74,5.33,1.01,63.02,58.97,18.77,10.21,35.44,62.38,4.39,-0.1,194.48,111.37,747.32,0.0,,,,,23.13,21-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Jun-2018 - 00:00,3.91,11.91,9.6,5.5,1.01,61.76,54.78,18.65,11.21,34.36,67.66,3.79,-0.04,165.07,100.16,747.3,0.01,0.23,0.26,0.06,0.1,23.42,22-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Jun-2018 - 00:00,3.52,13.01,9.88,7.5,0.77,67.38,51.19,18.55,11.91,34.09,66.9,3.83,-0.05,166.85,83.98,747.37,0.0,0.38,0.2,0.09,,27.77,23-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Jun-2018 - 00:00,3.41,11.36,8.91,6.72,1.1,63.24,42.77,18.19,11.63,33.29,69.67,3.47,-0.14,215.51,65.92,747.94,0.01,0.4,0.24,0.1,,29.28,24-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Jun-2018 - 00:00,2.95,7.01,6.22,6.05,1.0,64.83,45.24,17.8,9.26,34.83,63.59,5.72,-0.26,242.34,98.8,747.96,0.01,0.39,0.24,0.09,0.1,29.23,25-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
25-Jun-2018 - 00:00,3.88,7.66,7.31,6.62,0.5,50.06,61.43,19.05,11.08,35.73,58.41,7.53,-0.4,240.5,115.76,746.82,0.01,0.43,0.26,0.09,,30.15,26-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
26-Jun-2018 - 00:00,2.91,8.85,7.07,7.33,0.5,50.44,48.89,16.66,9.8,35.07,58.18,7.39,-0.43,273.68,99.24,745.86,0.0,0.35,0.21,0.09,0.1,29.03,27-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
27-Jun-2018 - 00:00,5.23,10.42,9.88,7.3,0.57,43.87,52.84,16.81,11.46,33.44,63.72,6.9,-0.35,231.08,51.14,745.67,0.07,0.38,0.25,0.09,,29.64,28-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
28-Jun-2018 - 00:00,6.04,17.84,14.49,4.46,0.6,39.36,34.21,16.5,11.72,29.9,84.41,2.65,-0.01,134.83,52.48,747.55,0.25,0.48,0.48,0.18,0.33,30.3,29-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
29-Jun-2018 - 00:00,4.3,13.85,10.96,5.47,0.38,48.17,50.01,18.69,13.34,32.46,75.5,2.84,-0.04,174.04,76.56,748.71,0.0,0.4,0.28,0.08,0.1,30.92,30-Jun-2018 - 00:00,"Secretariat, Amaravati - APPCB"
30-Jun-2018 - 00:00,3.83,13.96,10.62,7.73,0.42,60.71,48.76,20.52,12.89,32.15,75.75,3.55,-0.05,177.03,100.6,749.58,0.13,0.39,0.27,0.08,0.12,30.96,01-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
01-Jul-2018 - 00:00,3.43,15.45,11.09,5.24,0.5,48.1,46.55,23.86,15.07,30.9,82.65,3.08,-0.02,166.14,43.91,750.26,0.01,0.34,0.29,0.09,0.13,30.46,02-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
02-Jul-2018 - 00:00,4.49,16.17,12.34,6.23,0.5,52.88,41.61,20.28,13.45,32.18,76.59,3.54,-0.05,161.54,86.7,748.71,0.48,0.32,0.28,0.09,0.11,30.24,03-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
03-Jul-2018 - 00:00,5.19,13.75,11.62,4.79,0.41,43.53,41.17,15.54,10.35,31.65,75.36,4.88,-0.25,220.45,59.45,749.49,0.24,0.32,0.26,0.09,0.11,30.1,04-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
04-Jul-2018 - 00:00,5.5,13.0,11.48,5.33,0.4,47.0,68.21,18.71,10.87,34.08,66.3,5.9,-0.32,228.22,89.02,749.16,0.0,0.29,0.23,0.1,0.1,29.91,05-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
05-Jul-2018 - 00:00,5.21,11.1,10.23,6.7,0.33,44.41,46.72,13.68,11.41,33.38,65.97,6.67,-0.37,240.57,84.3,748.69,0.37,0.3,0.25,0.1,0.1,30.61,06-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
06-Jul-2018 - 00:00,6.05,17.73,14.44,6.17,0.63,37.7,42.59,18.71,13.05,31.47,78.03,4.1,-0.16,198.57,62.22,747.53,0.0,0.32,0.29,0.11,0.13,30.93,07-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
07-Jul-2018 - 00:00,2.52,6.3,5.49,4.62,0.37,66.58,30.81,16.68,10.88,28.98,85.64,5.81,-0.33,267.6,35.47,746.2,0.53,0.29,0.19,0.1,0.2,30.61,08-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
08-Jul-2018 - 00:00,2.12,5.42,4.6,5.29,0.46,52.24,27.31,13.59,9.8,29.16,87.19,4.87,-0.28,250.76,41.46,745.44,0.26,0.26,0.2,0.1,,30.52,09-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
09-Jul-2018 - 00:00,3.0,7.48,6.51,5.7,0.36,62.51,38.25,17.04,9.54,31.52,74.67,5.96,-0.37,266.25,59.92,745.0,0.09,0.28,0.21,0.1,,31.68,10-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
10-Jul-2018 - 00:00,3.04,6.73,6.14,5.28,0.36,53.52,37.58,17.99,10.83,30.94,77.41,6.09,-0.35,243.69,52.66,746.71,0.1,0.23,0.21,0.1,,30.56,11-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
11-Jul-2018 - 00:00,2.62,6.54,5.61,6.9,0.39,54.67,30.96,16.84,10.31,30.0,80.76,6.35,-0.38,264.86,55.38,747.31,0.29,0.3,0.52,1.87,2.76,30.68,12-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
12-Jul-2018 - 00:00,5.05,6.88,7.97,8.95,0.69,36.11,25.72,16.26,16.73,29.23,84.72,7.04,-0.45,267.69,35.72,746.55,0.17,0.28,0.12,0.08,0.1,31.11,13-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
13-Jul-2018 - 00:00,2.39,7.85,6.25,6.57,0.01,30.53,31.21,13.8,13.18,31.62,74.5,7.72,-0.5,274.79,63.1,745.84,0.04,0.25,0.08,0.1,,30.13,14-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
14-Jul-2018 - 00:00,3.14,7.61,6.69,5.96,0.4,21.19,29.83,9.85,14.92,30.82,78.95,5.25,-0.3,276.18,58.83,745.31,0.15,0.22,0.08,0.1,,30.22,15-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
15-Jul-2018 - 00:00,2.19,4.94,4.41,6.29,0.31,19.6,26.92,8.78,12.07,30.11,84.32,4.71,-0.25,245.73,34.98,744.32,0.15,0.2,0.06,0.1,0.1,29.83,16-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
16-Jul-2018 - 00:00,3.43,6.81,6.46,7.42,0.31,20.85,24.09,7.33,11.27,31.34,76.79,6.34,-0.37,256.14,49.98,744.76,0.09,0.23,0.09,0.1,,30.7,17-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
17-Jul-2018 - 00:00,4.71,9.01,8.67,10.54,0.45,25.57,28.79,8.04,13.01,32.93,70.79,7.55,-0.47,257.12,94.54,745.57,0.01,0.21,0.08,0.1,,30.68,18-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
18-Jul-2018 - 00:00,4.14,11.53,9.58,10.18,0.47,28.06,43.55,10.61,14.69,33.84,67.28,6.28,-0.39,268.49,101.22,746.24,0.0,0.21,0.09,0.1,0.1,30.32,19-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
19-Jul-2018 - 00:00,4.25,8.98,8.31,8.88,0.42,33.51,47.59,12.49,10.91,34.12,63.43,8.16,-0.55,272.02,76.75,746.34,0.0,0.22,0.09,0.1,,30.24,20-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
20-Jul-2018 - 00:00,5.26,13.18,11.29,9.65,0.51,23.55,34.91,14.89,12.79,31.32,75.74,5.58,-0.32,249.37,39.78,747.03,0.03,0.19,0.07,0.1,0.1,29.89,21-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
21-Jul-2018 - 00:00,5.73,15.31,12.89,6.1,0.7,33.53,49.2,18.1,14.88,32.48,73.21,5.24,-0.3,253.89,72.04,747.59,0.0,0.19,0.12,0.1,0.14,30.5,22-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
22-Jul-2018 - 00:00,2.21,7.36,5.7,13.02,0.35,31.7,48.89,16.3,14.79,32.72,67.83,8.16,-0.55,270.33,80.63,747.96,0.0,0.18,0.05,0.1,,30.39,23-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
23-Jul-2018 - 00:00,7.12,15.54,13.72,14.32,0.48,34.33,61.98,16.02,15.06,36.07,57.02,6.81,-0.43,280.9,121.16,746.9,0.0,0.22,0.11,0.08,0.1,31.04,24-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
24-Jul-2018 - 00:00,5.93,17.31,14.13,12.04,0.48,28.07,57.62,18.0,15.45,34.19,65.18,4.51,-0.23,266.44,83.56,748.62,0.0,0.2,0.11,0.09,0.1,31.28,25-Jul-2018 - 00:00,"Secretariat, Amaravati - APPCB"
