from date,AT,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,Benzene,Toluene,Xylene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
02-Aug-2018 - 00:00,28.82,733.52,115.95,52.34,0.0,83.75,534.27,29.35,237.66,1.41,0.8,9.38,3.46,0.73,52.54,12.27,18.2,19.59,34.43,7.73,03-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Aug-2018 - 00:00,28.1,734.16,79.53,37.96,0.0,88.78,534.72,29.37,261.55,1.37,0.85,9.27,3.33,0.62,42.02,14.24,17.02,20.61,19.27,7.08,04-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Aug-2018 - 00:00,29.77,733.73,168.88,64.66,0.0,85.01,534.6,29.34,263.93,1.29,0.93,9.87,3.5,1.36,44.23,9.71,16.29,16.53,20.41,6.52,05-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Aug-2018 - 00:00,28.06,734.19,138.4,52.06,0.0,88.45,535.65,29.45,262.32,1.23,0.76,7.58,2.71,0.18,51.96,11.22,16.78,17.82,11.15,4.67,06-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Aug-2018 - 00:00,28.79,734.18,140.89,67.42,0.01,83.24,534.08,29.19,168.72,0.99,0.98,9.27,3.96,0.41,40.8,8.7,16.56,15.67,15.33,10.44,07-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Aug-2018 - 00:00,29.59,733.78,152.92,85.4,0.01,83.65,531.14,28.61,195.1,0.92,1.21,10.41,4.39,1.0,40.74,13.83,18.38,20.96,10.44,12.27,08-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Aug-2018 - 00:00,31.25,734.69,92.01,39.1,0.02,77.86,525.79,27.56,239.67,1.3,1.13,9.93,4.29,1.32,40.94,16.43,17.91,22.61,14.46,10.24,09-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Aug-2018 - 00:00,32.38,736.98,115.44,39.97,0.01,75.22,528.71,28.11,260.27,1.43,0.99,9.3,4.04,0.76,51.97,12.92,16.96,19.24,16.08,7.59,10-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Aug-2018 - 00:00,31.62,735.45,126.69,56.85,0.0,80.18,531.74,28.83,194.55,1.04,0.97,9.14,3.4,0.93,56.36,11.95,20.03,20.33,14.34,9.52,11-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Aug-2018 - 00:00,29.53,731.86,105.23,67.29,0.17,87.22,532.17,28.98,247.24,1.0,0.93,9.37,3.33,0.77,48.61,11.08,21.87,20.58,15.02,7.43,12-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Aug-2018 - 00:00,27.93,730.51,52.67,28.62,0.59,89.76,531.41,28.88,150.11,1.27,0.67,7.84,2.27,,37.66,9.51,14.8,15.55,12.59,3.87,13-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Aug-2018 - 00:00,29.76,731.74,119.91,69.07,0.01,85.45,544.21,30.5,255.51,1.23,0.88,10.15,3.89,,36.4,14.86,18.26,21.74,14.65,5.56,14-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Aug-2018 - 00:00,31.25,732.64,118.97,65.68,0.45,78.75,544.88,30.27,157.82,1.08,0.84,9.1,3.07,1.19,36.43,11.9,22.7,21.75,22.54,7.25,15-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Aug-2018 - 00:00,31.31,734.6,117.51,52.12,0.0,81.1,543.1,29.18,208.95,1.41,0.77,8.22,2.51,0.91,54.06,10.9,16.94,17.63,18.11,4.02,16-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Aug-2018 - 00:00,33.07,735.65,137.08,66.39,0.0,73.53,531.04,27.97,234.47,1.39,0.96,9.7,3.73,1.11,40.72,15.44,15.26,20.62,11.48,15.11,17-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Aug-2018 - 00:00,32.88,733.65,84.05,29.98,0.0,74.47,531.46,28.22,261.05,1.67,0.79,8.54,2.89,1.29,39.87,12.13,13.24,16.81,12.39,5.21,18-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Aug-2018 - 00:00,32.02,733.0,80.72,35.49,0.0,77.5,528.05,27.56,222.21,1.63,0.75,8.72,2.52,0.86,36.98,11.05,12.57,15.44,14.74,6.91,19-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Aug-2018 - 00:00,32.07,732.27,93.78,48.56,0.0,79.03,525.29,26.81,97.47,1.29,0.72,7.89,2.16,0.98,34.95,11.02,15.42,16.86,17.58,7.24,20-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Aug-2018 - 00:00,30.22,734.67,123.82,77.59,0.09,85.16,526.59,27.05,186.26,0.98,1.04,9.92,3.96,1.13,39.13,15.39,19.04,22.59,9.01,4.22,21-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Aug-2018 - 00:00,32.44,734.26,157.99,74.26,0.0,75.39,529.4,27.54,239.35,1.26,1.13,10.15,4.19,1.13,37.45,14.44,17.71,21.02,14.04,10.9,22-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Aug-2018 - 00:00,30.15,733.98,57.55,27.96,0.03,84.84,534.16,28.4,231.38,1.1,0.84,8.05,2.81,0.91,37.69,12.65,13.57,17.3,10.14,4.09,23-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Aug-2018 - 00:00,30.23,734.12,61.38,29.14,0.0,82.31,547.44,30.13,208.8,1.18,0.67,8.06,2.13,0.99,32.73,9.46,12.13,14.07,16.53,5.66,24-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Aug-2018 - 00:00,28.99,733.5,58.83,33.21,0.73,88.12,535.57,28.7,145.06,1.25,0.64,7.62,2.05,0.86,29.95,8.86,16.5,15.74,17.91,3.49,25-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Aug-2018 - 00:00,29.07,732.66,145.18,120.96,1.07,87.14,547.04,30.12,243.34,0.9,1.02,8.66,3.66,1.47,32.8,5.04,22.76,15.54,13.67,15.69,26-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Aug-2018 - 00:00,27.68,732.6,28.75,19.09,0.77,91.0,533.59,28.22,168.67,0.73,0.72,7.61,2.45,0.58,26.3,10.04,12.17,14.59,17.99,4.74,27-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Aug-2018 - 00:00,29.06,734.16,36.09,23.16,0.47,89.01,531.97,27.99,162.65,0.74,1.0,9.37,4.03,1.32,24.55,13.45,17.53,19.62,13.79,4.98,28-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Aug-2018 - 00:00,30.17,735.78,68.59,23.64,0.0,85.33,532.0,27.91,240.71,1.11,0.95,9.21,3.92,0.39,26.13,15.02,16.74,20.87,10.72,5.69,29-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Aug-2018 - 00:00,30.22,736.88,63.25,22.3,0.01,82.03,534.14,28.32,228.35,1.45,0.66,8.08,2.84,0.76,25.84,12.82,12.08,16.82,15.27,4.51,30-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Aug-2018 - 00:00,30.0,734.44,69.45,31.6,0.0,84.0,534.82,28.45,166.61,1.07,1.09,8.05,2.52,0.71,25.32,13.39,14.78,18.33,18.93,6.47,31-Aug-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Aug-2018 - 00:00,28.08,735.14,61.27,37.2,0.31,88.32,342.12,27.32,182.64,0.73,0.81,8.24,3.11,2.24,28.13,10.47,17.2,17.22,37.15,7.47,01-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Sep-2018 - 00:00,29.88,736.45,82.32,,0.0,83.56,84.5,26.09,218.92,1.06,0.7,7.68,2.86,1.25,26.46,35.19,14.67,35.41,14.54,11.54,02-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Sep-2018 - 00:00,29.3,736.32,92.55,45.42,0.43,85.89,82.75,26.5,205.07,1.01,0.79,7.98,2.98,0.87,28.27,11.11,19.97,19.52,20.68,7.19,03-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Sep-2018 - 00:00,29.13,736.8,60.15,31.56,0.06,85.58,89.45,26.01,228.82,0.77,0.64,7.06,2.57,0.8,25.14,10.79,15.83,16.47,22.71,9.69,04-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Sep-2018 - 00:00,29.29,737.61,62.77,33.3,0.0,84.3,69.18,27.53,205.76,0.5,0.55,6.73,1.8,0.58,22.39,12.56,11.92,15.53,30.56,13.21,05-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Sep-2018 - 00:00,31.89,735.44,114.52,46.22,0.0,78.54,108.32,28.74,66.1,1.93,0.81,7.39,2.94,1.21,32.1,0.72,18.15,10.07,40.66,12.08,06-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Sep-2018 - 00:00,32.04,735.68,132.09,56.66,0.0,75.65,115.38,29.39,141.75,1.37,0.78,7.52,2.29,0.8,29.21,8.38,19.89,17.09,39.82,16.6,07-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Sep-2018 - 00:00,30.9,737.72,89.52,23.82,0.0,77.62,81.34,29.48,210.52,1.42,0.74,8.19,2.98,0.73,28.05,10.31,16.99,16.78,24.06,20.42,08-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Sep-2018 - 00:00,30.99,738.48,88.49,28.94,0.02,78.23,72.46,29.32,250.71,1.74,0.96,8.7,4.0,1.25,26.68,14.31,18.78,21.34,20.38,8.97,09-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Sep-2018 - 00:00,30.52,740.07,68.72,25.93,0.0,76.43,115.18,29.29,276.94,1.66,0.5,6.87,1.69,0.39,26.9,8.68,17.99,13.17,29.86,6.8,10-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Sep-2018 - 00:00,30.53,741.18,86.51,33.27,0.0,76.05,108.84,30.03,133.72,1.61,0.54,7.02,1.68,0.57,24.7,8.62,18.17,16.4,33.67,7.87,11-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Sep-2018 - 00:00,30.41,740.01,93.61,44.04,0.05,80.43,74.68,28.18,73.83,1.78,0.55,6.66,1.73,0.73,42.73,9.03,16.37,15.13,41.98,9.32,12-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Sep-2018 - 00:00,29.44,737.24,87.88,35.85,0.04,81.34,74.04,28.41,105.22,1.42,0.71,7.77,2.74,0.77,29.46,7.49,24.41,18.32,30.96,10.92,13-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Sep-2018 - 00:00,29.97,737.27,141.25,35.5,0.08,77.76,98.3,28.81,90.78,1.57,0.62,6.91,2.26,0.9,28.27,10.57,21.6,18.42,32.69,9.69,14-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Sep-2018 - 00:00,30.95,739.45,117.11,28.38,0.0,71.04,110.89,28.81,93.27,1.86,0.61,6.79,2.15,0.34,29.0,9.03,21.1,17.93,34.27,9.05,15-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Sep-2018 - 00:00,31.35,740.73,142.97,34.91,0.0,70.6,109.96,28.3,77.82,2.31,0.59,6.25,1.96,1.37,29.34,9.17,21.94,18.46,36.63,14.3,16-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Sep-2018 - 00:00,31.06,739.32,131.91,37.17,0.0,68.39,107.55,28.25,84.83,2.15,0.63,6.53,1.95,0.48,28.28,8.6,22.93,18.86,37.96,11.08,17-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Sep-2018 - 00:00,30.72,738.5,155.38,51.79,0.0,69.46,107.56,28.31,93.76,1.88,0.74,6.94,2.18,0.94,29.45,8.9,27.37,21.43,46.94,18.44,18-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Sep-2018 - 00:00,30.71,738.65,156.23,51.45,0.0,62.99,116.73,28.76,90.71,2.19,0.73,6.58,2.12,0.9,27.51,8.28,26.71,20.25,64.26,15.14,19-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Sep-2018 - 00:00,30.98,738.77,182.24,69.94,0.0,65.62,112.2,28.5,82.04,1.54,0.9,7.97,2.8,0.96,34.04,9.45,36.2,25.78,63.42,24.37,20-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Sep-2018 - 00:00,32.11,739.43,219.86,100.96,0.0,65.96,110.04,27.85,227.42,1.29,1.08,8.08,3.24,1.41,38.12,11.45,30.61,24.16,58.16,19.04,21-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Sep-2018 - 00:00,29.33,742.59,76.56,21.7,0.01,74.6,78.66,28.06,240.84,1.96,0.59,6.55,2.25,0.6,29.36,8.7,13.21,13.49,33.07,7.83,22-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Sep-2018 - 00:00,28.09,742.81,71.64,32.17,0.13,79.79,50.27,28.22,242.6,2.45,0.51,6.31,2.11,0.31,25.29,13.84,16.64,19.85,30.11,10.57,23-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Sep-2018 - 00:00,27.01,743.73,49.04,47.49,0.22,85.66,40.67,29.92,251.24,2.22,0.41,6.13,1.77,0.68,25.02,10.72,14.26,14.86,33.69,7.4,24-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Sep-2018 - 00:00,27.18,741.17,54.5,983.51,1.24,86.69,56.86,29.41,252.57,2.09,0.43,6.4,2.06,0.58,31.97,7.3,15.22,12.83,40.65,6.21,25-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Sep-2018 - 00:00,24.61,740.29,11.41,177.74,0.04,89.41,9.15,29.75,241.38,1.38,0.23,4.92,1.02,0.49,19.03,33.73,10.88,18.89,50.13,6.92,26-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Sep-2018 - 00:00,30.44,740.62,138.24,248.82,0.0,73.38,111.84,28.27,110.78,1.28,1.26,9.54,5.09,1.62,27.68,8.78,36.19,24.08,37.85,41.58,27-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Sep-2018 - 00:00,29.48,741.44,162.03,336.38,0.0,77.59,93.68,28.24,89.57,0.93,1.26,9.15,4.33,2.06,29.62,20.18,42.79,38.47,32.47,6.78,28-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Sep-2018 - 00:00,30.33,742.39,188.14,83.73,0.0,75.41,95.59,28.25,136.31,0.83,1.2,8.94,3.8,1.37,36.72,17.46,35.22,32.3,46.77,20.31,29-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Sep-2018 - 00:00,32.99,742.55,191.13,200.32,0.0,60.8,132.07,27.92,85.98,1.88,0.96,7.55,3.52,0.94,34.85,1.32,35.04,18.06,59.43,29.57,30-Sep-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Sep-2018 - 00:00,29.92,741.61,125.83,51.54,0.0,65.03,107.92,27.98,84.12,2.22,0.73,6.33,2.25,0.96,29.72,12.46,28.87,23.08,58.53,17.99,01-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Oct-2018 - 00:00,29.84,741.7,140.52,54.57,0.0,66.97,103.06,27.81,82.02,1.8,0.88,7.23,2.74,1.17,30.04,9.78,37.5,27.03,53.81,18.16,02-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Oct-2018 - 00:00,30.14,742.4,197.51,81.43,0.0,66.59,97.8,28.08,90.57,1.68,1.0,7.46,2.76,0.82,34.16,8.6,38.49,26.94,54.48,22.45,03-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Oct-2018 - 00:00,30.62,742.24,221.82,101.72,0.0,64.14,117.14,27.95,119.59,1.21,1.08,7.66,2.76,1.26,37.3,12.99,38.18,29.79,68.19,22.83,04-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Oct-2018 - 00:00,30.81,743.59,231.1,103.93,0.0,59.74,100.12,27.97,178.72,1.15,1.14,8.93,3.58,0.82,35.19,15.87,46.46,36.74,57.08,37.04,05-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Oct-2018 - 00:00,30.14,744.83,232.49,99.73,0.0,63.74,100.61,27.64,149.36,1.1,1.33,9.49,4.36,0.96,41.24,20.66,52.85,44.48,44.69,17.16,06-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Oct-2018 - 00:00,29.43,744.19,243.23,110.62,0.0,61.09,88.46,27.91,100.6,1.38,1.35,8.91,4.19,1.09,38.98,15.01,58.08,43.1,43.19,23.12,07-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Oct-2018 - 00:00,29.28,743.7,271.02,,0.0,57.06,88.15,28.02,121.73,1.28,1.21,7.94,3.3,1.46,38.24,16.66,49.85,37.59,57.12,31.85,08-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Oct-2018 - 00:00,28.93,742.74,321.06,,0.0,59.77,86.08,27.86,186.18,1.06,1.22,9.06,3.72,1.19,38.23,14.48,39.6,32.02,66.23,37.66,09-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Oct-2018 - 00:00,28.34,742.3,253.65,105.63,0.01,65.08,92.79,27.87,246.76,1.54,1.06,8.53,4.11,1.09,38.3,7.89,38.89,26.71,60.01,23.96,10-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Oct-2018 - 00:00,29.04,742.79,234.79,92.5,0.0,67.62,87.3,28.21,257.37,1.61,1.06,7.92,3.67,1.05,36.77,8.81,38.75,27.31,55.43,17.8,11-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Oct-2018 - 00:00,25.84,744.31,180.62,84.64,0.18,73.28,54.93,27.87,221.17,1.78,0.84,7.14,3.04,1.11,31.61,10.5,34.66,26.56,31.28,13.97,12-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Oct-2018 - 00:00,26.75,745.81,139.94,62.41,0.02,63.85,92.43,27.9,141.39,0.97,0.96,7.99,3.54,1.16,28.79,17.4,42.19,35.63,42.25,17.05,13-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Oct-2018 - 00:00,26.95,745.64,236.38,129.45,0.0,60.86,95.23,28.01,111.19,1.11,1.23,8.87,4.0,1.3,32.18,22.53,56.1,47.46,50.94,28.08,14-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
14-Oct-2018 - 00:00,26.41,744.47,255.45,132.22,0.0,59.08,95.65,28.08,76.19,1.88,1.06,6.71,2.75,0.0,35.3,11.12,53.67,36.75,56.01,21.06,15-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
15-Oct-2018 - 00:00,26.71,745.24,336.51,169.9,0.0,57.69,91.06,27.95,83.84,1.46,1.36,7.76,3.72,1.59,36.58,21.01,58.64,48.26,60.49,22.56,16-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
16-Oct-2018 - 00:00,27.44,745.34,305.16,150.95,0.0,58.67,78.55,27.97,144.24,0.92,1.51,8.95,4.79,1.99,40.15,20.0,60.26,47.23,50.54,31.14,17-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
17-Oct-2018 - 00:00,24.23,744.9,334.9,206.74,0.0,76.05,54.43,27.9,227.36,1.19,1.28,6.97,2.88,0.99,44.96,28.74,42.83,46.15,12.87,22.79,18-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
18-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,19-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
19-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,20-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
20-Oct-2018 - 00:00,30.15,746.98,266.94,105.35,0.0,41.29,97.65,28.17,127.35,1.09,1.45,10.41,6.37,0.49,32.72,19.55,69.92,53.08,60.47,29.48,21-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
21-Oct-2018 - 00:00,26.75,747.21,196.28,107.32,0.0,53.17,77.01,27.89,116.54,1.26,1.09,7.33,3.38,0.47,34.57,15.04,50.81,38.46,49.52,33.27,22-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
22-Oct-2018 - 00:00,25.99,746.04,151.34,98.28,0.0,52.98,85.25,27.86,79.73,1.39,1.38,7.42,4.13,1.45,34.83,26.36,62.66,53.8,64.47,28.18,23-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
23-Oct-2018 - 00:00,25.94,746.12,212.56,136.38,0.0,53.24,82.69,27.91,188.48,0.96,1.39,8.02,3.92,0.8,35.83,19.13,54.52,43.49,68.9,40.81,24-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
24-Oct-2018 - 00:00,26.1,746.52,248.67,224.39,0.0,51.9,81.86,27.96,145.33,0.99,1.43,8.59,4.65,1.99,33.68,27.06,58.66,51.98,60.05,47.56,25-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
25-Oct-2018 - 00:00,25.32,748.09,278.5,126.34,0.0,55.98,81.85,28.04,197.86,0.87,1.59,9.09,5.22,1.62,37.28,20.61,64.49,49.92,52.58,32.81,26-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
26-Oct-2018 - 00:00,25.54,749.75,217.22,125.04,0.0,54.9,76.25,27.98,153.83,0.94,1.39,9.07,4.48,1.31,34.9,9.08,47.83,32.82,69.57,42.72,27-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
27-Oct-2018 - 00:00,25.39,749.9,270.96,176.11,0.0,62.35,71.75,28.43,182.41,0.82,1.74,9.36,5.13,1.82,42.05,40.45,67.61,68.05,56.48,31.7,28-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
28-Oct-2018 - 00:00,25.97,749.24,220.5,155.32,0.0,61.03,77.12,27.58,152.45,0.92,1.64,9.0,4.75,1.42,41.35,37.03,58.11,59.65,58.44,40.64,29-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
29-Oct-2018 - 00:00,26.22,748.73,227.74,133.43,0.0,59.3,77.91,27.55,153.6,0.86,1.8,10.02,5.83,1.44,40.86,50.91,59.28,72.75,55.84,39.03,30-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
30-Oct-2018 - 00:00,25.7,748.66,201.35,135.42,0.0,62.62,65.51,27.65,218.81,0.83,1.81,10.53,6.43,1.18,38.71,13.86,52.96,37.28,61.1,34.21,31-Oct-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
31-Oct-2018 - 00:00,26.39,748.97,247.56,126.07,0.0,59.77,67.84,28.65,163.33,0.69,2.07,10.3,5.67,2.23,36.81,43.41,67.63,65.02,67.83,52.98,01-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
01-Nov-2018 - 00:00,25.39,747.81,233.9,188.4,0.0,60.79,44.88,28.55,218.86,0.78,1.76,9.86,5.59,1.47,30.55,26.46,91.73,35.01,61.81,38.82,02-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
02-Nov-2018 - 00:00,25.14,746.88,256.87,240.17,0.0,62.91,58.44,27.66,230.7,0.97,1.48,8.49,4.77,1.34,46.28,20.72,66.06,50.45,65.76,19.75,03-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
03-Nov-2018 - 00:00,24.58,746.39,202.39,178.71,0.0,64.79,56.03,27.58,223.3,1.56,1.47,9.14,5.03,2.09,54.86,20.03,68.76,52.84,47.9,29.05,04-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
04-Nov-2018 - 00:00,24.8,746.9,184.48,87.45,0.0,58.78,65.02,27.6,203.21,1.52,1.05,7.39,3.53,1.9,38.47,36.67,48.66,55.1,64.51,24.47,05-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
05-Nov-2018 - 00:00,23.56,746.52,260.46,250.73,0.0,67.43,60.11,27.68,79.85,1.59,1.32,6.91,3.04,1.77,55.17,11.61,56.69,38.91,65.99,21.88,06-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
06-Nov-2018 - 00:00,22.91,746.64,192.0,92.88,0.0,57.09,71.8,27.64,75.04,2.21,1.05,5.99,2.48,1.51,40.53,10.76,54.93,37.96,59.3,20.31,07-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
07-Nov-2018 - 00:00,21.94,747.85,360.31,330.37,0.0,56.7,64.59,27.79,123.26,1.32,1.73,7.7,4.11,2.7,52.93,51.73,73.75,81.29,67.41,39.63,08-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
08-Nov-2018 - 00:00,22.64,748.38,306.18,306.43,0.0,63.93,65.05,27.71,198.95,0.72,1.79,8.64,5.43,2.64,49.67,54.57,66.91,79.95,50.93,36.11,09-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
09-Nov-2018 - 00:00,23.54,746.57,284.17,252.48,0.0,63.32,62.41,27.78,161.24,0.44,1.73,8.92,5.51,2.57,52.44,78.99,66.16,99.41,50.43,34.03,10-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
10-Nov-2018 - 00:00,23.57,747.55,168.17,160.67,0.0,66.16,58.35,28.31,168.8,0.56,1.77,9.51,5.92,2.52,54.21,55.94,69.66,82.45,45.53,18.05,11-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
11-Nov-2018 - 00:00,23.01,747.91,305.9,173.71,0.0,70.1,48.26,28.91,177.07,0.44,1.85,8.8,5.31,2.79,61.1,68.6,80.3,98.49,40.53,19.9,12-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
12-Nov-2018 - 00:00,22.97,745.94,297.29,73.65,0.0,71.56,52.03,28.86,133.47,0.64,2.15,9.98,6.64,3.41,67.25,52.63,97.41,94.61,42.07,24.02,13-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
13-Nov-2018 - 00:00,21.99,743.92,344.06,179.2,0.0,78.72,30.18,28.88,229.47,0.64,2.09,10.79,7.33,3.31,65.04,52.74,91.58,91.58,18.58,23.2,14-Nov-2018 - 00:00,"Lajpat Nagar, Moradabad - UPPCB"
