from date,NO2,NH3,NOx,NO,CO,Ozone,SO2,Benzene,PM10,PM2.5,WD,WS,AT,to date,station
27-May-2018 - 00:00,16.43,4.07,19.4,2.96,2.92,25.81,12.75,0.05,86.24,43.09,199.1,0.97,32.53,28-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-May-2018 - 00:00,13.12,4.7,19.12,6.01,2.99,24.07,12.78,1.41,96.37,52.41,189.3,1.02,33.26,29-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-May-2018 - 00:00,11.09,4.94,17.89,6.8,3.0,24.58,12.86,1.82,87.62,41.91,159.27,0.89,31.56,30-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-May-2018 - 00:00,12.96,5.61,18.41,5.46,2.98,26.4,12.74,1.57,105.64,45.08,164.39,0.91,31.59,31-May-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-May-2018 - 00:00,11.29,6.73,17.94,6.7,2.95,16.07,12.59,0.98,64.51,41.07,182.27,0.79,23.27,01-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Jun-2018 - 00:00,,,,,,,,,,,,,,02-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Jun-2018 - 00:00,,,,,,,,,,,,,,03-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Jun-2018 - 00:00,,,,,,,,,,,,,,04-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Jun-2018 - 00:00,13.51,8.13,18.87,5.39,2.93,16.9,12.78,5.71,29.23,5.7,211.62,0.34,31.67,05-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Jun-2018 - 00:00,10.35,10.42,14.31,3.96,2.54,15.3,12.78,3.13,97.71,50.36,170.82,0.8,31.06,06-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Jun-2018 - 00:00,11.98,15.19,15.63,3.64,2.39,13.38,12.78,2.15,99.2,56.36,161.25,0.6,31.16,07-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Jun-2018 - 00:00,9.53,14.51,12.08,2.55,2.35,19.27,12.51,2.04,75.42,43.19,192.09,1.11,31.56,08-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Jun-2018 - 00:00,10.16,16.46,12.89,2.73,2.47,16.61,12.42,2.43,71.2,48.79,191.61,0.88,28.21,09-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Jun-2018 - 00:00,10.92,14.95,15.05,4.12,2.57,13.19,12.5,2.76,86.19,59.4,188.64,0.59,27.34,10-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Jun-2018 - 00:00,9.9,12.27,13.74,3.83,2.61,16.62,12.34,3.79,61.56,46.08,202.56,0.75,27.25,11-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Jun-2018 - 00:00,10.62,10.32,13.76,3.14,2.57,14.32,12.3,2.53,58.66,40.26,226.11,0.82,26.87,12-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Jun-2018 - 00:00,9.47,8.87,12.28,2.81,2.47,19.1,12.2,1.32,,33.06,233.66,1.07,27.41,13-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Jun-2018 - 00:00,11.5,8.08,14.91,3.42,2.54,12.21,12.3,1.6,,38.85,224.21,0.87,26.56,14-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Jun-2018 - 00:00,14.4,7.59,19.95,5.55,2.61,13.56,12.56,2.51,,69.73,237.96,0.95,29.67,15-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Jun-2018 - 00:00,13.55,7.06,18.43,4.89,2.58,15.54,12.62,2.11,,90.57,206.68,0.9,31.48,16-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Jun-2018 - 00:00,16.19,6.83,21.34,5.19,2.62,15.37,12.74,3.05,,84.4,216.91,1.13,31.83,17-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Jun-2018 - 00:00,16.4,6.61,25.93,9.54,2.75,14.89,12.84,4.79,,76.77,215.85,0.65,32.07,18-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Jun-2018 - 00:00,14.77,6.27,20.15,5.4,2.6,13.98,12.58,2.63,,60.14,222.15,0.93,32.15,19-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Jun-2018 - 00:00,13.08,5.99,17.25,4.18,2.5,16.52,12.52,1.16,102.09,38.46,230.2,0.76,32.3,20-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Jun-2018 - 00:00,13.69,6.61,17.61,3.91,2.51,15.49,12.41,2.79,114.18,48.79,215.96,0.65,32.5,21-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Jun-2018 - 00:00,11.61,7.47,15.03,3.45,2.54,16.99,12.39,2.27,86.25,45.53,217.64,0.85,29.49,22-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Jun-2018 - 00:00,10.84,7.43,14.47,3.63,2.54,15.93,12.3,1.45,56.7,36.54,200.55,0.76,28.24,23-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Jun-2018 - 00:00,12.67,6.96,17.42,4.75,2.57,12.48,12.33,1.88,83.29,45.59,197.23,0.67,29.91,24-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Jun-2018 - 00:00,12.76,6.47,17.44,4.69,2.58,13.1,12.6,1.67,82.06,41.7,214.27,1.23,30.67,25-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Jun-2018 - 00:00,12.34,5.91,15.34,3.0,2.49,17.99,12.73,1.32,70.46,30.46,222.39,1.17,31.47,26-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Jun-2018 - 00:00,10.83,5.81,15.85,5.02,2.5,7.53,12.39,0.69,54.47,30.0,189.44,0.48,27.27,27-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Jun-2018 - 00:00,8.49,5.67,14.7,6.22,2.57,6.27,12.18,1.15,41.82,21.77,179.76,0.69,25.41,28-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Jun-2018 - 00:00,7.76,5.03,11.92,4.16,2.48,10.11,12.34,0.5,41.46,19.28,220.33,0.86,25.41,29-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Jun-2018 - 00:00,9.53,5.01,15.97,6.45,2.52,9.34,12.45,0.89,69.97,34.65,223.21,0.5,26.81,30-Jun-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Jun-2018 - 00:00,10.13,4.87,16.03,5.89,2.59,10.91,12.5,1.44,91.37,43.94,219.99,0.74,27.98,01-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Jul-2018 - 00:00,11.4,5.0,16.59,5.18,2.68,12.06,12.94,2.95,74.61,45.61,230.87,0.82,28.23,02-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Jul-2018 - 00:00,9.88,4.82,13.44,3.57,2.47,10.88,12.37,0.89,58.25,33.11,236.93,0.89,27.45,03-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Jul-2018 - 00:00,11.1,5.24,16.21,5.13,2.71,9.29,12.84,3.39,52.92,35.75,219.63,1.11,26.2,04-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Jul-2018 - 00:00,10.77,4.91,16.74,6.06,2.42,8.99,12.73,1.23,69.1,37.85,225.33,0.75,27.65,05-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Jul-2018 - 00:00,11.2,4.76,15.64,4.44,2.14,9.14,12.62,0.98,66.64,32.36,238.84,0.95,28.03,06-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Jul-2018 - 00:00,10.34,4.63,14.99,4.65,2.17,9.23,12.43,1.09,79.54,37.83,222.01,0.61,28.9,07-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Jul-2018 - 00:00,10.42,4.74,15.91,5.5,2.26,10.46,12.57,1.25,90.25,47.51,198.13,0.86,28.52,08-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Jul-2018 - 00:00,9.6,4.55,14.47,4.87,2.19,7.94,12.71,0.69,54.44,31.94,164.91,0.44,28.32,09-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Jul-2018 - 00:00,9.25,4.37,13.72,4.47,2.14,8.07,12.58,0.63,51.7,29.2,209.25,0.75,28.37,10-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Jul-2018 - 00:00,9.72,4.49,15.22,5.5,2.22,7.11,12.65,1.0,52.22,28.28,219.01,0.43,27.09,11-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Jul-2018 - 00:00,10.06,4.36,16.4,6.35,2.3,6.96,12.73,1.19,49.64,29.5,226.64,0.94,27.27,12-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Jul-2018 - 00:00,9.55,4.93,14.26,4.7,2.28,7.68,12.93,1.32,42.73,29.87,219.05,0.51,26.62,13-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Jul-2018 - 00:00,9.19,6.57,12.99,3.81,2.27,8.74,12.84,1.44,43.45,29.89,222.27,0.57,27.25,14-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Jul-2018 - 00:00,7.68,7.81,11.42,3.75,2.08,8.23,12.28,0.51,37.91,25.19,188.03,0.46,27.28,15-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Jul-2018 - 00:00,5.81,7.31,9.59,3.77,1.99,7.12,12.01,0.34,25.26,12.97,117.14,0.84,28.52,16-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Jul-2018 - 00:00,7.64,6.87,13.17,5.54,2.08,6.28,12.22,0.42,25.34,17.17,178.65,0.62,26.45,17-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Jul-2018 - 00:00,8.63,6.67,12.8,4.19,2.22,7.89,12.87,2.06,24.38,21.07,225.56,1.62,25.79,18-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Jul-2018 - 00:00,8.36,6.23,13.58,5.2,2.14,6.67,12.69,1.14,41.76,30.13,222.67,0.76,26.64,19-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Jul-2018 - 00:00,10.71,5.8,17.85,7.13,2.13,6.3,13.01,1.07,51.38,30.42,230.41,0.64,27.29,20-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Jul-2018 - 00:00,9.31,5.57,16.26,6.95,1.91,6.58,12.49,0.84,60.71,34.11,193.24,0.85,28.18,21-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Jul-2018 - 00:00,8.91,5.12,14.6,5.69,0.31,6.14,12.26,0.29,31.44,20.05,201.57,0.51,26.52,22-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Jul-2018 - 00:00,8.4,4.93,14.09,5.69,0.0,6.76,12.25,0.25,23.7,17.68,233.68,0.67,24.51,23-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Jul-2018 - 00:00,8.75,5.06,13.13,4.39,0.0,8.3,12.63,1.07,28.4,21.17,229.37,1.08,24.85,24-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Jul-2018 - 00:00,10.23,4.84,16.36,6.13,0.0,7.09,12.82,0.98,47.39,27.52,235.33,1.18,26.7,25-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Jul-2018 - 00:00,9.68,4.57,17.13,7.46,0.0,6.54,12.58,0.63,62.54,33.56,236.9,0.83,26.55,26-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Jul-2018 - 00:00,8.51,4.4,15.1,6.58,0.0,6.52,12.3,0.5,39.39,24.17,242.93,1.07,25.26,27-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Jul-2018 - 00:00,8.7,4.44,16.66,7.97,0.0,5.32,12.34,0.37,74.08,41.69,235.31,0.53,25.56,28-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Jul-2018 - 00:00,9.45,4.25,16.34,6.87,0.0,5.77,12.48,0.43,79.29,43.45,227.69,0.47,26.72,29-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Jul-2018 - 00:00,8.21,4.3,15.93,7.72,0.0,5.45,12.36,0.68,65.1,42.22,204.47,0.79,25.94,30-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Jul-2018 - 00:00,9.65,4.39,14.95,5.3,0.0,7.1,12.58,0.7,91.55,51.47,227.05,0.72,26.85,31-Jul-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Jul-2018 - 00:00,9.46,4.59,14.9,5.44,0.0,7.11,12.51,0.53,84.69,45.09,211.57,0.71,26.79,01-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Aug-2018 - 00:00,8.9,4.76,14.82,5.92,0.0,5.52,12.33,0.77,55.77,38.46,218.28,0.88,24.57,02-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Aug-2018 - 00:00,10.37,4.5,16.19,5.82,0.0,5.75,12.4,0.31,104.87,52.69,225.63,0.71,26.0,03-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Aug-2018 - 00:00,11.02,4.76,19.42,8.4,0.0,6.2,12.89,1.1,123.21,71.75,218.05,0.49,25.38,04-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Aug-2018 - 00:00,9.93,4.65,18.09,8.17,0.0,7.06,12.55,0.42,134.42,86.5,223.12,0.69,27.65,05-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Aug-2018 - 00:00,9.56,4.6,15.13,5.58,0.0,6.7,12.66,0.26,133.5,53.91,214.11,0.45,28.08,06-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Aug-2018 - 00:00,7.79,4.79,19.16,11.37,0.0,4.17,12.58,0.37,97.87,50.0,208.81,0.29,26.36,07-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Aug-2018 - 00:00,6.5,4.58,14.21,7.72,0.0,4.73,12.27,0.25,44.81,26.97,169.39,0.51,25.53,08-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Aug-2018 - 00:00,7.81,4.55,14.13,6.32,0.0,5.03,12.62,0.19,32.11,18.43,221.29,0.65,25.53,09-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Aug-2018 - 00:00,8.55,4.77,16.05,7.51,0.0,5.75,12.67,0.52,51.55,33.63,230.44,0.49,26.32,10-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Aug-2018 - 00:00,9.1,4.75,18.63,9.53,0.0,5.9,12.96,0.96,84.92,51.28,222.04,0.6,27.87,11-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Aug-2018 - 00:00,9.56,4.61,18.01,8.45,0.0,5.7,13.05,0.98,84.95,57.25,186.9,0.37,28.29,12-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Aug-2018 - 00:00,8.54,4.35,12.96,4.42,0.0,7.13,12.96,0.38,64.96,49.56,196.52,0.64,27.08,13-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Aug-2018 - 00:00,7.46,4.25,12.29,4.83,0.0,6.12,12.5,0.23,59.84,29.87,186.16,0.52,27.27,14-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Aug-2018 - 00:00,6.47,4.22,13.76,7.3,0.0,4.97,12.29,0.54,41.73,29.99,139.6,0.57,28.08,15-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Aug-2018 - 00:00,5.32,4.06,9.44,4.12,0.0,5.62,12.0,0.16,22.8,11.66,101.72,1.13,27.85,16-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Aug-2018 - 00:00,7.35,3.93,13.01,5.66,0.0,4.42,12.23,0.1,26.45,13.41,131.19,0.69,27.75,17-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Aug-2018 - 00:00,8.53,3.96,16.07,7.54,0.0,4.8,12.91,0.34,42.01,27.06,162.97,0.52,27.14,18-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Aug-2018 - 00:00,7.47,3.94,15.14,7.68,0.0,5.37,12.81,0.67,42.24,29.23,157.75,0.48,27.79,19-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Aug-2018 - 00:00,8.44,3.8,12.89,4.45,0.2,5.74,12.88,0.42,45.85,28.28,180.13,1.11,27.94,20-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Aug-2018 - 00:00,6.82,4.03,11.35,4.52,0.16,4.85,12.54,0.2,26.75,17.73,148.68,0.62,26.08,21-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Aug-2018 - 00:00,7.21,3.85,11.33,4.12,0.06,5.99,12.56,0.11,24.36,17.32,225.95,0.61,26.77,22-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Aug-2018 - 00:00,7.19,3.83,13.11,5.91,0.28,4.14,12.17,0.08,37.41,19.37,234.35,0.8,25.51,23-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Aug-2018 - 00:00,8.64,3.78,15.51,6.87,0.32,4.43,12.33,0.32,56.0,35.72,237.98,0.88,26.63,24-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Aug-2018 - 00:00,9.34,4.38,17.71,8.37,0.1,3.85,12.6,0.17,55.25,33.32,240.3,0.49,26.93,25-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Aug-2018 - 00:00,7.17,4.72,17.77,10.61,0.45,3.7,12.6,0.29,41.32,35.81,237.19,0.9,25.88,26-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Aug-2018 - 00:00,6.04,4.64,17.59,11.56,0.25,3.42,12.31,0.3,38.29,27.47,202.29,0.4,25.08,27-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Aug-2018 - 00:00,6.85,4.47,16.23,9.38,0.05,3.84,12.65,0.45,46.37,32.56,205.02,0.6,25.63,28-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Aug-2018 - 00:00,6.96,4.58,18.97,12.01,0.14,3.81,12.63,0.54,42.04,32.85,225.05,0.4,25.1,29-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Aug-2018 - 00:00,7.89,4.54,16.76,8.87,0.25,4.87,12.6,0.49,54.77,38.42,229.31,0.58,26.52,30-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Aug-2018 - 00:00,6.71,4.5,13.81,7.11,0.02,4.67,12.39,0.3,64.85,40.89,234.77,0.94,26.46,31-Aug-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Aug-2018 - 00:00,,,,,,,,,,,,,,01-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Sep-2018 - 00:00,,,,,,,,,,,,,,02-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Sep-2018 - 00:00,,,,,,,,,,,,,,03-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Sep-2018 - 00:00,,,,,,,,,,,,,,04-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Sep-2018 - 00:00,,,,,,,,,,,,,,05-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Sep-2018 - 00:00,,,,,,,,,,,,,,06-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Sep-2018 - 00:00,,,,,,,,,,,,,,07-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Sep-2018 - 00:00,,,,,,,,,,,,,,08-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Sep-2018 - 00:00,,,,,,,,,,,,,,09-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Sep-2018 - 00:00,,,,,,,,,,,,,,10-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Sep-2018 - 00:00,,,,,,,,,,,,,,11-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Sep-2018 - 00:00,,,,,,,,,,,,,,12-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Sep-2018 - 00:00,,,,,,,,,,,,,,13-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Sep-2018 - 00:00,,,,,,,,,,,,,,14-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Sep-2018 - 00:00,,,,,,,,,,,,,,15-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Sep-2018 - 00:00,,,,,,,,,,,,,,16-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Sep-2018 - 00:00,,,,,,,,,,,,,,17-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Sep-2018 - 00:00,,,,,,,,,,,,,,18-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Sep-2018 - 00:00,,,,,,,,,,,,,,19-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Sep-2018 - 00:00,,,,,,,,,,,,,,20-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Sep-2018 - 00:00,,,,,,,,,,,,,,23-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Sep-2018 - 00:00,,,,,,,,,,,,,,25-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Sep-2018 - 00:00,,,,,,,,,,,,,,26-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Sep-2018 - 00:00,,,,,,,,,,,,,,27-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Sep-2018 - 00:00,,,,,,,,,,,,,,28-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Sep-2018 - 00:00,,,,,,,,,,,,,,29-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Sep-2018 - 00:00,,,,,,,,,,,,,,30-Sep-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Sep-2018 - 00:00,,,,,,,,,,,,,,01-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Oct-2018 - 00:00,,,,,,,,,,,,,,02-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Oct-2018 - 00:00,,,,,,,,,,,,,,03-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Oct-2018 - 00:00,,,,,,,,,,,,,,04-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Oct-2018 - 00:00,,,,,,,,,,,,,,05-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Oct-2018 - 00:00,,,,,,,,,,,,,,06-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Oct-2018 - 00:00,,,,,,,,,,,,,,07-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Oct-2018 - 00:00,,,,,,,,,,,,,,08-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Oct-2018 - 00:00,,,,,,,,,,,,,,09-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Oct-2018 - 00:00,,,,,,,,,,,,,,10-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Oct-2018 - 00:00,,,,,,,,,,,,,,11-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Oct-2018 - 00:00,,,,,,,,,,,,,,12-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Oct-2018 - 00:00,,,,,,,,,,,,,,13-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Oct-2018 - 00:00,,,,,,,,,,,,,,14-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Oct-2018 - 00:00,,,,,,,,,,,,,,15-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Oct-2018 - 00:00,,,,,,,,,,,,,,16-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Oct-2018 - 00:00,,,,,,,,,,,,,,17-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Oct-2018 - 00:00,19.22,5.21,28.22,9.01,0.0,14.57,13.59,0.39,163.7,0.0,222.0,0.68,27.71,18-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Oct-2018 - 00:00,14.13,5.23,29.78,15.66,0.0,11.11,13.54,0.58,151.28,0.0,178.05,0.48,25.49,19-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Oct-2018 - 00:00,13.27,5.32,29.92,16.65,0.0,8.04,13.29,0.95,150.76,0.0,162.23,0.4,25.71,20-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Oct-2018 - 00:00,10.04,5.09,23.26,13.23,0.0,6.23,12.84,0.55,123.27,0.0,120.22,0.44,25.76,21-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Oct-2018 - 00:00,10.75,4.84,24.26,13.52,0.0,5.7,12.81,0.44,119.53,0.0,125.06,0.65,24.59,22-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Oct-2018 - 00:00,12.09,5.83,26.07,13.99,0.0,8.12,13.05,0.88,127.21,0.0,136.7,0.45,25.12,23-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Oct-2018 - 00:00,10.76,7.27,19.34,12.34,1.14,6.85,13.05,0.12,102.28,0.0,144.29,0.43,25.12,24-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Oct-2018 - 00:00,15.49,10.7,22.15,13.33,2.54,8.24,12.66,0.07,104.11,0.55,119.38,0.69,24.02,25-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Oct-2018 - 00:00,19.92,16.65,26.38,14.73,0.35,8.93,13.41,0.41,114.8,0.4,139.54,0.79,22.41,26-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Oct-2018 - 00:00,17.36,24.19,27.24,14.76,0.3,9.73,12.65,0.4,108.52,0.0,114.76,0.6,22.13,27-Oct-2018 - 00:00,"GM Office, Brajrajnagar - OSPCB"
