from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
25-Oct-2018 - 00:00,58.7,129.89,31.89,114.97,717.96,62.19,0.0,82.5,0.89,0.01,31.89,0.0,0.05,9.66,26.52,2.32,22.36,13.74,11.33,0.51,0.4,26-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Oct-2018 - 00:00,48.16,136.26,31.98,131.89,718.6,55.38,0.0,85.19,0.94,0.0,31.26,0.04,0.03,13.31,27.09,5.25,25.28,17.7,10.99,0.39,0.48,27-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Oct-2018 - 00:00,56.78,152.81,32.22,129.99,718.83,56.55,0.0,62.3,0.85,0.0,30.75,0.09,0.07,25.47,21.02,7.15,36.29,25.11,10.93,0.6,0.92,28-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Oct-2018 - 00:00,63.2,151.97,32.12,125.83,719.08,56.53,0.0,65.99,0.97,0.0,30.49,0.09,0.16,21.13,26.13,10.39,29.29,24.01,13.52,0.47,1.02,29-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Oct-2018 - 00:00,58.7,140.92,32.06,133.48,719.21,53.93,0.0,44.62,1.07,-0.0,30.49,0.09,0.01,33.12,29.44,1.52,29.79,17.08,13.81,0.42,0.7,30-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Oct-2018 - 00:00,58.56,139.48,31.99,126.8,719.19,58.38,0.0,71.07,0.84,0.0,30.06,0.11,0.07,19.29,29.2,3.71,27.33,17.56,13.78,0.57,0.88,31-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Oct-2018 - 00:00,59.5,134.67,31.77,126.76,718.74,59.44,0.0,68.46,0.78,0.0,30.54,0.09,0.19,34.48,26.77,2.31,27.69,16.47,12.51,0.46,0.68,01-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Nov-2018 - 00:00,53.44,127.01,31.73,114.03,718.49,63.42,0.0,75.97,0.78,0.01,31.09,0.04,0.04,20.31,21.8,2.87,25.66,15.98,13.02,0.51,0.67,02-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Nov-2018 - 00:00,34.22,83.26,31.73,82.7,718.59,71.84,0.0,99.03,0.8,0.02,31.3,0.01,0.07,7.38,15.06,3.78,19.78,13.59,12.5,0.48,0.36,03-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Nov-2018 - 00:00,24.21,57.72,31.71,104.97,717.93,69.35,0.0,96.23,0.88,0.02,32.39,0.0,0.03,6.09,19.92,0.84,15.71,9.04,11.02,0.29,0.22,04-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Nov-2018 - 00:00,21.93,49.38,31.83,120.31,717.72,69.07,0.0,105.41,0.75,0.02,32.41,0.0,0.02,5.69,22.11,0.64,12.89,7.36,9.76,0.48,0.16,05-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Nov-2018 - 00:00,33.65,78.91,31.82,118.88,717.47,66.52,0.0,109.05,0.67,0.01,32.53,0.0,0.04,6.19,22.84,1.43,18.17,10.83,9.24,0.45,0.2,06-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Nov-2018 - 00:00,42.89,104.76,31.8,110.86,717.36,66.04,0.0,96.95,0.64,0.01,32.65,0.0,0.04,8.43,25.03,1.49,18.28,10.91,9.85,0.44,0.26,07-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Nov-2018 - 00:00,57.35,122.52,31.84,109.94,717.43,65.67,0.0,125.41,0.63,0.01,32.41,0.0,0.03,13.48,26.56,1.11,18.98,10.94,10.87,0.41,0.26,08-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Nov-2018 - 00:00,66.15,128.47,31.73,110.98,717.66,63.8,0.0,111.59,0.61,0.01,32.43,0.01,0.03,9.15,29.99,0.59,17.31,9.68,10.76,0.48,0.2,09-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Nov-2018 - 00:00,63.82,125.1,31.99,109.81,717.88,61.3,0.0,104.02,0.67,0.0,32.24,0.04,0.04,11.82,25.59,1.02,20.05,11.47,10.65,0.42,0.34,10-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Nov-2018 - 00:00,65.8,136.79,31.76,117.7,717.85,58.52,0.0,89.97,0.85,0.0,31.91,0.09,0.04,20.8,28.04,1.33,23.53,13.59,11.55,0.42,0.72,11-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Nov-2018 - 00:00,59.95,137.69,32.17,123.88,718.29,53.03,0.0,80.27,0.74,0.0,30.97,0.05,0.02,23.53,26.12,1.72,25.18,14.78,11.2,0.45,0.59,12-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Nov-2018 - 00:00,65.17,153.18,32.29,123.46,719.15,51.96,0.0,68.3,0.83,0.0,29.77,0.1,0.03,39.58,22.79,6.28,33.88,23.12,11.06,0.45,0.57,13-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Nov-2018 - 00:00,66.84,151.89,32.05,120.08,719.24,52.57,0.0,102.4,0.68,0.0,29.76,0.11,0.04,34.09,20.58,7.64,35.11,24.74,12.7,0.58,0.89,14-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Nov-2018 - 00:00,67.21,156.24,32.22,118.02,719.09,55.11,0.0,82.82,0.7,0.0,30.15,0.11,0.11,26.34,23.45,4.83,33.27,21.54,12.36,0.55,0.65,15-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Nov-2018 - 00:00,72.38,149.94,31.99,119.58,718.78,53.9,0.0,122.84,0.87,0.0,30.85,0.15,0.07,26.17,17.65,6.61,32.19,22.49,11.64,0.54,0.94,16-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Nov-2018 - 00:00,32.12,123.51,31.74,114.45,718.22,59.46,0.0,84.97,0.69,0.01,31.6,0.04,0.06,14.84,20.96,6.74,22.96,17.33,12.12,0.51,0.55,17-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Nov-2018 - 00:00,20.77,56.91,31.71,98.76,717.34,67.77,0.0,104.72,0.73,0.01,33.05,0.0,0.01,6.33,17.35,1.5,15.09,9.23,11.8,0.37,0.21,18-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Nov-2018 - 00:00,17.76,51.24,31.61,102.73,717.67,68.74,0.0,101.16,0.86,0.01,32.8,0.0,0.02,6.65,15.51,1.26,14.38,8.67,9.99,0.37,0.18,19-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Nov-2018 - 00:00,22.82,58.73,31.63,101.31,717.6,66.39,0.0,101.1,0.85,0.01,32.97,0.0,0.02,5.55,18.35,0.73,15.52,8.84,9.39,0.36,0.15,20-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Nov-2018 - 00:00,49.19,108.32,31.74,78.76,718.36,67.15,0.0,89.12,0.71,0.0,32.18,0.03,0.02,16.07,20.31,1.14,21.75,12.51,10.89,0.46,0.44,21-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Nov-2018 - 00:00,60.4,140.07,31.73,109.61,718.68,61.27,0.0,67.63,0.99,0.0,31.51,0.01,0.02,14.68,26.1,2.5,22.92,14.08,11.53,0.45,0.43,22-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Nov-2018 - 00:00,63.96,136.62,31.84,108.7,718.8,60.25,0.0,106.46,0.89,0.01,31.2,0.02,0.03,11.99,25.73,2.89,26.07,16.21,10.46,0.57,0.29,23-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Nov-2018 - 00:00,70.5,157.74,31.79,80.36,719.08,63.14,0.0,139.6,0.7,0.0,30.94,0.05,0.05,20.77,20.84,4.53,28.44,18.81,12.3,0.56,0.45,24-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Nov-2018 - 00:00,71.83,157.32,31.75,106.68,719.15,60.35,0.0,87.75,0.67,0.01,30.61,0.04,0.07,16.54,26.82,3.79,28.29,18.06,12.68,0.58,0.54,25-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Nov-2018 - 00:00,68.97,148.59,32.07,109.48,719.35,55.7,0.0,63.93,0.7,0.0,30.25,0.05,0.01,18.1,30.38,1.33,26.65,15.19,11.34,0.58,0.55,26-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Nov-2018 - 00:00,67.0,161.42,32.19,113.5,719.83,56.21,0.0,63.64,0.73,0.0,29.48,0.08,0.05,23.89,28.51,1.96,28.8,16.86,10.86,0.65,0.68,27-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Nov-2018 - 00:00,69.76,155.54,32.13,111.04,720.14,61.19,0.0,142.53,0.67,0.01,28.85,0.05,0.09,11.13,28.29,4.02,33.23,20.94,10.73,0.7,0.41,28-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Nov-2018 - 00:00,74.2,159.07,31.85,109.89,719.88,61.09,0.0,95.53,0.7,0.01,29.39,0.03,0.09,11.12,27.86,6.2,37.18,24.7,12.21,0.78,0.38,29-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Nov-2018 - 00:00,76.47,157.38,31.9,107.06,719.71,61.64,0.0,84.07,0.62,0.01,29.41,0.07,0.12,17.07,23.87,11.92,36.53,28.71,12.63,0.63,0.63,30-Nov-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Nov-2018 - 00:00,71.79,153.02,32.06,109.6,719.62,57.21,0.0,154.61,0.69,0.0,29.62,0.08,0.05,22.11,24.19,3.76,29.16,18.5,13.57,0.65,0.64,01-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Dec-2018 - 00:00,72.17,153.99,32.07,106.07,719.8,61.24,0.0,163.56,0.62,0.0,29.31,0.04,0.07,12.59,20.96,8.08,34.24,24.49,13.34,0.62,0.46,02-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Dec-2018 - 00:00,71.8,148.54,31.93,81.59,719.76,62.49,0.0,86.97,0.71,0.01,29.53,0.03,0.02,10.75,25.85,2.05,29.74,17.45,13.39,0.55,0.42,03-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Dec-2018 - 00:00,76.01,146.06,31.73,72.46,719.86,66.16,0.0,122.32,0.79,0.01,29.52,0.02,0.07,11.82,28.39,2.7,28.22,17.15,13.56,0.66,0.37,04-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Dec-2018 - 00:00,78.04,146.2,31.69,66.78,719.42,66.85,0.0,96.7,0.83,0.01,30.34,0.0,0.03,9.07,31.54,0.65,23.94,13.24,13.2,0.64,0.25,05-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Dec-2018 - 00:00,62.06,112.86,31.69,67.15,718.69,69.07,0.0,114.73,0.61,0.01,31.28,0.0,0.01,6.82,26.86,0.53,17.46,9.7,11.76,0.61,0.16,06-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Dec-2018 - 00:00,60.7,111.08,31.87,60.93,718.57,71.01,0.0,131.62,0.56,0.0,31.64,0.0,0.04,4.33,23.58,0.67,18.69,10.4,11.78,0.61,0.2,07-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Dec-2018 - 00:00,55.2,88.72,31.79,84.64,718.22,69.76,0.0,111.4,0.71,0.01,31.92,0.0,0.02,5.05,24.36,0.48,13.54,7.56,11.33,0.48,0.14,08-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Dec-2018 - 00:00,76.47,125.18,31.85,71.74,718.62,70.36,0.0,99.56,0.83,0.01,31.7,0.0,0.03,5.61,30.34,0.42,15.33,8.46,12.62,0.62,0.16,09-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Dec-2018 - 00:00,78.02,130.04,31.66,74.05,718.5,68.02,0.0,111.44,0.77,0.01,31.72,0.0,0.01,7.93,33.4,0.27,12.02,6.58,11.99,0.61,0.15,10-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Dec-2018 - 00:00,75.26,124.42,31.68,72.27,718.95,69.76,0.0,156.51,0.68,0.01,31.19,0.0,0.0,8.44,27.31,0.34,9.64,5.34,11.3,0.44,0.1,11-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Dec-2018 - 00:00,76.19,145.62,31.61,80.36,718.73,69.22,0.0,156.79,0.66,0.01,31.29,0.01,0.03,10.21,21.56,0.87,18.53,10.5,11.37,0.6,0.34,12-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Dec-2018 - 00:00,74.9,127.03,31.77,79.95,718.47,67.82,0.0,116.62,0.75,0.01,31.67,0.0,0.01,7.02,28.41,0.39,13.74,7.6,10.85,0.57,0.18,13-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Dec-2018 - 00:00,72.05,120.14,31.65,69.32,719.64,75.51,0.0,134.46,0.73,0.01,30.12,0.0,0.01,7.45,25.31,0.7,17.73,9.96,10.92,0.51,0.19,14-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Dec-2018 - 00:00,75.28,119.54,31.31,31.88,720.81,82.06,0.0,67.68,0.83,0.0,28.84,0.04,0.01,16.75,16.93,1.78,26.59,15.6,14.05,0.55,0.43,15-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Dec-2018 - 00:00,72.29,137.98,31.65,95.43,719.99,65.53,0.0,58.77,1.13,0.0,29.72,0.11,0.0,32.31,25.69,1.82,28.23,16.5,13.23,0.57,0.6,16-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Dec-2018 - 00:00,77.76,152.35,31.74,95.11,720.58,59.77,0.0,93.59,1.05,0.0,28.7,0.09,0.0,26.73,34.64,0.76,23.35,13.05,12.9,0.54,0.49,17-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Dec-2018 - 00:00,54.7,85.97,31.46,47.43,722.04,75.58,0.0,175.0,1.31,-0.0,26.78,0.01,0.0,12.19,26.86,0.4,13.49,7.49,9.99,0.42,0.11,18-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Dec-2018 - 00:00,18.07,29.24,31.21,38.51,722.68,84.96,0.0,109.04,1.29,-0.0,25.69,0.0,0.0,9.18,15.95,0.78,10.75,6.36,8.09,0.42,0.12,19-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Dec-2018 - 00:00,26.12,53.96,31.43,74.45,721.09,73.31,0.0,62.39,1.07,0.0,27.72,0.03,0.01,11.02,17.95,0.79,17.19,9.79,8.19,0.4,0.22,20-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Dec-2018 - 00:00,45.09,95.06,31.53,79.1,720.49,70.45,0.0,73.54,0.83,0.0,28.66,0.04,0.02,15.73,17.06,4.18,26.27,17.37,10.43,0.56,0.43,21-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Dec-2018 - 00:00,51.65,103.39,31.55,106.31,719.75,68.81,0.0,123.42,0.64,0.0,29.23,0.01,0.01,12.63,21.69,2.19,24.42,14.76,11.41,0.45,0.42,22-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Dec-2018 - 00:00,75.16,142.45,31.56,101.05,719.76,69.18,0.0,111.95,0.74,0.0,29.47,0.01,0.03,11.68,30.43,3.43,28.19,17.78,12.86,0.57,0.36,23-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Dec-2018 - 00:00,77.86,135.61,31.66,95.6,719.53,69.23,0.0,92.69,0.73,0.01,30.01,0.0,0.02,10.94,33.11,0.57,24.15,13.27,13.43,0.54,0.22,24-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Dec-2018 - 00:00,74.97,147.61,31.75,100.26,719.71,69.79,0.0,115.69,0.62,0.0,29.78,0.03,0.02,11.23,25.09,1.42,27.41,15.74,14.67,0.59,0.41,25-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Dec-2018 - 00:00,72.91,150.45,31.59,103.3,719.11,62.69,0.0,112.25,0.66,0.0,30.48,0.0,0.03,9.2,34.04,0.81,25.77,14.35,12.14,0.5,0.23,26-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Dec-2018 - 00:00,64.42,108.98,31.71,88.42,719.1,64.0,0.0,179.28,0.59,0.0,30.91,0.0,0.01,8.33,29.84,0.62,17.04,9.49,11.48,0.53,0.14,27-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Dec-2018 - 00:00,64.25,131.29,31.7,104.48,719.88,63.06,0.0,212.89,0.84,0.0,29.66,0.0,0.02,11.75,22.63,1.48,22.71,13.27,11.34,0.53,0.22,28-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Dec-2018 - 00:00,62.43,136.71,31.76,115.19,721.23,57.04,0.0,201.91,0.64,0.0,27.1,0.03,0.04,12.82,23.25,2.06,27.32,16.21,11.49,0.52,0.4,29-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Dec-2018 - 00:00,66.31,142.23,31.84,113.76,721.62,56.44,0.0,179.41,0.71,0.0,26.63,0.05,0.06,22.7,27.38,1.45,28.85,16.48,12.38,0.49,0.47,30-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Dec-2018 - 00:00,73.92,155.22,32.02,110.08,721.29,56.5,0.0,121.29,0.68,0.0,27.11,0.05,0.0,24.41,31.87,1.82,31.48,18.15,14.11,0.57,0.62,31-Dec-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Dec-2018 - 00:00,85.0,179.0,30.6,18.0,724.0,65.5,0.0,44.0,0.3,0.0,23.75,0.1,0.0,22.25,22.5,0.6,34.55,18.85,17.45,0.52,0.8,01-Jan-2019 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
