from date,PM2.5,PM10,Temp,SR,BP,RH,RF,WD,WS,VWS,AT,Benzene,Xylene,SO2,Ozone,NO,NO2,NOx,NH3,CO,Toluene,to date,station
19-Jul-2018 - 00:00,10.45,32.35,31.79,114.28,716.47,72.93,0.0,238.16,2.55,0.01,32.26,0.0,0.0,13.44,24.46,0.55,3.69,2.4,9.01,0.28,0.16,20-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Jul-2018 - 00:00,6.27,31.22,31.47,70.35,716.94,74.9,0.0,241.51,2.55,0.0,31.87,0.79,0.0,13.26,23.2,0.45,3.24,2.05,9.55,0.29,0.09,21-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Jul-2018 - 00:00,16.35,48.79,31.46,83.19,716.79,72.85,0.0,248.72,2.41,0.0,32.09,0.0,0.07,15.1,26.07,0.44,4.65,2.8,9.12,0.27,0.19,22-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Jul-2018 - 00:00,17.32,52.86,31.59,83.36,716.65,70.83,0.0,246.21,2.56,0.0,32.24,0.0,0.0,14.68,26.03,0.39,3.52,2.14,9.18,0.25,0.12,23-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Jul-2018 - 00:00,14.01,45.25,31.49,118.51,716.45,70.72,0.0,240.81,2.33,0.01,32.36,0.0,0.0,14.35,24.21,0.55,2.96,2.0,8.72,0.28,0.13,24-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Jul-2018 - 00:00,11.15,40.57,31.39,97.73,716.45,70.55,0.0,236.41,2.04,0.01,32.62,0.0,0.0,13.3,21.67,0.49,3.35,2.16,8.3,0.4,0.09,25-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Jul-2018 - 00:00,13.35,49.89,31.44,137.11,716.02,66.93,0.0,246.99,2.43,0.01,33.12,0.0,0.0,16.34,22.15,0.49,2.86,1.92,8.22,0.28,0.09,26-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Jul-2018 - 00:00,9.27,39.24,31.38,101.92,716.64,70.27,0.0,265.38,2.57,0.0,32.22,0.0,0.0,14.38,20.97,0.48,3.18,2.07,7.63,0.33,0.1,27-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Jul-2018 - 00:00,11.98,39.65,31.47,113.43,716.35,69.4,0.0,258.59,2.46,0.0,32.66,0.0,0.0,13.68,22.55,9.61,3.03,8.94,7.35,0.33,0.08,28-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Jul-2018 - 00:00,13.26,53.5,31.65,118.34,716.27,68.15,0.0,259.74,2.25,0.0,32.94,0.0,0.03,13.24,23.02,0.48,4.14,2.56,8.64,0.26,0.23,29-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Jul-2018 - 00:00,20.06,69.92,31.8,126.5,716.1,66.47,0.0,275.44,2.22,0.0,32.98,0.0,0.0,13.52,24.74,0.42,3.88,2.39,9.11,0.31,0.26,30-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Jul-2018 - 00:00,19.6,76.83,31.88,136.16,715.89,63.47,0.0,277.28,2.37,0.0,33.31,0.0,0.01,15.97,23.99,0.41,3.21,2.03,8.6,0.23,0.22,31-Jul-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Jul-2018 - 00:00,14.35,63.51,31.58,122.64,716.09,65.26,0.0,273.67,2.54,0.0,33.02,0.0,0.01,16.77,22.48,0.45,3.62,2.29,7.7,0.19,0.14,01-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Aug-2018 - 00:00,18.2,66.35,31.48,114.36,716.7,71.08,0.1,227.9,2.36,0.0,32.06,0.0,0.0,16.26,24.18,0.39,3.46,2.15,6.88,0.39,0.1,02-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Aug-2018 - 00:00,23.02,79.66,31.49,125.05,716.45,71.33,0.0,270.57,2.1,0.0,32.47,0.0,0.01,15.07,18.72,1.15,7.52,4.94,7.34,0.4,0.16,03-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Aug-2018 - 00:00,26.09,99.99,31.53,119.81,716.11,67.4,0.01,279.68,2.17,0.01,32.99,0.0,0.01,16.47,21.06,0.64,5.54,3.48,7.56,0.34,0.18,04-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Aug-2018 - 00:00,15.5,69.44,31.74,116.73,716.06,67.44,0.0,261.56,2.33,0.0,33.01,0.0,0.0,16.55,22.02,0.51,3.11,2.07,7.27,0.28,0.14,05-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Aug-2018 - 00:00,,54.85,31.58,117.08,716.49,67.75,0.0,257.18,2.26,0.0,32.61,0.0,0.0,15.04,20.83,0.46,5.2,3.12,6.77,0.33,0.16,06-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Aug-2018 - 00:00,15.5,64.43,31.52,97.97,716.45,65.05,0.0,258.44,2.78,0.0,32.81,0.0,0.01,14.91,24.06,0.36,2.71,1.72,6.56,0.31,0.12,07-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Aug-2018 - 00:00,12.43,57.98,31.32,69.93,716.98,68.66,0.0,266.26,2.48,0.0,31.98,0.0,0.02,14.48,22.09,0.35,3.49,2.11,6.55,0.35,0.16,08-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Aug-2018 - 00:00,11.91,36.93,31.58,83.48,716.99,70.39,0.01,254.79,2.26,0.0,32.09,0.0,0.0,13.85,21.54,0.51,3.76,2.39,6.31,0.31,0.1,09-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Aug-2018 - 00:00,12.72,32.85,31.56,94.78,717.36,78.24,0.03,209.93,1.71,0.0,31.37,0.0,0.0,10.64,17.71,1.78,5.93,4.57,6.23,0.37,0.16,10-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Aug-2018 - 00:00,11.58,39.17,31.55,111.78,717.16,77.3,0.0,267.5,2.21,0.0,31.64,0.0,0.01,14.65,20.63,0.61,4.25,2.75,6.68,0.27,0.17,11-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Aug-2018 - 00:00,10.59,28.73,31.49,35.35,718.49,83.0,0.04,273.6,1.83,0.0,30.4,0.0,0.01,15.65,16.02,0.5,3.8,2.39,7.0,0.25,0.23,12-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Aug-2018 - 00:00,7.69,24.18,31.58,67.4,718.15,82.98,0.0,276.29,2.46,0.0,30.49,0.0,0.0,15.54,17.58,0.36,3.09,1.91,6.36,0.33,0.17,13-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Aug-2018 - 00:00,6.36,21.75,31.5,86.56,717.64,77.83,0.0,267.23,2.27,0.0,31.26,0.0,0.0,13.28,17.44,0.63,3.65,2.44,5.47,0.36,0.06,14-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Aug-2018 - 00:00,13.27,45.49,31.55,69.19,717.49,80.16,0.0,285.76,2.04,0.0,31.3,0.0,0.04,14.22,16.06,1.1,6.1,4.15,6.06,0.38,0.17,15-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Aug-2018 - 00:00,20.14,63.44,31.61,52.69,717.55,78.81,0.0,289.18,2.49,0.0,31.36,0.0,0.0,14.39,19.63,0.52,3.97,2.51,7.51,0.27,0.22,16-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Aug-2018 - 00:00,3.21,10.34,31.58,45.1,718.71,84.92,0.02,274.17,3.0,0.0,30.18,0.0,0.0,14.31,23.27,0.3,2.11,1.32,6.96,0.34,0.08,17-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Aug-2018 - 00:00,16.27,45.03,31.39,78.48,717.57,77.6,0.0,275.59,2.51,0.0,31.34,0.0,0.03,15.09,23.84,0.48,4.41,2.72,6.2,0.29,0.16,18-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Aug-2018 - 00:00,13.6,39.25,31.42,94.5,717.38,75.35,0.0,281.38,2.78,0.0,31.74,0.0,0.01,14.92,22.21,0.39,3.86,2.36,6.15,0.35,0.17,19-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Aug-2018 - 00:00,10.25,29.72,31.56,60.54,718.15,80.79,0.0,290.36,2.57,0.0,30.95,0.0,0.01,16.42,20.2,0.48,4.35,2.65,6.86,0.26,0.22,20-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Aug-2018 - 00:00,9.64,28.26,31.33,39.72,719.22,86.69,0.0,282.97,2.68,0.0,29.77,0.0,0.0,16.59,19.35,0.37,2.78,1.73,6.79,0.26,0.17,21-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Aug-2018 - 00:00,6.19,21.68,31.36,105.88,717.95,79.36,0.01,274.16,2.73,0.0,30.84,0.0,0.0,12.94,19.4,0.38,2.27,1.49,5.66,0.23,0.08,22-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Aug-2018 - 00:00,7.14,24.91,31.26,114.79,717.54,77.5,0.0,273.74,2.38,0.0,31.38,0.0,0.01,16.0,17.82,0.47,4.1,2.56,5.58,0.26,0.11,23-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Aug-2018 - 00:00,8.39,27.2,31.43,96.79,717.34,75.5,0.0,277.1,2.24,0.0,31.86,0.0,0.0,14.53,18.57,0.41,3.26,2.05,5.68,0.33,0.17,24-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Aug-2018 - 00:00,11.18,39.6,31.54,131.55,717.08,74.25,0.0,285.72,2.36,0.0,31.87,0.0,0.01,16.76,18.45,0.44,4.22,2.61,6.25,0.43,0.23,25-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Aug-2018 - 00:00,10.86,38.49,31.47,129.68,717.19,75.41,0.0,277.27,2.19,0.0,31.67,0.0,0.01,13.2,18.16,0.59,4.56,2.87,6.62,0.25,0.21,26-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Aug-2018 - 00:00,10.07,31.67,31.5,99.42,717.8,77.85,0.01,275.9,2.13,0.0,31.06,0.0,0.0,15.67,16.78,0.43,4.02,2.45,6.56,0.21,0.2,27-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Aug-2018 - 00:00,9.49,31.15,31.38,84.95,718.29,82.76,0.0,278.21,1.77,0.0,30.55,0.0,0.01,14.59,14.97,0.76,4.51,3.01,6.91,0.24,0.27,28-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Aug-2018 - 00:00,13.71,40.55,31.5,103.48,717.95,79.68,0.0,261.22,1.79,0.0,31.06,0.0,0.0,13.02,19.95,0.49,4.34,2.7,6.28,0.21,0.13,29-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Aug-2018 - 00:00,16.66,61.25,31.48,138.84,717.08,74.62,0.0,276.32,1.56,0.0,31.78,0.0,0.01,15.37,20.38,0.54,5.79,3.52,6.39,0.24,0.3,30-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Aug-2018 - 00:00,21.04,77.98,31.23,139.44,716.61,72.21,0.0,285.13,1.73,0.0,32.15,0.0,0.01,16.2,22.43,0.64,6.48,3.96,6.42,0.2,0.18,31-Aug-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
31-Aug-2018 - 00:00,18.23,65.72,31.51,116.43,717.0,75.3,0.0,255.35,1.6,0.01,31.89,0.0,0.01,15.16,19.9,0.7,6.41,3.97,7.21,0.21,0.18,01-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Sep-2018 - 00:00,17.8,54.53,31.26,144.36,716.91,74.49,0.0,253.56,1.75,0.0,31.77,0.0,0.04,15.23,21.7,1.16,6.55,4.42,7.18,0.2,0.2,02-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Sep-2018 - 00:00,13.77,43.03,31.22,123.89,717.21,76.05,0.0,283.88,1.57,0.0,31.54,0.0,0.01,16.21,17.38,0.58,5.65,3.48,7.41,0.2,0.37,03-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Sep-2018 - 00:00,10.12,36.24,31.28,122.84,717.15,74.28,0.0,270.69,1.49,0.0,31.42,0.0,0.02,12.31,16.38,0.66,5.24,3.31,7.2,0.24,0.28,04-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Sep-2018 - 00:00,17.39,62.31,31.51,131.26,716.97,72.24,0.0,260.16,1.57,0.01,31.88,0.0,0.02,16.0,17.62,1.19,7.09,4.74,7.27,0.28,0.23,05-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Sep-2018 - 00:00,20.69,72.69,31.46,116.22,717.11,72.08,0.0,292.77,1.76,0.0,31.81,0.0,0.02,14.79,19.67,0.92,7.92,4.94,7.71,0.49,0.3,06-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Sep-2018 - 00:00,20.39,73.66,31.32,100.92,717.44,73.51,0.0,289.82,1.78,0.0,31.32,0.0,0.01,13.73,20.87,0.98,7.45,4.74,7.46,0.29,0.22,07-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Sep-2018 - 00:00,20.24,73.01,31.41,138.88,717.14,69.24,0.0,276.01,2.07,0.0,31.67,0.0,0.04,12.71,22.26,1.1,6.3,4.24,7.63,0.42,0.28,08-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Sep-2018 - 00:00,14.83,53.08,31.49,129.83,717.21,67.31,0.0,269.81,1.26,0.0,31.61,0.0,0.03,15.13,19.68,0.52,6.74,4.0,7.32,0.4,0.37,09-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Sep-2018 - 00:00,25.14,87.06,31.43,145.09,716.6,69.21,0.0,270.46,0.83,0.0,31.82,0.0,0.04,14.42,22.87,4.43,11.33,9.53,7.61,0.38,0.4,10-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Sep-2018 - 00:00,31.93,94.41,31.5,142.23,715.61,69.67,0.0,191.45,0.96,0.01,32.77,0.01,0.04,18.2,31.71,4.94,13.2,10.86,10.47,0.28,0.46,11-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Sep-2018 - 00:00,30.55,64.48,31.62,125.55,716.14,71.27,0.02,135.09,0.86,0.01,32.68,0.0,0.02,14.85,31.76,1.17,15.06,8.96,9.67,0.47,0.33,12-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Sep-2018 - 00:00,24.49,43.02,31.36,110.11,717.17,78.8,0.0,221.86,0.86,0.0,31.83,0.01,0.04,8.24,27.63,2.48,11.15,7.8,9.37,0.48,0.29,13-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Sep-2018 - 00:00,32.72,64.82,31.57,135.6,716.32,74.68,0.0,180.12,0.74,0.0,32.48,0.02,0.02,12.89,26.28,3.13,12.54,9.04,9.21,0.3,0.38,14-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Sep-2018 - 00:00,38.2,84.57,31.7,147.56,715.43,68.7,0.0,165.86,0.72,0.0,33.35,0.04,0.02,16.37,35.5,0.99,13.76,8.09,9.49,0.45,0.47,15-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Sep-2018 - 00:00,38.99,90.02,31.49,145.32,715.64,68.26,0.0,153.79,0.92,0.0,33.42,0.02,0.05,15.88,31.77,1.38,14.81,8.97,10.18,0.27,0.42,16-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Sep-2018 - 00:00,35.39,85.65,31.46,152.86,716.02,69.91,0.0,181.59,1.16,0.0,33.08,0.0,0.01,15.33,27.44,2.08,12.0,8.08,11.05,0.23,0.38,17-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Sep-2018 - 00:00,23.98,57.95,31.45,96.61,717.27,76.91,0.0,221.42,1.04,0.0,31.44,0.01,0.01,16.61,28.62,0.61,9.56,5.58,9.89,0.4,0.39,18-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Sep-2018 - 00:00,26.73,70.43,31.53,122.1,717.16,76.5,0.0,209.15,1.24,0.01,31.72,0.01,0.01,14.92,27.3,0.71,9.89,5.84,8.71,0.4,0.22,19-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Sep-2018 - 00:00,35.12,82.9,31.51,102.58,717.3,75.94,0.0,207.06,1.23,0.0,31.5,0.03,0.02,15.99,29.12,1.16,11.81,7.22,8.99,0.37,0.35,20-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Sep-2018 - 00:00,36.16,91.43,31.5,99.23,717.2,76.14,0.0,273.72,1.21,0.0,31.76,0.0,0.03,13.76,29.57,0.48,8.75,5.01,8.44,0.39,0.23,21-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Sep-2018 - 00:00,35.59,78.02,31.36,38.42,718.67,80.58,0.0,253.7,1.18,0.0,30.5,0.0,0.01,13.75,29.1,0.54,6.76,4.03,8.83,0.16,0.26,22-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Sep-2018 - 00:00,21.93,48.85,31.41,142.57,716.97,71.94,0.0,205.75,1.09,0.01,31.99,0.0,0.0,12.73,33.18,0.31,4.16,2.42,7.34,0.3,0.1,23-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Sep-2018 - 00:00,28.65,54.21,31.41,131.15,716.38,71.82,0.0,153.57,0.83,0.01,32.51,0.0,0.0,13.99,36.84,0.3,7.21,4.04,7.82,0.32,0.16,24-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Sep-2018 - 00:00,30.61,66.67,31.52,132.29,715.99,72.15,0.0,133.33,0.73,0.01,32.82,0.02,0.04,14.05,27.69,1.28,15.01,9.02,8.29,0.51,0.32,25-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
25-Sep-2018 - 00:00,32.77,74.4,31.52,121.74,716.14,72.6,0.0,175.56,0.82,0.0,32.96,0.0,0.02,15.75,28.06,1.46,12.17,7.62,9.3,0.36,0.35,26-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
26-Sep-2018 - 00:00,40.88,90.01,31.62,82.99,717.25,78.98,0.0,201.33,0.69,0.0,31.52,0.0,0.07,15.37,23.44,4.55,17.68,13.09,11.07,0.38,0.56,27-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
27-Sep-2018 - 00:00,40.09,80.51,31.57,121.56,716.34,73.26,0.0,163.01,0.76,0.0,32.16,0.03,0.05,15.52,29.69,2.33,17.0,10.93,10.31,0.35,0.52,28-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
28-Sep-2018 - 00:00,47.45,110.56,31.59,95.15,717.21,79.68,0.0,186.71,0.74,0.0,31.58,0.05,0.09,17.59,18.83,11.54,18.52,19.24,11.49,0.4,0.78,29-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
29-Sep-2018 - 00:00,48.26,96.39,31.48,109.47,717.26,81.46,0.0,212.38,0.76,0.0,31.53,0.03,0.08,14.14,21.37,14.37,16.29,19.83,12.06,0.41,0.64,30-Sep-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
30-Sep-2018 - 00:00,65.88,134.26,31.53,124.95,716.29,74.11,0.0,124.48,1.03,0.0,32.9,0.07,0.05,22.32,29.46,9.28,16.72,16.43,14.62,0.43,0.91,01-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
01-Oct-2018 - 00:00,62.4,126.28,31.59,102.41,716.76,76.55,0.0,135.55,0.82,0.0,32.08,0.03,0.03,16.86,24.99,2.75,20.46,13.12,11.44,0.47,0.52,02-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
02-Oct-2018 - 00:00,36.28,81.78,31.71,141.88,715.83,69.69,0.0,125.81,0.93,0.0,33.3,0.01,0.07,13.67,26.49,3.81,15.77,11.35,9.16,0.35,0.39,03-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
03-Oct-2018 - 00:00,36.83,78.41,31.73,145.13,715.38,68.74,0.0,112.48,0.98,0.0,33.6,0.01,0.01,17.26,29.85,1.11,13.44,8.06,9.17,0.23,0.31,04-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
04-Oct-2018 - 00:00,39.85,87.61,31.83,125.94,716.09,68.57,0.0,107.44,1.17,0.01,33.4,0.01,0.01,12.08,27.98,0.96,15.31,8.83,9.23,0.41,0.31,05-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
05-Oct-2018 - 00:00,39.14,101.57,31.62,136.93,716.53,62.35,0.0,72.5,1.26,0.02,32.91,0.01,0.02,14.97,30.96,0.7,16.27,9.09,8.81,0.38,0.3,06-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
06-Oct-2018 - 00:00,60.36,148.11,31.56,134.73,716.66,65.9,0.0,241.5,1.0,0.01,32.2,0.02,0.06,19.33,28.68,7.22,22.88,17.91,11.34,0.41,0.46,07-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
07-Oct-2018 - 00:00,65.14,143.34,31.48,130.8,716.53,68.69,0.0,311.03,0.98,0.0,32.5,0.02,0.04,10.81,27.62,3.3,20.11,13.3,11.89,0.39,0.42,08-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
08-Oct-2018 - 00:00,66.57,150.05,31.59,146.04,716.19,64.44,0.0,,0.99,0.0,32.84,0.11,0.04,52.37,27.08,4.31,23.53,15.82,12.04,0.43,0.65,09-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
09-Oct-2018 - 00:00,65.77,162.95,31.74,126.41,717.18,63.7,0.0,105.0,0.86,0.0,31.72,0.12,0.08,15.01,22.49,5.54,24.23,17.39,12.84,0.5,1.01,10-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
10-Oct-2018 - 00:00,50.76,142.01,31.46,119.47,717.63,64.53,0.0,239.04,0.87,0.0,31.24,0.04,0.11,8.96,21.67,5.75,18.96,14.66,11.32,0.34,0.59,11-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
11-Oct-2018 - 00:00,50.3,151.73,31.59,111.33,717.63,59.62,0.0,239.75,0.91,0.0,31.24,0.0,0.05,9.74,19.89,2.23,19.74,12.31,12.06,0.44,0.57,12-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
12-Oct-2018 - 00:00,56.09,137.48,31.48,135.43,717.48,62.36,0.0,81.36,0.92,0.0,31.24,0.04,0.07,22.66,22.38,2.46,23.01,14.19,13.68,0.44,0.69,13-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
13-Oct-2018 - 00:00,59.78,128.6,31.72,120.96,716.79,65.66,0.0,145.76,0.72,0.0,31.98,0.06,0.05,12.15,21.42,4.54,21.94,15.29,14.31,0.5,0.69,14-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
14-Oct-2018 - 00:00,55.61,117.99,31.72,130.38,715.99,63.21,0.0,119.0,0.88,0.0,33.07,0.04,0.05,13.86,25.3,5.05,16.17,12.7,12.93,0.37,0.58,15-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
15-Oct-2018 - 00:00,56.95,113.08,31.71,83.03,716.49,66.12,0.0,206.5,0.92,0.0,33.05,0.02,0.0,18.67,27.62,0.72,18.48,10.42,12.68,0.46,0.44,16-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
16-Oct-2018 - 00:00,52.62,92.76,31.63,103.12,716.52,72.78,0.0,,0.93,0.01,32.5,0.0,0.0,6.87,27.9,0.99,12.76,7.54,11.34,0.37,0.26,17-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
17-Oct-2018 - 00:00,33.59,48.0,31.7,83.35,717.54,78.9,0.0,178.75,0.69,0.0,31.2,0.0,0.02,5.13,23.62,0.6,11.15,6.41,10.14,0.26,0.21,18-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
18-Oct-2018 - 00:00,37.07,60.03,31.68,102.45,717.0,74.48,0.0,27.0,0.6,0.01,31.81,0.0,0.02,5.77,23.31,0.82,11.43,6.73,9.31,0.6,0.22,19-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
19-Oct-2018 - 00:00,39.78,83.81,31.87,136.67,716.89,65.47,0.0,,0.71,0.01,31.87,0.0,0.04,6.54,23.47,2.33,16.36,10.58,8.59,0.44,0.22,20-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
20-Oct-2018 - 00:00,52.06,123.24,31.93,135.2,716.98,63.14,0.0,125.3,0.77,0.01,31.98,0.0,0.08,8.11,25.7,2.39,21.62,13.44,9.97,0.54,0.34,21-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
21-Oct-2018 - 00:00,63.21,144.08,31.64,124.9,716.85,62.72,0.0,84.24,0.71,0.01,33.0,0.0,0.12,7.7,24.97,3.78,22.41,14.92,11.82,0.55,0.38,22-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
22-Oct-2018 - 00:00,65.34,145.95,31.77,124.14,716.96,61.76,0.0,80.98,0.6,0.01,32.95,0.01,0.06,9.76,26.5,3.64,23.79,15.61,12.34,0.54,0.46,23-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
23-Oct-2018 - 00:00,66.91,140.02,31.68,114.73,716.97,62.45,0.0,98.55,0.62,0.0,33.05,0.0,0.04,9.19,30.95,0.85,19.06,10.8,12.05,0.49,0.44,24-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
24-Oct-2018 - 00:00,63.78,120.61,31.81,66.99,718.26,70.99,0.0,193.98,0.81,0.0,31.68,0.0,0.04,8.86,25.55,1.34,21.46,12.5,12.93,0.59,0.44,25-Oct-2018 - 00:00,"ICRISAT Patancheru, Hyderabad - TSPCB"
