from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
12-Apr-2018 - 00:00,13.74,52.44,8.44,9.31,36.72,27.11,7.6,0.44,26.46,0.56,1.85,0.04,29.74,68.26,,101.92,172.73,0.01,1.37,0.0,23.46,13-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Apr-2018 - 00:00,10.78,50.15,3.58,7.59,31.65,22.99,7.77,0.44,23.52,0.58,1.89,0.16,29.92,72.54,,73.51,184.52,0.01,1.21,0.0,22.95,14-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Apr-2018 - 00:00,12.7,51.94,6.43,12.24,36.85,29.55,8.49,0.47,19.69,0.54,1.8,0.21,29.6,71.1,,69.78,184.77,0.05,1.24,0.0,23.48,15-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Apr-2018 - 00:00,8.36,48.6,1.82,11.73,33.5,27.12,8.33,0.91,17.09,0.51,1.53,0.11,29.16,72.68,,58.48,168.14,0.01,1.2,0.0,23.38,16-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Apr-2018 - 00:00,17.69,69.64,2.44,7.89,34.85,24.95,9.12,0.49,23.04,0.59,1.72,0.15,29.68,72.33,,48.73,144.69,0.0,1.21,0.0,23.67,17-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Apr-2018 - 00:00,11.09,56.44,3.72,10.06,34.11,26.32,9.4,0.31,18.69,0.57,1.9,0.25,30.57,70.45,,81.06,152.26,0.02,1.1,0.0,23.7,18-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Apr-2018 - 00:00,16.97,89.77,8.3,1.75,16.64,10.28,10.09,0.3,22.4,0.36,1.47,0.29,28.69,79.1,,2.23,175.1,0.0,0.85,0.0,21.46,19-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Apr-2018 - 00:00,42.45,105.67,3.83,41.57,82.8,77.83,16.57,0.97,17.2,1.1,3.31,0.74,30.16,65.36,,4.66,158.57,0.04,0.92,0.0,23.9,25-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Apr-2018 - 00:00,31.02,82.97,2.44,10.34,41.2,30.32,16.32,0.95,26.07,0.58,1.74,0.21,30.16,68.2,,101.31,171.77,0.02,1.05,0.0,24.53,26-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Apr-2018 - 00:00,28.6,84.18,4.44,6.59,40.8,26.93,12.63,0.5,33.31,0.5,1.46,0.06,29.94,66.25,,86.78,171.35,0.02,1.16,0.0,24.84,27-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Apr-2018 - 00:00,26.6,83.8,7.91,10.52,38.72,28.94,11.02,0.35,29.68,0.44,1.41,0.02,29.02,66.19,,116.86,174.57,0.01,1.29,0.0,24.49,28-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Apr-2018 - 00:00,12.43,56.97,3.04,7.24,32.61,23.23,9.28,0.37,19.98,0.33,1.11,0.05,29.0,68.11,,135.29,175.27,0.04,1.04,0.0,24.16,29-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Apr-2018 - 00:00,23.98,71.11,8.42,7.59,39.14,26.84,11.12,0.4,27.47,0.52,1.29,0.02,29.86,67.78,,101.01,162.79,0.03,1.06,0.0,24.56,30-Apr-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Apr-2018 - 00:00,32.57,100.4,6.56,19.15,51.56,41.97,10.69,0.61,33.83,0.9,2.0,0.02,29.76,68.17,,77.7,177.36,0.04,1.31,0.02,24.37,01-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-May-2018 - 00:00,26.98,73.98,2.1,7.56,39.98,27.38,11.58,0.46,44.17,0.62,1.38,0.01,29.84,64.38,,101.57,166.72,0.06,1.27,0.0,25.14,02-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-May-2018 - 00:00,35.1,100.27,4.75,8.73,49.36,33.32,12.08,0.51,44.58,0.75,1.77,0.03,29.41,70.41,,70.47,161.33,0.07,1.36,0.0,24.58,03-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-May-2018 - 00:00,33.32,108.21,3.61,4.87,32.86,21.44,12.38,0.38,40.41,0.47,1.05,0.0,29.48,71.93,,103.42,177.01,0.05,1.28,0.0,24.63,04-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,05-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
05-May-2018 - 00:00,24.5,80.52,3.55,24.29,53.02,48.15,12.08,4.38,1.8,0.92,2.93,0.0,29.97,63.45,,45.65,140.82,-0.03,0.92,0.0,24.83,06-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-May-2018 - 00:00,,67.78,2.54,7.93,34.79,24.93,12.93,,,0.49,2.01,0.01,28.71,67.8,,106.77,192.1,0.04,1.01,0.0,24.11,07-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-May-2018 - 00:00,,91.94,8.23,11.0,45.09,32.91,12.09,0.02,,0.73,1.94,0.04,29.06,68.97,,72.2,159.81,0.05,1.14,0.0,24.66,08-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-May-2018 - 00:00,,95.52,5.27,8.92,42.17,29.59,13.86,,,0.76,1.83,0.05,28.88,68.75,,52.0,159.0,0.04,1.07,0.0,24.65,09-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-May-2018 - 00:00,24.75,60.42,3.77,3.86,27.95,18.05,13.3,,,0.51,1.26,0.0,28.34,65.77,,131.35,166.06,0.04,1.04,0.0,24.32,10-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,11-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,12-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,13-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,14-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,15-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-May-2018 - 00:00,29.96,99.87,7.66,23.69,55.95,49.05,11.2,0.54,24.95,1.23,3.52,0.02,28.86,68.02,,42.54,269.89,-0.02,1.2,0.0,24.3,16-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-May-2018 - 00:00,19.71,69.74,6.87,10.14,37.69,28.3,11.21,0.33,24.49,0.89,2.86,0.0,28.76,68.91,,103.17,228.1,0.04,0.96,0.0,23.99,17-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-May-2018 - 00:00,15.12,60.85,6.09,6.89,32.78,23.04,9.83,0.33,24.91,0.88,2.37,0.0,28.41,68.54,,102.36,202.27,0.05,1.04,0.0,24.28,18-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-May-2018 - 00:00,30.14,91.76,,15.09,45.02,35.88,11.32,0.5,31.41,1.12,3.03,0.0,27.82,67.95,,37.87,215.41,0.05,0.89,0.0,24.35,19-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-May-2018 - 00:00,34.46,118.98,1.89,10.38,48.5,33.94,12.69,0.53,37.73,1.32,3.3,0.01,28.22,67.54,,41.98,195.62,0.02,1.14,0.0,24.7,20-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-May-2018 - 00:00,37.53,121.24,3.63,13.29,47.39,36.0,13.45,0.46,39.92,1.2,3.01,0.01,28.47,63.57,,76.54,205.18,0.07,1.13,0.0,24.87,21-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-May-2018 - 00:00,27.91,108.66,7.73,11.49,44.21,32.83,12.07,0.48,32.27,1.09,2.96,0.01,28.6,71.34,,40.8,204.72,0.05,1.15,0.0,24.17,22-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-May-2018 - 00:00,28.97,116.22,2.71,17.36,47.74,39.15,11.74,0.51,25.93,1.04,3.11,0.02,28.5,70.94,,58.24,224.6,0.06,1.04,0.0,23.92,23-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-May-2018 - 00:00,27.52,106.4,7.69,10.25,37.13,28.07,11.62,0.43,25.98,1.16,3.39,0.01,28.68,72.34,,83.05,248.73,0.06,1.11,0.0,23.93,24-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-May-2018 - 00:00,20.03,78.04,2.51,16.9,38.56,34.23,10.49,0.44,22.41,1.06,3.56,0.0,28.72,71.42,,54.4,230.01,0.06,1.14,0.0,23.75,25-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-May-2018 - 00:00,16.67,58.34,5.51,18.74,34.53,33.61,9.41,0.41,13.57,0.95,3.5,0.02,28.77,72.74,,36.8,227.47,0.03,1.04,0.0,23.42,26-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-May-2018 - 00:00,20.81,64.06,5.66,14.63,43.31,34.91,10.04,0.54,24.32,1.13,3.71,0.03,29.25,68.52,,88.02,212.69,0.01,1.25,0.0,24.73,27-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-May-2018 - 00:00,24.33,67.27,4.72,9.99,37.51,28.06,10.18,0.4,24.64,0.91,2.87,0.05,29.21,71.36,,93.67,207.05,0.03,1.22,0.0,24.03,28-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-May-2018 - 00:00,26.78,81.9,5.6,10.78,37.68,28.59,10.24,0.52,26.49,1.02,3.18,0.09,29.17,70.32,,84.67,206.06,0.1,0.89,0.0,24.69,29-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-May-2018 - 00:00,28.26,80.24,3.2,31.01,58.64,56.39,10.29,0.72,26.07,1.74,4.6,0.01,29.26,67.54,,89.82,209.11,0.12,1.2,0.0,25.01,30-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-May-2018 - 00:00,20.23,60.11,3.63,10.19,40.9,29.93,12.37,0.44,33.86,1.57,3.6,0.02,30.03,65.79,,63.46,153.04,0.06,1.21,0.14,25.11,31-May-2018 - 00:00,"Tirumala, Tirupati - APPCB"
31-May-2018 - 00:00,29.25,93.46,6.42,9.0,41.3,29.08,14.75,0.47,35.53,1.12,3.3,0.03,30.0,67.08,,50.75,194.9,0.0,0.94,0.0,24.95,01-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-Jun-2018 - 00:00,38.7,107.8,7.8,10.97,42.43,31.46,14.86,0.53,38.96,1.44,3.76,0.07,29.63,72.81,,28.23,193.91,0.02,0.82,0.02,23.94,02-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-Jun-2018 - 00:00,44.76,129.33,8.24,7.81,33.82,23.94,16.53,0.45,48.95,1.39,3.45,0.07,29.46,75.79,,57.29,209.48,0.04,0.92,0.0,23.16,03-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-Jun-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,04-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-Jun-2018 - 00:00,18.34,47.91,4.63,21.47,41.87,39.71,11.25,0.52,25.59,1.02,3.47,0.1,29.73,72.59,,79.69,223.34,0.03,0.98,0.9,23.41,05-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
05-Jun-2018 - 00:00,12.46,35.7,3.28,15.78,36.81,32.39,11.71,0.43,24.55,0.95,3.72,0.09,29.82,64.83,,92.36,234.08,0.09,1.05,0.0,24.61,06-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-Jun-2018 - 00:00,10.9,32.61,2.89,16.89,33.34,31.45,11.0,0.43,19.35,0.98,4.16,0.09,29.94,70.82,,83.27,182.52,0.08,1.24,0.03,23.81,07-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-Jun-2018 - 00:00,9.71,32.03,4.17,31.19,26.37,39.04,8.96,0.37,17.65,0.81,3.83,0.03,29.64,69.92,,85.46,193.06,0.17,1.62,0.0,23.51,08-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-Jun-2018 - 00:00,6.19,31.42,1.27,8.81,19.6,17.59,9.04,0.26,14.96,0.86,3.89,0.01,29.59,73.54,,19.96,195.81,0.28,2.26,0.0,22.1,09-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-Jun-2018 - 00:00,11.67,34.27,0.6,18.44,32.75,32.42,7.6,0.4,16.31,1.43,5.25,0.08,29.8,78.57,,3.09,185.98,0.15,1.7,0.17,21.49,10-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-Jun-2018 - 00:00,11.43,50.34,2.24,12.87,23.49,22.96,7.09,0.28,16.13,0.67,2.33,0.0,29.36,71.5,,50.26,152.98,0.23,2.39,0.01,22.75,11-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-Jun-2018 - 00:00,13.83,71.43,4.05,21.62,26.4,31.62,6.16,0.33,11.4,0.83,2.88,0.13,29.83,71.65,,27.03,184.76,0.17,1.95,0.01,23.11,12-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-Jun-2018 - 00:00,13.04,57.54,1.71,16.93,26.92,28.09,5.94,0.32,13.78,0.86,2.72,0.06,29.95,69.41,,38.7,123.97,0.18,2.11,0.01,23.29,13-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Jun-2018 - 00:00,13.97,55.82,3.81,12.55,27.08,24.6,5.92,0.31,15.16,5.89,4.03,0.11,30.02,69.15,,17.04,133.45,0.09,1.47,0.0,23.06,14-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Jun-2018 - 00:00,17.12,77.76,3.69,16.63,29.14,29.06,5.96,0.32,14.7,0.86,3.99,0.13,30.08,66.4,,89.31,183.78,0.21,1.83,0.0,23.82,15-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Jun-2018 - 00:00,18.31,76.21,2.77,18.97,33.05,32.97,6.36,0.39,13.9,0.79,3.23,0.09,30.05,65.35,,85.68,192.15,0.12,1.66,0.09,24.2,16-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Jun-2018 - 00:00,18.54,63.72,5.38,28.31,40.47,44.54,6.49,0.37,12.02,1.06,4.12,0.11,30.0,63.41,,84.52,222.28,0.13,1.55,0.0,24.22,17-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Jun-2018 - 00:00,19.14,66.45,4.54,23.94,36.27,38.75,6.49,0.38,13.66,0.79,2.95,0.07,30.04,59.96,,97.66,198.55,0.19,1.79,0.0,24.51,18-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Jun-2018 - 00:00,21.17,71.27,0.97,22.73,37.33,38.34,5.99,0.4,13.58,0.73,2.38,0.03,29.98,59.26,,100.29,178.93,0.21,1.79,0.0,24.22,19-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Jun-2018 - 00:00,21.24,83.31,3.84,15.71,32.43,30.02,6.21,0.29,16.15,0.68,2.24,0.08,29.74,61.69,,88.22,177.71,0.15,1.74,0.1,23.77,20-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Jun-2018 - 00:00,9.5,36.85,3.94,10.35,37.03,28.11,5.09,0.41,24.58,0.83,2.67,0.03,28.68,62.46,,90.89,146.46,0.18,1.77,0.0,24.19,21-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Jun-2018 - 00:00,6.77,27.85,1.73,11.64,32.37,26.69,5.41,0.35,22.15,0.82,2.97,0.03,29.22,65.53,,79.21,174.72,0.19,1.67,0.0,23.76,22-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-Jun-2018 - 00:00,13.39,40.83,4.16,13.44,35.02,29.54,5.63,0.59,19.5,0.83,3.54,0.02,29.12,66.82,,92.13,159.39,0.16,1.54,0.0,23.46,23-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Jun-2018 - 00:00,12.56,43.3,2.74,14.71,34.22,30.25,5.32,0.57,17.09,0.75,2.57,0.01,28.84,68.36,,72.84,159.26,0.11,1.33,0.0,23.36,24-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Jun-2018 - 00:00,15.98,55.84,2.98,16.68,33.58,31.5,5.54,0.46,16.6,1.01,4.88,0.02,29.11,66.71,,37.11,169.55,0.11,1.3,0.06,23.23,25-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Jun-2018 - 00:00,11.61,43.77,3.03,13.65,26.84,25.47,5.25,0.56,15.08,0.58,2.23,0.01,29.32,69.82,,72.01,200.52,0.19,1.84,0.24,22.84,26-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Jun-2018 - 00:00,14.91,60.91,2.6,15.75,31.47,29.56,5.48,0.37,15.76,0.68,2.35,0.05,30.01,60.47,,120.91,198.2,0.17,1.9,0.0,24.36,27-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Jun-2018 - 00:00,12.54,60.46,2.4,12.95,24.89,23.76,5.54,0.32,16.18,0.53,1.95,0.05,29.61,69.27,,35.39,179.49,0.2,1.9,0.01,22.33,28-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Jun-2018 - 00:00,9.62,36.79,5.73,18.42,27.21,29.48,5.27,0.4,16.34,0.68,2.19,0.03,29.62,70.31,,28.2,185.39,0.16,1.64,0.0,22.21,29-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Jun-2018 - 00:00,13.89,46.81,1.42,20.49,34.12,34.8,6.02,0.39,16.46,0.9,2.99,0.06,29.73,66.98,,26.96,206.83,0.06,1.22,0.0,22.96,30-Jun-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Jun-2018 - 00:00,13.43,42.14,3.34,13.15,33.23,28.43,5.77,0.58,17.39,0.89,3.08,0.13,29.75,69.82,,31.74,189.79,0.02,0.9,0.01,22.71,01-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-Jul-2018 - 00:00,18.27,56.35,3.26,18.27,34.52,33.19,6.31,0.44,20.74,1.22,3.47,0.02,29.12,72.49,,20.47,171.92,0.03,1.03,0.0,22.5,02-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-Jul-2018 - 00:00,14.41,40.05,3.38,14.16,30.65,27.76,5.91,0.57,24.43,0.77,2.53,0.05,29.63,69.3,,86.69,199.34,0.09,1.41,0.03,23.28,03-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-Jul-2018 - 00:00,12.55,53.09,1.44,13.72,23.86,23.85,5.31,0.56,19.11,0.59,2.06,0.11,29.64,77.47,,5.88,175.8,0.17,1.56,0.47,21.07,04-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-Jul-2018 - 00:00,11.0,54.76,1.76,12.31,25.18,23.4,4.81,0.41,16.12,0.51,1.86,0.08,29.8,66.09,,44.06,199.9,0.19,1.77,0.0,23.04,05-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
05-Jul-2018 - 00:00,12.14,58.88,2.9,11.74,27.24,24.04,5.27,0.55,15.9,0.6,1.92,0.05,29.62,60.88,,88.2,224.69,0.17,1.88,0.0,23.72,06-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-Jul-2018 - 00:00,7.35,45.01,1.11,11.67,24.36,22.53,5.58,0.52,14.74,0.49,1.79,0.03,29.5,67.39,,30.07,183.43,0.15,1.86,0.0,22.55,07-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-Jul-2018 - 00:00,7.38,36.45,4.53,13.88,28.95,26.69,5.45,0.61,15.13,0.77,2.43,0.11,29.74,71.02,,5.86,174.17,0.14,1.86,0.0,22.3,08-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-Jul-2018 - 00:00,13.34,54.06,3.11,16.15,30.5,29.35,5.54,0.62,13.61,0.75,2.54,0.12,29.05,73.33,,16.17,189.22,0.15,1.8,0.0,21.89,09-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-Jul-2018 - 00:00,12.69,58.19,1.99,14.82,32.04,29.13,5.05,1.19,15.53,0.96,2.86,0.15,29.16,71.06,,26.88,162.88,0.13,2.14,0.0,22.27,10-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-Jul-2018 - 00:00,11.55,55.29,4.16,9.7,28.46,23.17,5.87,0.63,19.24,0.64,2.12,0.21,30.54,69.16,,29.95,105.09,0.13,1.71,0.0,22.95,11-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-Jul-2018 - 00:00,10.08,54.52,3.64,9.82,23.5,20.56,5.35,0.27,17.45,0.5,2.17,0.05,29.81,75.17,,16.4,201.6,0.18,2.2,0.03,21.6,12-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-Jul-2018 - 00:00,6.58,46.35,1.7,8.14,20.85,17.79,5.03,0.49,16.44,0.41,1.49,0.03,29.91,73.67,,6.96,107.06,0.19,2.29,0.01,21.6,13-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Jul-2018 - 00:00,10.14,51.18,3.4,12.03,22.32,21.65,4.97,0.48,15.94,0.45,2.35,0.08,29.9,72.77,,8.64,156.43,0.16,2.11,0.01,21.79,14-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Jul-2018 - 00:00,9.51,51.48,6.78,8.95,21.31,18.68,5.82,0.25,18.66,0.39,1.31,0.05,29.3,70.23,,40.84,146.86,0.21,2.51,0.0,22.29,15-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Jul-2018 - 00:00,10.57,73.29,6.23,6.52,18.92,15.36,5.12,0.44,19.68,0.32,0.94,0.03,29.07,68.94,,23.26,146.19,0.29,2.83,0.0,22.46,16-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Jul-2018 - 00:00,9.02,54.81,6.11,6.01,17.4,14.14,4.38,0.4,20.14,0.29,0.9,0.03,29.12,67.04,,29.38,162.29,0.29,2.94,0.0,22.6,17-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Jul-2018 - 00:00,9.88,54.79,5.62,9.69,23.62,20.44,4.27,0.39,18.64,0.43,1.4,0.07,29.09,65.9,,40.85,149.56,0.21,2.46,0.0,22.85,18-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Jul-2018 - 00:00,9.98,57.34,6.18,13.16,29.44,26.43,4.31,0.41,16.74,0.58,1.9,0.1,29.07,64.72,,76.84,182.61,0.18,2.15,0.0,23.42,19-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Jul-2018 - 00:00,9.35,45.34,7.65,9.36,24.01,20.37,4.89,0.2,18.92,0.48,1.66,0.09,29.61,66.31,,55.52,180.88,0.18,2.11,0.0,23.24,20-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Jul-2018 - 00:00,6.49,37.21,8.04,7.18,22.63,17.88,4.66,0.46,21.08,0.45,1.69,0.07,29.65,67.73,,40.72,140.59,0.2,2.29,0.0,22.67,21-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Jul-2018 - 00:00,10.59,50.98,6.79,8.07,24.79,19.82,4.83,0.51,21.91,0.53,1.87,0.08,29.45,68.61,,19.42,201.52,0.2,2.45,0.0,22.43,22-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-Jul-2018 - 00:00,14.85,67.99,7.01,11.59,28.13,24.39,4.77,0.3,18.87,0.5,1.56,0.08,28.93,65.7,,36.12,122.85,0.18,2.25,0.0,23.01,23-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Jul-2018 - 00:00,13.66,59.59,7.1,21.64,30.12,33.58,4.99,0.51,16.05,0.55,1.86,0.09,29.67,65.44,,47.72,124.14,0.12,1.74,0.0,23.17,24-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Jul-2018 - 00:00,10.39,50.81,5.82,22.9,30.24,34.66,5.02,0.48,14.45,0.56,2.02,0.1,29.65,65.28,,72.54,174.65,0.14,1.59,0.0,23.59,25-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Jul-2018 - 00:00,6.09,37.21,6.23,9.24,21.77,19.09,4.97,0.26,16.4,0.44,1.58,0.08,29.77,65.18,,88.56,175.47,0.19,1.87,0.0,23.48,26-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Jul-2018 - 00:00,7.65,47.56,7.21,11.66,25.09,22.82,5.11,0.49,14.76,0.49,1.84,0.07,29.87,64.79,,70.18,202.32,0.17,1.65,0.0,23.62,27-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Jul-2018 - 00:00,9.81,52.59,7.76,8.28,19.82,17.35,5.19,0.46,17.51,0.41,1.46,0.05,29.95,66.25,,43.55,188.21,0.18,1.77,0.0,23.07,28-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Jul-2018 - 00:00,13.12,62.16,6.74,13.55,28.88,26.44,5.64,0.52,15.55,0.66,2.09,0.1,29.84,64.86,,44.14,180.95,0.12,1.49,0.0,23.45,29-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Jul-2018 - 00:00,13.95,61.25,7.17,19.36,37.13,35.5,6.38,0.32,14.89,0.73,2.27,0.11,29.77,61.91,,69.99,227.11,0.14,1.51,0.0,24.26,30-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Jul-2018 - 00:00,17.0,59.0,4.7,14.3,27.6,26.3,17.8,0.17,16.7,0.5,3.4,0.2,43.0,60.0,,3.0,267.0,-0.1,0.8,0.0,24.2,31-Jul-2018 - 00:00,"Tirumala, Tirupati - APPCB"
31-Jul-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,01-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,02-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-Aug-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,03-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-Aug-2018 - 00:00,9.96,65.23,7.11,15.74,41.48,34.85,5.94,0.48,14.93,0.65,2.09,0.09,30.36,59.79,,3.0,105.25,0.09,1.49,0.0,24.48,04-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-Aug-2018 - 00:00,16.5,89.91,7.9,18.58,35.27,33.96,7.92,0.34,13.6,0.69,2.13,0.11,30.44,64.71,,94.66,121.25,0.21,1.86,0.07,23.82,05-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
