from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,RH,BP,SR,WD,VWS,WS,RF,AT,to date,station
05-Aug-2018 - 00:00,11.96,61.01,6.82,15.1,30.17,28.4,8.41,0.53,12.85,0.56,1.87,0.09,29.79,68.69,,64.35,140.57,0.18,1.71,0.08,22.99,06-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-Aug-2018 - 00:00,15.6,62.9,9.21,16.66,29.13,29.03,7.28,0.47,14.76,0.54,1.77,0.09,29.74,66.86,,55.71,164.77,0.14,1.79,0.01,22.91,07-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-Aug-2018 - 00:00,9.95,50.29,7.35,18.94,27.31,29.99,7.09,0.51,13.65,0.58,1.87,0.1,30.26,71.48,,32.22,178.0,0.14,1.77,0.02,21.71,08-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-Aug-2018 - 00:00,8.38,40.76,6.76,14.2,30.2,27.69,6.84,0.46,15.66,0.56,1.79,0.08,31.04,69.34,,32.73,158.73,0.14,1.71,0.0,22.44,09-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-Aug-2018 - 00:00,4.73,40.77,7.71,1.88,8.59,6.09,6.52,0.18,18.74,0.17,1.44,0.02,31.08,76.41,,2.82,133.36,0.29,1.9,0.0,20.95,10-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-Aug-2018 - 00:00,9.18,40.87,7.2,11.03,21.87,20.62,6.73,0.29,17.43,0.56,1.8,0.09,31.21,67.11,,2.18,200.26,0.14,1.94,0.0,22.92,11-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-Aug-2018 - 00:00,5.54,31.07,7.12,7.11,14.07,13.33,6.09,0.42,15.83,0.28,1.0,0.03,30.4,83.43,,3.0,162.74,0.17,1.89,0.26,20.2,12-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-Aug-2018 - 00:00,4.27,29.85,7.06,7.36,15.33,14.12,5.22,0.46,18.24,0.33,1.14,0.04,28.77,78.33,,6.8,161.62,0.18,1.91,0.0,20.86,13-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Aug-2018 - 00:00,2.07,22.85,5.88,4.78,10.77,9.59,4.55,0.45,20.73,0.21,0.75,0.02,29.11,75.91,,21.02,169.44,0.25,2.28,0.0,20.92,14-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Aug-2018 - 00:00,0.49,17.02,6.83,5.24,12.55,11.01,4.02,0.46,17.86,0.28,0.99,0.03,28.64,80.91,,12.7,150.18,0.16,1.73,0.27,20.78,15-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Aug-2018 - 00:00,2.32,25.64,5.81,5.19,13.17,11.21,3.98,0.5,18.68,0.31,1.09,0.04,28.77,83.53,,16.36,158.7,0.21,1.94,0.01,20.77,16-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Aug-2018 - 00:00,1.11,23.69,8.09,4.4,13.13,10.63,3.89,0.47,27.05,0.24,0.74,0.02,28.73,76.32,,16.71,193.43,0.27,2.69,0.06,21.46,17-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Aug-2018 - 00:00,7.71,41.48,6.99,10.11,24.16,21.15,3.82,0.53,20.6,0.44,1.3,0.06,29.0,69.47,,58.95,191.47,0.2,2.2,0.0,22.55,18-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Aug-2018 - 00:00,9.81,47.89,7.4,15.23,28.87,27.81,4.05,0.37,17.5,0.53,1.7,0.09,29.11,68.62,,69.96,156.31,0.19,2.02,0.0,22.58,19-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Aug-2018 - 00:00,9.74,51.24,5.64,16.58,30.93,30.01,4.15,0.35,16.88,0.47,1.34,0.06,28.85,70.34,,21.68,161.44,0.19,2.06,0.0,22.19,20-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Aug-2018 - 00:00,11.19,52.22,7.29,14.13,27.15,26.01,4.17,0.32,17.41,0.43,1.24,0.06,28.75,69.56,,31.88,185.55,0.19,2.14,0.0,22.1,21-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Aug-2018 - 00:00,8.55,49.05,7.83,14.88,29.38,27.81,4.31,0.54,16.76,0.5,1.6,0.09,29.14,65.65,,68.25,185.07,0.14,1.89,0.0,23.03,22-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-Aug-2018 - 00:00,9.49,53.96,6.22,14.87,30.16,28.21,4.69,0.53,15.47,0.57,1.85,0.1,29.31,64.08,,77.58,151.48,0.13,1.61,0.0,23.37,23-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Aug-2018 - 00:00,6.88,38.99,6.53,19.04,29.33,31.16,4.92,0.33,13.0,0.74,2.55,0.22,29.68,65.59,,63.96,138.11,0.16,1.68,0.0,23.34,24-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Aug-2018 - 00:00,8.44,48.45,7.2,24.08,33.48,37.46,5.26,0.32,11.9,0.71,2.65,0.25,30.41,66.95,,12.28,127.56,0.12,1.37,0.0,22.85,25-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Aug-2018 - 00:00,11.76,54.42,7.08,22.3,36.21,37.46,5.73,0.34,13.19,0.95,3.56,0.37,30.79,68.21,,64.0,124.8,0.1,1.31,0.06,23.1,26-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Aug-2018 - 00:00,12.66,52.44,8.03,25.3,35.33,39.43,5.97,0.38,12.67,0.81,2.95,0.27,30.82,64.5,,60.92,158.33,0.13,1.48,0.0,23.3,27-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Aug-2018 - 00:00,7.81,43.56,6.83,19.59,29.99,31.96,5.66,0.31,13.82,0.59,2.16,0.57,30.66,71.42,,55.2,157.85,0.14,1.6,0.06,22.25,28-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Aug-2018 - 00:00,9.61,46.61,7.61,19.55,32.51,33.26,5.81,0.57,13.56,0.69,2.58,0.24,30.81,73.85,,42.65,195.11,0.11,1.43,0.95,22.04,29-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Aug-2018 - 00:00,7.74,38.19,6.43,20.34,32.29,33.79,5.31,0.3,13.38,0.56,1.99,0.75,30.19,71.1,,50.07,169.1,0.12,1.36,0.04,22.28,30-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Aug-2018 - 00:00,9.5,40.62,5.52,19.13,32.23,32.78,5.44,0.3,12.74,0.56,1.98,0.18,29.75,67.8,,51.84,113.97,0.13,1.37,0.0,23.06,31-Aug-2018 - 00:00,"Tirumala, Tirupati - APPCB"
31-Aug-2018 - 00:00,10.15,41.74,7.96,19.99,31.04,32.86,5.65,0.3,12.56,0.6,1.97,0.11,29.91,72.07,,37.03,122.56,0.12,1.29,0.03,22.36,01-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-Sep-2018 - 00:00,14.74,55.26,7.47,20.26,30.21,32.61,6.27,0.35,14.26,0.79,2.56,0.19,30.25,71.0,,49.16,148.27,0.12,1.29,0.0,22.5,02-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-Sep-2018 - 00:00,15.95,61.42,8.53,21.01,36.39,36.52,6.85,0.53,16.46,0.66,2.18,0.12,30.63,68.03,,74.02,149.77,0.08,1.2,0.0,22.86,03-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-Sep-2018 - 00:00,14.74,55.55,5.7,18.74,34.66,33.76,6.22,0.54,15.67,0.64,2.2,0.11,30.48,62.41,,87.31,137.44,0.1,1.37,0.0,23.43,04-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-Sep-2018 - 00:00,18.31,62.81,7.97,19.29,36.36,34.71,7.52,0.55,21.03,0.98,3.37,0.2,30.62,64.2,,75.71,179.49,0.05,1.03,0.0,23.69,05-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
05-Sep-2018 - 00:00,18.58,67.52,5.78,26.62,35.36,40.52,8.61,0.34,17.01,0.88,2.73,0.14,30.01,68.28,,41.01,161.56,0.09,1.26,0.31,22.7,06-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-Sep-2018 - 00:00,11.21,51.05,7.33,25.02,37.34,40.28,7.44,0.5,4.76,0.61,2.01,0.1,30.21,61.88,,69.57,135.98,0.11,1.59,0.0,23.16,07-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-Sep-2018 - 00:00,9.15,45.61,7.63,20.24,33.57,34.4,7.2,0.28,2.75,0.6,2.08,0.13,29.87,61.2,,72.79,127.97,0.14,1.65,0.0,23.18,08-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-Sep-2018 - 00:00,9.47,37.31,8.27,30.14,40.28,46.01,7.33,0.32,2.72,0.83,2.79,0.19,30.56,60.89,,90.48,129.09,0.13,1.46,0.0,23.46,09-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-Sep-2018 - 00:00,21.41,53.06,11.22,7.39,41.85,28.32,9.08,0.35,1.77,0.99,3.39,0.17,31.69,66.39,,32.7,210.51,-0.02,0.81,0.0,23.22,10-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-Sep-2018 - 00:00,17.11,43.95,7.94,4.21,26.08,17.35,7.94,0.48,1.65,0.57,1.87,0.06,30.96,66.28,,28.91,218.34,0.02,0.91,0.0,22.93,11-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-Sep-2018 - 00:00,23.43,53.29,8.56,7.46,35.27,24.32,9.89,0.4,1.82,0.95,2.84,0.21,30.46,70.78,,39.11,164.53,0.02,0.98,0.03,23.19,12-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-Sep-2018 - 00:00,17.52,40.92,8.18,11.22,42.66,31.83,8.46,0.39,13.62,0.83,2.54,0.15,31.54,73.97,,53.05,166.0,0.04,0.9,1.01,22.36,13-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Sep-2018 - 00:00,13.61,41.31,6.87,4.69,26.95,18.07,8.74,0.58,34.64,0.69,2.35,0.1,31.5,76.02,,25.92,124.95,0.01,0.73,0.56,22.44,14-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Sep-2018 - 00:00,18.24,49.88,7.65,8.26,31.33,22.72,8.43,0.43,30.3,0.95,2.85,0.15,31.29,70.76,,54.73,223.18,-0.0,0.89,0.0,23.39,15-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Sep-2018 - 00:00,23.78,57.52,7.4,9.86,40.51,29.46,9.15,0.46,11.13,1.08,3.16,0.19,30.9,71.62,,67.2,167.53,0.02,1.03,0.12,23.08,16-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Sep-2018 - 00:00,17.55,40.28,6.96,6.68,34.67,23.94,8.09,0.34,12.39,0.68,2.21,0.11,30.33,73.95,,79.64,123.01,0.08,1.17,0.43,22.24,17-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Sep-2018 - 00:00,5.27,22.36,7.07,6.12,23.86,17.43,6.61,0.73,11.57,0.4,1.23,0.04,30.47,87.18,,4.45,146.86,0.18,1.9,1.2,19.11,18-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,19-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,20-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,23-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,24-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Sep-2018 - 00:00,30.48,81.19,7.97,15.7,41.1,34.61,6.86,0.44,8.27,0.94,3.28,0.15,30.47,73.94,,12.31,186.71,-0.02,0.89,0.0,22.75,25-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Sep-2018 - 00:00,31.53,74.9,8.67,18.59,38.63,34.97,8.04,0.51,8.79,1.09,3.66,0.19,30.69,76.39,,50.73,173.61,-0.03,1.08,0.0,22.38,26-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Sep-2018 - 00:00,26.99,60.88,7.12,13.59,33.75,28.96,8.47,0.34,10.86,0.88,3.33,0.15,31.87,74.36,,52.8,199.65,-0.04,1.17,0.0,22.41,27-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Sep-2018 - 00:00,18.45,45.61,7.54,11.85,24.44,22.64,7.77,0.22,6.77,0.63,2.52,0.1,31.13,76.62,,95.82,118.18,0.02,0.91,0.0,21.94,28-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Sep-2018 - 00:00,17.36,45.86,10.46,21.6,29.63,33.33,6.55,0.38,6.93,0.78,3.25,0.15,31.18,83.86,,10.34,232.3,-0.08,1.29,0.41,21.34,29-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Sep-2018 - 00:00,15.24,43.52,12.57,25.24,25.75,34.21,6.32,0.37,6.34,0.73,2.95,0.13,31.03,79.69,,30.96,194.48,-0.05,1.09,0.0,21.71,30-Sep-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Sep-2018 - 00:00,14.95,37.76,7.31,44.83,31.47,53.19,5.37,0.47,5.13,0.8,3.04,0.15,31.57,74.25,,62.75,186.55,-0.06,1.24,0.0,22.26,01-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-Oct-2018 - 00:00,12.68,33.88,8.92,34.09,25.89,41.49,5.52,0.34,5.44,0.74,3.04,0.31,31.18,79.99,,39.52,162.99,-0.06,1.1,0.0,21.58,02-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-Oct-2018 - 00:00,8.83,35.73,9.7,26.24,22.65,33.38,5.25,0.34,5.58,0.6,2.49,0.11,30.06,78.74,,61.77,209.04,-0.07,1.32,0.0,21.78,03-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-Oct-2018 - 00:00,7.47,30.79,7.94,20.25,24.59,29.54,5.34,0.36,6.91,0.64,2.74,0.13,30.64,81.59,,64.65,242.54,-0.07,1.57,0.0,21.57,04-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-Oct-2018 - 00:00,4.79,26.14,6.58,24.72,24.3,33.05,6.06,0.29,5.93,0.5,2.17,0.08,29.94,88.63,,2.53,256.49,-0.09,1.71,0.53,20.18,05-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
05-Oct-2018 - 00:00,3.04,18.5,6.15,17.0,19.55,24.23,8.02,0.23,7.48,0.36,1.85,0.06,30.76,88.35,,6.02,189.93,-0.13,1.96,0.12,19.84,06-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-Oct-2018 - 00:00,5.96,24.8,7.59,17.4,22.53,26.13,14.64,0.21,7.7,0.56,2.26,0.1,32.5,85.23,,30.43,185.33,-0.11,1.89,0.05,20.89,07-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-Oct-2018 - 00:00,37.2,78.98,7.89,23.3,43.15,41.89,18.01,0.33,9.31,0.83,2.78,0.15,32.4,79.17,,59.71,165.11,-0.06,1.71,0.0,21.09,08-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-Oct-2018 - 00:00,34.87,78.64,6.52,19.13,37.96,35.76,16.95,0.28,17.83,0.85,2.72,0.13,31.64,83.96,,14.72,173.3,-0.04,1.83,0.03,20.61,09-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-Oct-2018 - 00:00,41.94,95.63,11.34,17.34,56.84,44.34,15.66,0.34,43.54,1.07,2.88,0.15,31.4,59.94,,59.53,204.11,-0.03,1.71,0.02,22.23,10-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-Oct-2018 - 00:00,41.08,91.91,12.19,9.43,61.89,40.59,16.59,0.21,59.51,0.86,2.68,0.13,31.94,52.17,,65.67,278.03,0.04,1.27,0.12,22.94,11-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-Oct-2018 - 00:00,28.88,281.13,9.76,7.09,51.21,32.97,13.86,0.18,63.16,0.75,2.22,1.28,31.56,44.5,,69.17,277.64,0.04,1.25,0.46,23.98,12-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-Oct-2018 - 00:00,37.25,115.8,11.53,8.8,61.29,39.53,15.99,0.29,57.89,0.99,3.0,0.13,31.16,51.17,,74.21,206.59,0.0,0.87,0.12,23.59,13-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Oct-2018 - 00:00,42.64,95.14,7.0,6.07,33.76,22.87,19.83,0.34,56.18,0.94,2.23,0.08,31.21,76.35,,70.72,188.73,0.02,1.02,1.21,22.63,14-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Oct-2018 - 00:00,42.57,88.25,7.58,3.24,22.76,14.71,19.46,0.26,43.62,0.7,1.78,0.04,31.23,77.11,,60.11,158.91,0.04,0.87,0.11,22.92,15-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Oct-2018 - 00:00,39.14,84.54,8.05,10.81,35.0,27.4,15.91,0.39,46.44,0.95,2.9,0.19,31.29,74.72,,31.46,82.24,-0.08,1.43,0.0,22.34,16-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Oct-2018 - 00:00,29.92,65.33,9.65,11.84,33.55,27.47,13.67,0.27,21.74,0.79,2.88,0.14,31.06,81.32,,28.51,132.94,-0.02,0.94,0.07,21.39,17-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Oct-2018 - 00:00,10.41,31.41,8.3,7.99,21.93,17.97,11.76,0.2,18.0,0.59,2.35,0.11,31.05,80.46,,61.95,135.02,0.03,0.91,0.04,21.46,18-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Oct-2018 - 00:00,18.88,42.36,7.4,14.49,34.17,29.96,11.61,0.26,23.08,0.82,2.72,0.15,30.86,79.32,,43.97,110.59,-0.02,1.22,0.15,20.94,19-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Oct-2018 - 00:00,26.39,56.07,8.41,29.64,50.56,51.0,11.33,0.28,29.76,0.83,2.58,0.16,31.11,73.07,,66.38,168.75,-0.06,1.47,0.17,20.91,20-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Oct-2018 - 00:00,40.68,101.03,9.52,12.0,39.93,30.99,13.0,0.25,54.51,0.69,1.92,0.09,30.89,76.92,,58.98,152.51,-0.11,2.23,0.34,20.41,21-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Oct-2018 - 00:00,53.84,117.32,8.36,8.33,34.08,24.91,14.41,0.22,59.2,0.66,1.56,0.37,31.12,79.62,,34.91,113.03,-0.1,2.62,0.12,20.19,22-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
22-Oct-2018 - 00:00,45.49,103.32,10.58,12.88,52.61,38.45,12.24,0.27,66.44,0.81,1.9,0.08,31.41,62.34,,72.38,94.89,-0.11,1.81,0.05,21.09,23-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
23-Oct-2018 - 00:00,49.32,106.73,13.02,8.6,52.41,34.87,14.48,0.28,80.97,0.84,1.97,0.08,31.59,61.09,,68.27,101.26,-0.12,1.93,0.07,21.32,24-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
24-Oct-2018 - 00:00,45.57,87.58,8.61,18.84,58.28,46.32,14.67,0.28,54.1,0.9,2.24,0.12,31.54,65.28,,74.24,98.6,-0.09,1.5,0.06,21.02,25-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
25-Oct-2018 - 00:00,43.86,90.06,7.28,11.49,42.37,31.88,14.58,0.25,53.91,0.72,1.8,0.08,31.52,70.69,,64.89,107.08,-0.11,1.69,0.0,20.76,26-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
26-Oct-2018 - 00:00,48.41,96.24,7.83,5.45,30.76,20.8,15.24,0.25,76.79,0.72,1.5,0.06,31.45,78.1,,31.26,128.29,-0.1,2.68,0.0,20.22,27-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
27-Oct-2018 - 00:00,34.44,83.28,12.29,6.4,39.19,26.05,12.43,0.23,93.94,0.85,1.65,0.07,31.12,67.24,,63.31,82.9,-0.06,3.27,0.0,20.36,28-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
28-Oct-2018 - 00:00,38.89,82.0,12.0,6.8,45.42,29.68,13.69,0.26,100.55,0.88,1.66,0.07,31.48,63.93,,68.39,219.75,-0.05,2.83,0.0,20.66,29-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
29-Oct-2018 - 00:00,34.02,66.65,12.16,8.43,51.27,34.13,13.04,0.25,75.56,0.88,1.78,0.09,31.28,60.83,,62.62,281.54,-0.01,2.51,0.0,20.95,30-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
30-Oct-2018 - 00:00,39.05,80.05,7.72,8.31,43.14,29.7,14.57,0.37,64.55,1.11,2.03,0.1,30.79,76.43,,54.07,201.91,0.01,2.6,0.0,20.76,31-Oct-2018 - 00:00,"Tirumala, Tirupati - APPCB"
31-Oct-2018 - 00:00,25.65,57.76,8.21,9.71,32.5,25.18,12.72,0.22,45.07,4.81,1.79,0.47,30.39,80.81,,40.26,90.51,0.03,3.13,0.0,20.56,01-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
01-Nov-2018 - 00:00,13.89,27.84,7.99,37.7,41.24,52.58,9.86,0.34,15.83,0.75,2.29,0.13,30.78,88.22,,3.48,55.77,-0.0,1.38,0.14,19.3,02-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
02-Nov-2018 - 00:00,7.47,28.15,8.23,16.18,30.15,29.2,10.59,0.24,27.58,0.54,1.72,0.08,31.07,86.72,,10.83,75.69,-0.1,1.54,0.23,19.85,03-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
03-Nov-2018 - 00:00,10.61,44.93,7.21,10.33,26.03,22.23,13.46,0.21,37.6,0.5,1.64,0.07,30.81,83.75,,47.04,119.95,-0.1,1.89,0.22,20.33,04-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
04-Nov-2018 - 00:00,11.38,36.64,6.35,11.41,27.03,23.65,10.44,0.26,34.69,0.48,2.12,0.07,30.6,86.42,,28.85,119.4,-0.1,1.8,0.0,20.13,05-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
05-Nov-2018 - 00:00,16.05,36.34,9.27,16.15,34.27,30.97,17.82,0.56,35.34,0.68,2.23,0.18,34.79,82.38,851.0,89.7,158.91,-0.09,1.5,0.21,257.94,06-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
06-Nov-2018 - 00:00,21.52,43.44,6.86,22.25,36.83,37.68,11.04,0.3,29.87,0.63,2.03,0.09,31.56,79.96,,57.28,134.89,-0.07,1.36,0.0,20.59,07-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
07-Nov-2018 - 00:00,25.61,46.66,7.89,8.04,29.0,21.95,11.29,0.16,54.52,0.46,1.46,0.05,31.56,75.92,,37.41,144.96,-0.08,2.13,0.0,19.72,08-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
08-Nov-2018 - 00:00,14.46,36.02,7.9,11.4,31.75,26.16,11.01,0.19,44.48,0.54,1.69,0.08,31.44,79.59,,62.24,116.84,-0.07,1.85,0.0,19.68,09-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
09-Nov-2018 - 00:00,39.65,69.34,7.91,18.17,45.19,38.8,13.46,0.25,49.29,0.69,2.13,0.1,31.31,80.02,,36.78,132.64,-0.07,1.64,0.0,19.7,10-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
10-Nov-2018 - 00:00,57.53,94.58,10.07,28.42,71.12,60.94,14.18,0.4,53.29,0.98,2.26,0.14,31.01,69.2,,60.33,123.94,-0.07,1.29,0.0,20.51,11-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
11-Nov-2018 - 00:00,53.91,90.77,14.58,21.79,62.33,50.86,14.57,0.35,52.35,0.97,2.16,0.12,30.75,71.5,,58.96,183.2,-0.06,1.6,0.0,20.66,12-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
12-Nov-2018 - 00:00,69.65,115.21,14.22,12.93,56.97,40.82,14.85,0.48,62.96,1.11,2.15,0.12,30.0,74.38,,60.31,234.38,-0.01,1.7,0.0,20.28,13-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
13-Nov-2018 - 00:00,60.29,102.62,14.54,32.42,87.89,73.1,13.78,0.58,48.86,1.62,3.25,0.23,29.24,58.74,,79.31,237.84,0.03,1.4,0.0,21.12,14-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
14-Nov-2018 - 00:00,51.24,94.5,15.06,21.34,76.68,58.14,14.53,0.4,65.33,1.32,2.91,0.17,29.31,60.95,,74.32,243.07,-0.02,1.81,0.0,20.87,15-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
15-Nov-2018 - 00:00,24.12,52.33,8.75,7.17,29.03,21.28,13.04,0.27,56.5,0.83,1.12,0.03,29.53,85.67,,3.49,199.62,-0.04,3.07,1.27,19.51,16-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
16-Nov-2018 - 00:00,16.92,45.06,8.61,10.43,30.75,24.83,10.65,0.27,36.0,0.64,1.5,0.07,29.77,86.54,,9.25,185.93,-0.07,1.68,1.1,20.18,17-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
17-Nov-2018 - 00:00,35.92,69.82,8.93,36.31,46.55,54.28,11.46,0.43,32.86,1.06,2.83,0.16,29.94,82.47,,30.44,149.0,-0.03,1.04,0.0,20.87,18-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
18-Nov-2018 - 00:00,14.75,36.54,7.97,31.39,31.33,42.19,8.58,0.28,19.39,0.65,2.25,0.1,30.83,85.73,,9.79,162.59,-0.06,1.23,0.0,20.34,19-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
19-Nov-2018 - 00:00,11.72,36.07,8.28,13.05,22.02,22.33,8.72,0.2,27.05,0.4,1.44,0.04,30.21,83.93,,33.93,174.26,-0.08,1.83,0.0,20.54,20-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
20-Nov-2018 - 00:00,32.1,74.21,13.52,7.74,26.27,20.26,10.82,0.23,53.49,0.53,1.34,0.05,29.18,81.43,,30.85,172.1,-0.06,2.37,0.0,20.04,21-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
21-Nov-2018 - 00:00,13.63,33.23,6.8,9.38,25.04,20.95,21.25,0.15,37.68,0.34,0.85,0.0,30.59,88.83,,2.88,101.47,-0.04,2.98,0.99,18.62,22-Nov-2018 - 00:00,"Tirumala, Tirupati - APPCB"
