from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,to date,station
22-Jun-2018 - 00:00,178.84,51.81,6.99,15.09,22.08,0.74,,48.5,23-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Jun-2018 - 00:00,196.45,56.07,7.18,15.19,22.37,1.01,,45.33,24-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Jun-2018 - 00:00,160.4,41.05,7.28,15.24,22.52,1.02,,41.25,25-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Jun-2018 - 00:00,218.71,32.39,7.34,15.26,22.71,1.28,,32.6,26-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Jun-2018 - 00:00,139.13,29.08,7.3,15.24,22.53,1.24,,29.0,27-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Jun-2018 - 00:00,97.85,33.25,7.16,15.17,22.33,1.07,,34.43,28-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Jun-2018 - 00:00,49.5,15.97,7.12,15.13,22.25,1.43,,23.43,29-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Jun-2018 - 00:00,72.8,28.44,7.07,15.07,22.15,1.47,,25.55,30-Jun-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Jun-2018 - 00:00,71.19,29.8,6.74,14.89,21.63,1.5,,27.79,01-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Jul-2018 - 00:00,74.51,24.51,6.44,14.72,21.14,1.43,,26.73,02-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Jul-2018 - 00:00,94.44,30.99,6.64,14.85,21.47,1.4,,24.26,03-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Jul-2018 - 00:00,111.83,35.23,6.81,14.91,21.71,1.36,,35.0,04-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Jul-2018 - 00:00,112.28,34.18,6.59,14.8,21.39,1.37,,31.45,05-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Jul-2018 - 00:00,117.6,39.03,6.5,14.78,21.29,1.38,,30.39,06-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Jul-2018 - 00:00,150.64,43.28,8.99,15.98,24.96,1.32,,26.04,07-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Jul-2018 - 00:00,137.62,48.31,8.45,15.73,24.17,1.41,,39.92,08-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Jul-2018 - 00:00,177.94,58.32,8.33,15.68,24.0,1.55,,42.91,09-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Jul-2018 - 00:00,145.78,56.1,7.99,17.08,25.06,1.3,,41.51,10-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Jul-2018 - 00:00,102.38,39.32,6.42,18.79,25.21,0.6,,36.82,11-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Jul-2018 - 00:00,100.14,37.44,6.3,19.25,25.54,0.51,,30.03,12-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Jul-2018 - 00:00,126.67,45.03,14.59,16.57,28.93,0.5,,44.69,13-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Jul-2018 - 00:00,56.83,18.28,12.47,12.38,24.81,0.49,,18.88,14-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Jul-2018 - 00:00,73.03,29.4,15.39,13.88,29.17,0.49,,19.98,15-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Jul-2018 - 00:00,69.66,27.26,12.37,12.61,25.05,0.47,,20.57,16-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Jul-2018 - 00:00,70.05,30.34,12.89,13.29,26.07,0.47,,20.22,17-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Jul-2018 - 00:00,72.16,23.84,13.09,13.18,26.27,0.47,,26.35,18-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Jul-2018 - 00:00,85.72,29.31,13.86,13.71,27.5,0.49,,27.2,19-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Jul-2018 - 00:00,77.88,31.0,16.92,20.43,35.59,0.51,,20.36,20-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Jul-2018 - 00:00,73.84,28.0,38.86,15.3,53.25,0.51,,21.37,21-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Jul-2018 - 00:00,89.0,39.58,65.52,12.71,76.83,0.5,,24.62,22-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Jul-2018 - 00:00,52.61,21.84,51.34,8.0,56.96,0.52,,18.96,23-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Jul-2018 - 00:00,65.69,28.96,80.69,10.57,88.55,0.5,,,24-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Jul-2018 - 00:00,88.17,30.61,65.98,10.29,68.28,0.46,0.0,36.54,25-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Jul-2018 - 00:00,71.19,24.66,70.49,3.15,67.87,0.49,,34.55,26-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Jul-2018 - 00:00,62.45,21.69,84.63,1.32,75.37,0.48,,30.62,27-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Jul-2018 - 00:00,43.61,17.3,80.17,2.29,74.94,0.48,,30.45,28-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Jul-2018 - 00:00,66.94,25.39,71.99,4.98,69.16,0.48,,30.75,29-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Jul-2018 - 00:00,105.88,31.12,84.76,3.46,81.39,0.47,,31.46,30-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Jul-2018 - 00:00,105.46,26.8,62.98,2.05,57.45,0.48,,31.67,31-Jul-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Jul-2018 - 00:00,128.98,33.57,65.9,1.91,59.87,0.48,,27.57,01-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Aug-2018 - 00:00,203.5,40.68,88.73,2.38,83.67,0.47,,26.62,02-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Aug-2018 - 00:00,254.63,50.2,109.17,0.85,101.27,0.45,,25.22,03-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Aug-2018 - 00:00,223.99,41.63,103.56,0.53,93.71,0.44,,22.68,04-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Aug-2018 - 00:00,229.54,44.3,103.26,0.73,93.83,0.49,,20.79,05-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Aug-2018 - 00:00,228.29,40.4,102.47,0.68,92.32,0.44,,22.33,06-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Aug-2018 - 00:00,142.08,37.74,94.31,1.34,87.07,0.48,,26.59,07-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Aug-2018 - 00:00,111.12,38.92,101.33,2.08,96.02,0.46,,27.79,08-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Aug-2018 - 00:00,73.42,26.09,76.04,1.35,69.44,0.43,,29.97,09-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Aug-2018 - 00:00,92.64,31.34,81.27,2.84,76.05,0.4,,31.03,10-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Aug-2018 - 00:00,91.76,33.66,84.27,3.35,83.99,0.4,,30.69,11-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Aug-2018 - 00:00,95.75,32.8,91.23,1.93,84.12,0.38,,31.6,12-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Aug-2018 - 00:00,74.81,19.01,91.66,1.06,81.88,0.37,,25.18,13-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Aug-2018 - 00:00,85.55,23.51,96.52,12.58,81.48,0.49,,27.47,14-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Aug-2018 - 00:00,117.32,36.47,22.96,21.1,44.07,0.47,,31.14,15-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Aug-2018 - 00:00,102.86,31.87,22.19,21.15,43.33,0.31,,23.89,16-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Aug-2018 - 00:00,91.66,27.77,29.5,22.72,47.36,0.29,0.0,18.57,17-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Aug-2018 - 00:00,80.49,31.0,0.99,31.12,29.04,0.32,0.0,27.42,18-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Aug-2018 - 00:00,71.18,25.17,,31.06,28.98,0.38,,29.09,19-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Aug-2018 - 00:00,88.93,36.6,,31.07,29.1,0.32,,31.19,20-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Aug-2018 - 00:00,121.18,54.12,0.12,31.04,29.54,0.36,,33.67,21-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Aug-2018 - 00:00,65.72,22.97,0.09,31.06,29.11,0.36,,29.26,22-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Aug-2018 - 00:00,67.05,23.43,45.34,32.86,47.18,0.29,,25.85,23-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Aug-2018 - 00:00,61.38,18.19,14.17,15.08,29.23,0.34,,22.28,24-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Aug-2018 - 00:00,71.93,16.04,10.17,15.87,26.04,0.31,,23.53,25-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Aug-2018 - 00:00,67.54,16.27,9.84,16.52,26.47,0.32,,22.46,26-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Aug-2018 - 00:00,75.93,18.6,9.2,16.5,25.68,0.32,,24.54,27-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Aug-2018 - 00:00,70.13,27.09,8.59,18.11,26.69,0.34,,33.99,28-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Aug-2018 - 00:00,56.61,24.42,9.17,18.29,27.51,0.35,,24.4,29-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Aug-2018 - 00:00,64.44,21.54,10.39,18.63,28.98,0.33,,22.49,30-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Aug-2018 - 00:00,83.8,30.06,11.89,20.31,32.02,0.31,,27.57,31-Aug-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Aug-2018 - 00:00,131.68,34.43,15.18,23.48,39.31,0.35,0.0,25.11,01-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Sep-2018 - 00:00,104.54,31.89,25.67,30.0,55.44,0.33,,21.56,02-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Sep-2018 - 00:00,79.82,28.47,23.69,27.12,50.81,0.29,,23.15,03-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Sep-2018 - 00:00,75.43,34.5,24.27,29.62,53.91,0.31,,24.97,04-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Sep-2018 - 00:00,81.0,35.53,24.41,29.54,53.9,0.32,,24.73,05-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Sep-2018 - 00:00,88.92,31.6,21.28,26.93,48.16,0.26,,21.33,06-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Sep-2018 - 00:00,112.83,30.34,21.75,25.65,47.0,0.19,,24.32,07-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Sep-2018 - 00:00,69.26,29.88,23.18,29.2,52.41,0.0,,25.78,08-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Sep-2018 - 00:00,63.52,23.59,20.84,24.25,45.14,0.62,,23.24,09-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Sep-2018 - 00:00,47.68,17.51,16.09,21.01,37.14,0.85,,23.21,10-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Sep-2018 - 00:00,60.2,23.51,15.55,22.41,37.87,0.85,,25.67,11-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Sep-2018 - 00:00,62.56,22.09,18.31,22.37,40.57,0.84,,22.93,12-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Sep-2018 - 00:00,79.2,21.23,16.48,18.72,35.2,0.84,,22.49,13-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Sep-2018 - 00:00,91.46,21.34,12.14,11.01,23.14,0.86,,21.43,14-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Sep-2018 - 00:00,88.26,24.85,10.62,9.64,20.26,0.87,,21.33,15-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Sep-2018 - 00:00,94.97,30.67,11.84,8.8,19.35,0.84,,21.61,16-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Sep-2018 - 00:00,104.43,41.32,3.2,0.57,3.77,0.86,,22.06,17-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Sep-2018 - 00:00,134.1,56.1,3.62,0.7,2.32,0.87,0.0,27.69,18-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Sep-2018 - 00:00,135.28,44.18,,,0.0,0.92,,27.87,19-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Sep-2018 - 00:00,153.58,55.35,,,0.0,0.94,,30.26,20-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Sep-2018 - 00:00,162.38,64.71,,,0.0,0.97,,43.24,21-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Sep-2018 - 00:00,100.62,33.27,,,0.0,0.98,,25.14,22-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Sep-2018 - 00:00,47.97,16.62,,,0.0,0.98,,20.39,23-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Sep-2018 - 00:00,59.46,26.69,,,0.0,0.98,,24.67,24-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Sep-2018 - 00:00,39.86,15.61,,,0.0,0.98,,20.54,25-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Sep-2018 - 00:00,56.58,15.36,,,0.0,0.98,,21.52,26-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Sep-2018 - 00:00,87.81,32.88,,,0.0,0.97,,22.42,27-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Sep-2018 - 00:00,69.89,65.1,,,0.0,0.96,,25.96,28-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Sep-2018 - 00:00,96.7,69.71,,,0.0,0.95,0.0,25.57,29-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Sep-2018 - 00:00,212.78,75.09,,,0.0,0.92,,16.89,30-Sep-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Sep-2018 - 00:00,,,,,,,,,01-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Oct-2018 - 00:00,,,,,,,,,02-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Oct-2018 - 00:00,,,,,,,,,03-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Oct-2018 - 00:00,135.93,50.3,,,0.0,1.02,0.0,14.42,04-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Oct-2018 - 00:00,155.05,65.39,,,0.0,1.1,,26.58,05-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Oct-2018 - 00:00,208.58,109.86,,,0.0,1.08,,29.01,06-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Oct-2018 - 00:00,139.69,66.81,,,0.0,1.04,,14.63,07-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Oct-2018 - 00:00,155.23,66.98,,,0.0,1.05,,18.36,08-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Oct-2018 - 00:00,197.78,90.8,,,0.0,1.07,,30.68,09-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Oct-2018 - 00:00,202.95,89.39,,,0.0,1.11,,29.05,10-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Oct-2018 - 00:00,171.69,75.85,,,0.0,1.1,,20.02,11-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Oct-2018 - 00:00,132.4,55.12,,,0.0,1.1,,17.65,12-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Oct-2018 - 00:00,123.7,46.47,,,0.0,1.13,,18.21,13-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Oct-2018 - 00:00,173.9,89.88,,,0.0,1.09,,19.6,14-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Oct-2018 - 00:00,148.82,73.66,,,0.0,1.09,,16.48,15-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Oct-2018 - 00:00,214.35,96.57,,,0.0,1.09,,20.4,16-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Oct-2018 - 00:00,238.75,98.61,,,0.0,1.08,,29.86,17-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Oct-2018 - 00:00,217.72,88.59,,,0.0,1.09,,19.37,18-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Oct-2018 - 00:00,234.72,92.18,,,0.0,1.08,,17.88,19-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Oct-2018 - 00:00,241.5,120.8,,,0.0,1.09,,26.8,20-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Oct-2018 - 00:00,253.77,138.22,,,0.0,1.09,,25.21,21-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Oct-2018 - 00:00,218.91,107.26,,,0.0,1.09,,18.96,22-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Oct-2018 - 00:00,184.98,88.41,,,0.0,1.08,,19.7,23-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Oct-2018 - 00:00,189.4,79.44,,,0.0,1.08,,18.94,24-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Oct-2018 - 00:00,234.28,109.82,,,0.0,1.07,,26.65,25-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Oct-2018 - 00:00,230.24,107.74,427.07,10.06,55.99,1.07,,30.0,26-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Oct-2018 - 00:00,285.08,136.02,,,0.0,1.04,,23.22,27-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Oct-2018 - 00:00,300.78,152.65,,,0.0,1.05,,26.29,28-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Oct-2018 - 00:00,292.01,171.13,,,0.0,1.06,,20.45,29-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Oct-2018 - 00:00,301.29,163.98,,,0.0,1.07,,17.91,30-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Oct-2018 - 00:00,327.13,184.75,58.59,28.77,22.3,0.76,,22.07,31-Oct-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
31-Oct-2018 - 00:00,252.69,148.73,27.56,28.28,55.84,0.53,,22.42,01-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Nov-2018 - 00:00,278.19,157.87,8.55,27.66,36.21,0.6,,24.86,02-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Nov-2018 - 00:00,261.47,143.45,1.94,26.15,27.88,0.61,,22.35,03-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Nov-2018 - 00:00,321.73,143.79,1.18,20.25,13.2,0.55,,22.37,04-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Nov-2018 - 00:00,194.78,102.81,,,0.0,0.59,,23.65,05-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Nov-2018 - 00:00,407.66,267.55,,,0.0,0.55,,16.39,06-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Nov-2018 - 00:00,284.6,150.67,18.65,21.17,6.32,0.55,,19.91,07-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Nov-2018 - 00:00,285.1,127.07,6.73,20.18,15.2,0.27,,21.22,08-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Nov-2018 - 00:00,562.53,347.76,4.77,22.5,21.98,0.17,,14.5,09-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Nov-2018 - 00:00,458.2,258.35,4.09,22.29,19.92,0.15,,18.74,10-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Nov-2018 - 00:00,420.0,233.7,3.61,21.99,17.09,0.12,,18.7,11-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Nov-2018 - 00:00,367.27,177.17,1.37,21.36,13.15,0.17,,22.54,12-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Nov-2018 - 00:00,417.69,196.72,1.52,21.61,13.53,0.24,,22.03,13-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Nov-2018 - 00:00,386.88,187.61,,21.12,5.59,0.38,,12.43,14-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Nov-2018 - 00:00,186.87,99.23,38.81,30.93,23.16,0.53,,12.83,15-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Nov-2018 - 00:00,188.93,105.16,20.96,20.82,29.06,0.4,,13.96,16-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Nov-2018 - 00:00,220.33,137.25,10.95,17.88,28.83,0.33,,25.41,17-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
17-Nov-2018 - 00:00,225.11,108.3,26.06,21.89,47.82,0.35,,23.16,18-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
18-Nov-2018 - 00:00,304.68,93.76,83.07,26.89,106.18,0.35,,26.14,19-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
19-Nov-2018 - 00:00,288.61,88.56,7.72,25.0,25.17,0.22,,29.64,20-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
20-Nov-2018 - 00:00,377.54,124.89,28.96,27.84,48.67,0.17,,26.86,21-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
21-Nov-2018 - 00:00,330.61,111.6,31.61,24.72,46.45,0.22,,21.52,22-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
22-Nov-2018 - 00:00,305.37,96.94,134.46,40.9,145.8,0.26,,19.43,23-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
23-Nov-2018 - 00:00,326.82,158.67,85.19,38.35,123.56,0.28,,24.04,24-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
24-Nov-2018 - 00:00,205.43,92.84,25.6,22.77,48.37,0.22,,20.95,25-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
25-Nov-2018 - 00:00,258.33,109.05,60.82,33.43,94.24,0.24,,22.7,26-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
26-Nov-2018 - 00:00,377.85,175.91,119.1,47.61,166.71,0.19,,25.18,27-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
27-Nov-2018 - 00:00,320.04,152.94,116.26,47.77,164.05,0.28,,23.32,28-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
28-Nov-2018 - 00:00,316.99,143.42,90.31,43.03,133.33,0.28,,22.39,29-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
29-Nov-2018 - 00:00,319.65,169.59,56.92,36.77,93.69,0.2,,21.06,30-Nov-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
30-Nov-2018 - 00:00,303.61,161.33,37.97,31.22,69.2,0.26,,21.86,01-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
01-Dec-2018 - 00:00,281.9,137.21,51.23,31.83,83.07,0.21,,23.19,02-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
02-Dec-2018 - 00:00,357.47,149.69,161.08,52.5,213.53,0.17,,22.92,03-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
03-Dec-2018 - 00:00,379.21,160.75,149.82,53.27,202.85,0.19,,22.65,04-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
04-Dec-2018 - 00:00,382.76,174.46,144.96,55.4,200.37,0.15,,21.6,05-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
05-Dec-2018 - 00:00,350.64,149.35,116.99,46.58,162.77,0.12,,18.3,06-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
06-Dec-2018 - 00:00,433.3,197.84,149.72,53.59,202.87,0.16,2.58,16.88,07-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
07-Dec-2018 - 00:00,372.63,185.6,83.14,38.09,121.23,0.2,,9.0,08-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
08-Dec-2018 - 00:00,339.9,183.15,78.85,41.62,120.48,0.22,,9.02,09-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
09-Dec-2018 - 00:00,379.94,194.08,135.93,55.07,191.01,0.22,,9.5,10-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
10-Dec-2018 - 00:00,417.79,222.42,78.44,43.13,121.55,0.25,,10.28,11-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
11-Dec-2018 - 00:00,407.61,222.72,48.95,40.05,88.99,0.19,,7.31,12-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
12-Dec-2018 - 00:00,261.3,153.76,33.88,30.68,64.47,0.18,,5.09,13-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
13-Dec-2018 - 00:00,160.25,80.36,17.69,24.96,42.5,0.2,,3.26,14-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
14-Dec-2018 - 00:00,165.4,95.95,18.28,23.6,41.7,0.27,,3.8,15-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
15-Dec-2018 - 00:00,172.0,98.74,11.9,23.47,35.1,0.21,,4.15,16-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
16-Dec-2018 - 00:00,195.57,107.39,23.68,26.25,48.88,0.22,,5.28,17-Dec-2018 - 00:00,"IGI Airport (T3), Delhi - IMD"
