from date,Benzene,Eth-Benzene,MP-Xylene,BP,O Xylene,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
08-Dec-2018 - 00:00,0.78,0.02,0.0,760.01,2.31,138.58,93.33,0.0,39.9,160.17,22.67,133.34,1.11,0.8,37.33,6.16,35.15,41.31,67.14,13.43,09-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
09-Dec-2018 - 00:00,1.0,0.18,0.06,759.64,2.29,142.3,84.0,0.0,38.14,159.78,21.94,119.36,1.05,0.96,35.49,10.37,38.69,49.05,39.16,9.43,10-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
10-Dec-2018 - 00:00,1.24,0.1,0.04,759.06,2.44,134.43,85.24,0.0,39.06,161.2,21.81,163.91,1.04,1.01,37.66,9.09,36.48,45.57,32.07,14.17,11-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
11-Dec-2018 - 00:00,0.81,0.03,0.01,759.51,2.08,106.7,59.85,0.0,47.53,170.11,22.39,220.01,1.33,0.8,38.16,7.29,31.41,38.7,30.71,7.89,12-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
12-Dec-2018 - 00:00,1.05,0.02,0.0,761.07,11.28,230.26,160.43,0.0,60.2,161.23,19.83,252.09,1.2,0.9,40.26,7.8,36.85,41.11,46.36,8.65,13-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
13-Dec-2018 - 00:00,0.63,0.01,0.0,763.03,1.69,135.1,71.16,0.0,54.25,165.52,18.05,91.1,1.32,0.69,38.06,7.11,31.98,39.08,59.01,4.14,14-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
14-Dec-2018 - 00:00,0.51,0.0,0.0,762.74,1.43,80.25,30.78,0.0,46.53,172.57,17.14,74.43,1.52,0.64,36.76,7.3,30.53,37.83,47.98,2.89,15-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
15-Dec-2018 - 00:00,0.45,0.0,0.0,762.42,1.13,83.09,28.64,0.0,45.61,174.43,17.27,40.93,1.79,0.57,35.74,7.11,31.6,38.71,57.19,4.13,16-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
16-Dec-2018 - 00:00,0.48,0.0,0.0,762.09,2.5,85.55,32.04,0.0,41.89,185.75,17.83,64.29,1.87,0.67,33.6,7.14,34.29,41.43,52.18,3.87,17-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
17-Dec-2018 - 00:00,0.52,0.0,0.0,761.38,5.49,96.41,36.77,0.0,36.53,162.73,19.17,49.92,1.68,0.7,33.43,7.06,37.4,44.46,54.39,5.74,18-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
18-Dec-2018 - 00:00,0.67,0.01,0.0,760.87,1.53,115.06,40.98,0.0,36.58,172.15,17.94,133.7,1.18,0.68,35.53,11.12,33.82,44.93,43.7,5.25,19-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
19-Dec-2018 - 00:00,1.2,0.14,0.05,760.19,1.64,97.68,42.45,0.0,30.74,152.98,19.22,190.35,1.22,1.21,36.78,22.76,32.81,55.57,29.94,15.08,20-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
20-Dec-2018 - 00:00,1.52,0.19,0.08,760.2,2.69,116.07,51.21,0.0,30.3,147.99,18.56,164.64,0.93,1.4,31.57,24.5,35.36,59.86,36.6,9.58,21-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
21-Dec-2018 - 00:00,1.66,0.2,0.08,759.56,2.72,137.37,54.1,0.0,31.82,148.26,18.18,189.87,0.84,1.44,30.9,26.13,35.24,61.38,28.07,7.83,22-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
22-Dec-2018 - 00:00,1.34,0.08,0.02,759.01,2.61,124.07,51.91,0.0,32.23,148.61,18.52,153.52,0.85,1.2,32.64,21.25,32.72,53.9,26.75,8.01,23-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
23-Dec-2018 - 00:00,1.14,0.08,0.03,759.21,2.03,106.45,45.65,0.0,35.61,147.28,19.78,192.81,1.12,1.06,33.21,20.67,29.2,49.88,35.5,9.81,24-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
24-Dec-2018 - 00:00,0.67,0.02,0.0,759.4,1.7,109.89,50.61,0.0,34.8,144.37,19.14,203.61,1.11,0.82,33.94,19.46,24.74,44.2,58.74,14.1,25-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
25-Dec-2018 - 00:00,0.8,0.0,0.0,759.39,1.79,157.32,100.93,0.0,48.34,154.9,18.0,76.08,1.19,0.89,35.95,19.2,24.11,43.31,67.63,5.93,26-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
26-Dec-2018 - 00:00,1.52,0.22,0.11,758.87,1.98,156.42,77.07,0.0,33.64,146.46,17.71,172.17,1.04,1.31,32.2,24.06,27.38,51.43,37.0,13.25,27-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
27-Dec-2018 - 00:00,1.42,0.04,0.01,760.1,2.44,163.78,64.82,0.0,33.77,140.41,17.36,162.46,0.84,1.04,31.51,24.7,30.08,50.86,23.07,8.6,28-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
28-Dec-2018 - 00:00,1.12,0.09,0.04,760.07,2.14,142.39,60.07,0.0,29.86,141.71,16.78,154.09,0.87,1.07,30.07,29.91,28.4,52.32,26.54,5.29,29-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
29-Dec-2018 - 00:00,1.03,0.08,0.03,760.62,2.16,129.21,50.92,0.0,27.27,148.83,17.24,115.33,0.93,0.97,31.84,27.45,29.63,52.36,30.02,9.0,30-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
30-Dec-2018 - 00:00,1.13,0.11,0.05,761.09,2.3,141.14,62.51,0.0,27.59,145.91,19.02,128.01,0.96,1.07,31.48,28.28,29.91,52.63,33.06,10.13,31-Dec-2018 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
31-Dec-2018 - 00:00,1.31,0.03,0.0,761.35,2.98,138.08,73.63,0.0,33.06,46.51,16.85,65.42,0.81,0.77,32.94,25.93,35.59,52.94,6.29,6.87,01-Jan-2019 - 00:00,"Indira Colony Vistar, Pali - RSPCB"
