from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,to date,station
19-Apr-2018 - 00:00,,,,,,,,,,270.52,148.95,16.24,31.13,47.38,1.19,,29.25,0.0,0.0,0.0,,0.0,20-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Apr-2018 - 00:00,,,,,,,,,,337.52,193.91,16.18,31.47,47.65,1.19,,26.83,0.0,0.0,0.0,,0.0,21-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Apr-2018 - 00:00,,,,,,,,,,464.0,239.1,17.92,31.56,49.27,1.27,,28.8,0.0,0.0,0.0,,0.0,22-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Apr-2018 - 00:00,,,,,,,,,,177.29,104.64,17.49,31.36,48.7,1.2,,32.33,0.0,0.0,0.0,,0.0,23-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Apr-2018 - 00:00,,,,,,,,,,201.38,120.9,16.8,31.72,48.25,1.21,,30.72,0.0,0.0,0.0,,0.0,24-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Apr-2018 - 00:00,,,,,,,,,,263.5,151.54,16.5,31.42,47.79,1.2,,29.27,0.0,0.0,0.0,,0.0,25-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Apr-2018 - 00:00,,,,,,,,,,303.71,182.8,16.72,30.61,47.1,1.24,,27.97,0.0,0.0,0.0,,0.0,26-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Apr-2018 - 00:00,,,,,,,,,,352.35,187.61,14.47,34.75,49.14,0.92,,68.91,0.0,0.0,0.0,,0.0,27-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Apr-2018 - 00:00,,,,,,,,,,254.85,117.92,13.21,34.87,48.08,0.73,,50.24,0.0,0.0,0.0,,0.0,28-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,29-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Apr-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,30-Apr-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Apr-2018 - 00:00,,,,,,,,,,187.44,99.43,12.47,36.2,48.66,0.61,,67.78,0.0,0.0,0.0,,0.0,01-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-May-2018 - 00:00,,,,,,,,,,114.05,50.77,13.16,35.01,48.17,0.73,,52.75,0.0,0.0,0.0,,0.0,02-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-May-2018 - 00:00,,,,,,,,,,157.9,88.48,13.93,34.08,48.0,0.85,,48.63,0.0,0.0,0.0,,0.0,03-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-May-2018 - 00:00,,,,,,,,,,118.39,65.64,14.77,32.68,47.45,0.99,,37.35,0.0,0.0,0.0,,0.0,04-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-May-2018 - 00:00,,,,,,,,,,89.02,100.91,13.91,33.79,47.69,0.85,,43.79,0.0,0.0,0.0,,0.0,05-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-May-2018 - 00:00,,,,,,,,,,278.43,79.67,14.89,32.52,47.41,1.01,,39.52,0.0,0.0,0.0,,0.0,06-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-May-2018 - 00:00,,,,,,,,,,306.1,106.42,14.62,32.91,47.53,0.97,,40.42,0.0,0.0,0.0,,0.0,07-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-May-2018 - 00:00,,,,,,,,,,471.25,112.8,15.31,32.24,47.56,1.08,,41.96,0.0,0.0,0.0,,0.0,08-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-May-2018 - 00:00,,,,,,,,,,311.91,38.66,14.17,33.34,47.47,0.89,,40.13,0.0,0.0,0.0,,0.0,09-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-May-2018 - 00:00,,,,,,,,,,164.65,65.61,15.3,32.4,47.65,1.08,,42.56,0.0,0.0,0.0,,0.0,10-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-May-2018 - 00:00,,,,,,,,,,218.32,96.4,15.39,32.1,47.49,1.1,,37.88,0.0,0.0,0.0,,0.0,11-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-May-2018 - 00:00,,,,,,,,,,310.68,136.37,16.52,32.39,48.62,1.13,,37.1,0.0,0.0,0.0,,0.0,12-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-May-2018 - 00:00,,,,,,,,,,337.07,149.24,14.97,33.21,48.18,1.03,,57.63,0.0,0.0,0.0,,0.0,13-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-May-2018 - 00:00,,,,,,,,,,181.82,73.79,14.67,33.49,48.16,0.98,,52.17,0.0,0.0,0.0,,0.0,14-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-May-2018 - 00:00,,,,,,,,,,134.43,46.84,15.17,32.69,47.86,1.06,,44.03,0.0,0.0,0.0,,0.0,15-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-May-2018 - 00:00,,,,,,,,,,163.53,64.14,13.85,33.99,47.83,0.84,,47.89,0.0,0.0,0.0,,0.0,16-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-May-2018 - 00:00,,,,,,,,,,251.4,72.89,15.68,31.4,47.08,1.15,,31.11,0.0,0.0,0.0,,0.0,17-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-May-2018 - 00:00,,,,,,,,,,290.49,94.97,14.49,33.3,47.79,0.95,,49.57,0.0,0.0,0.0,,0.0,18-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-May-2018 - 00:00,,,,,,,,,,241.94,84.43,14.16,33.74,47.9,0.88,,49.53,0.0,0.0,0.0,,0.0,19-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-May-2018 - 00:00,,,,,,,,,,288.8,101.15,15.76,32.3,48.03,1.08,,37.36,0.0,0.0,0.0,,0.0,20-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-May-2018 - 00:00,,,,,,,,,,251.45,81.4,15.29,33.01,48.31,0.99,,49.48,0.0,0.0,0.0,,0.0,21-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-May-2018 - 00:00,,,,,,,,,,229.55,67.27,15.12,32.89,47.91,0.98,,45.73,0.0,0.0,0.0,,0.0,22-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-May-2018 - 00:00,,,,,,,,,,302.2,92.74,14.72,32.98,47.71,0.99,,47.85,0.0,0.0,0.0,,0.0,23-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-May-2018 - 00:00,,,,,,,,,,389.25,143.9,14.02,33.97,47.94,0.87,,57.88,0.0,0.0,0.0,,0.0,24-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-May-2018 - 00:00,0.59,114.21,3.79,2.97,36.8,16.57,270.94,979.33,13.6,355.31,139.69,14.96,33.27,48.21,1.0,,52.71,0.0,0.0,0.0,,0.0,25-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-May-2018 - 00:00,0.61,133.49,2.1,3.55,36.0,13.6,227.25,978.65,13.6,313.4,109.51,17.25,31.18,48.43,1.4,,34.55,0.0,0.0,0.0,,0.0,26-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-May-2018 - 00:00,0.47,114.44,2.86,2.86,35.54,15.21,229.27,977.76,13.6,327.48,110.03,21.46,27.12,48.59,1.84,,10.56,0.0,0.0,0.0,,0.0,27-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-May-2018 - 00:00,0.51,223.56,3.59,4.62,35.23,18.32,211.92,976.89,13.6,303.99,90.86,19.85,27.11,46.96,0.66,,10.56,0.0,0.0,0.0,,0.0,28-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-May-2018 - 00:00,0.86,268.75,3.05,3.87,34.85,24.99,215.93,975.13,13.6,263.15,96.87,19.98,27.02,47.0,0.61,,10.56,0.0,0.0,0.0,,0.0,29-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-May-2018 - 00:00,4.25,304.07,7.27,5.61,32.67,33.83,23.8,976.05,13.6,314.31,126.24,19.88,27.09,46.97,0.38,,10.56,0.0,0.0,0.0,,0.0,30-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-May-2018 - 00:00,2.51,318.12,6.69,8.6,32.87,37.49,206.6,977.82,13.6,238.19,50.1,19.93,27.06,46.98,1.24,,10.56,0.0,0.0,0.0,,0.0,31-May-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-May-2018 - 00:00,1.41,314.75,8.78,10.28,34.88,33.43,212.56,979.11,13.6,214.92,65.8,20.06,26.96,47.01,0.65,,10.56,0.0,0.0,0.0,,0.0,01-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Jun-2018 - 00:00,4.04,313.02,13.21,,32.64,44.28,312.09,981.62,13.6,195.31,79.88,20.15,26.89,47.04,0.39,,10.56,0.0,0.0,0.0,,0.0,02-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Jun-2018 - 00:00,,,,,,,,,,115.08,62.99,21.04,26.29,47.33,0.81,,10.56,0.0,0.0,0.0,,0.0,03-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Jun-2018 - 00:00,,,,,,,,,,115.04,48.53,20.78,26.45,47.22,1.04,,10.56,0.0,0.0,0.0,,0.0,04-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Jun-2018 - 00:00,,,,,,,,,,156.44,74.01,20.38,26.73,47.1,0.63,,10.56,0.0,0.0,0.0,,0.0,05-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Jun-2018 - 00:00,,,,,,,,,,114.58,37.87,21.08,26.41,47.49,1.02,,37.67,0.0,0.0,0.0,,0.0,06-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Jun-2018 - 00:00,,,,,,,,,,133.45,65.44,20.5,26.63,47.14,0.48,,53.11,0.0,0.0,0.0,,0.0,07-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Jun-2018 - 00:00,,,,,,,,,,140.38,84.66,20.48,26.65,47.13,0.34,,55.55,0.0,0.0,0.0,,0.0,08-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Jun-2018 - 00:00,,,,,,,,,,165.02,83.58,20.32,26.77,47.09,0.54,,56.65,0.0,0.0,0.0,,0.0,09-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Jun-2018 - 00:00,,,,,,,,,,124.34,47.19,21.38,26.12,47.5,1.1,,43.47,0.0,0.0,0.0,,0.0,10-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Jun-2018 - 00:00,,,,,,,,,,142.06,48.91,20.37,26.74,47.12,1.06,,45.4,0.0,0.0,0.0,,0.0,11-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Jun-2018 - 00:00,,,,,,,,,,244.31,69.64,19.97,27.02,46.99,0.58,,33.7,0.0,0.0,0.0,,0.0,12-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Jun-2018 - 00:00,,,,,,,,,,501.93,135.95,19.63,27.28,46.91,0.16,,31.8,0.0,0.0,0.0,,0.0,13-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Jun-2018 - 00:00,,,,,,,,,,869.52,235.65,19.47,27.41,46.88,0.11,,31.64,0.0,0.0,0.0,,0.0,14-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Jun-2018 - 00:00,,,,,,,,,,732.5,176.81,19.53,27.36,46.89,0.13,,34.35,0.0,0.0,0.0,,0.0,15-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Jun-2018 - 00:00,,,,,,,,,,579.34,110.47,19.61,27.3,46.91,0.16,,35.59,0.0,0.0,0.0,,0.0,16-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Jun-2018 - 00:00,,,,,,,,,,467.19,94.22,19.66,27.26,46.92,0.17,,35.87,0.0,0.0,0.0,,0.0,17-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Jun-2018 - 00:00,,,,,,,,,,257.71,66.21,20.05,26.97,47.02,0.29,,52.29,0.0,0.0,0.0,,0.0,18-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Jun-2018 - 00:00,,,,,,,,,,179.85,51.68,20.24,26.82,47.06,0.35,,54.71,0.0,0.0,0.0,,0.0,19-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Jun-2018 - 00:00,,,,,,,,,,154.58,44.92,20.42,26.7,47.12,0.41,,45.75,0.0,0.0,0.0,,0.0,20-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Jun-2018 - 00:00,,,,,,,,,,214.2,64.15,20.08,26.94,47.02,0.3,,58.61,0.0,0.0,0.0,,0.0,21-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Jun-2018 - 00:00,,,,,,,,,,267.89,71.91,19.94,27.05,46.99,0.26,,59.42,0.0,0.0,0.0,,0.0,22-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Jun-2018 - 00:00,,,,,,,,,,271.23,84.48,19.93,27.05,46.98,0.25,,62.56,0.0,0.0,0.0,,0.0,23-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Jun-2018 - 00:00,,,,,,,,,,212.59,66.89,20.22,26.91,47.13,0.32,,55.12,0.0,0.0,0.0,,0.0,24-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Jun-2018 - 00:00,,,,,,,,,,189.94,57.46,20.15,26.89,47.04,0.32,,49.38,0.0,0.0,0.0,,0.0,25-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Jun-2018 - 00:00,,,,,,,,,,291.23,97.63,20.0,27.03,47.04,0.28,,36.64,0.0,0.0,0.0,,0.0,26-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Jun-2018 - 00:00,,,,,,,,,,134.11,48.07,20.78,26.45,47.23,0.52,,34.82,0.0,0.0,0.0,,0.0,27-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Jun-2018 - 00:00,,,,,,,,,,78.64,31.01,22.74,25.79,48.53,0.85,,40.65,0.0,0.0,0.0,,0.0,28-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Jun-2018 - 00:00,,,,,,,,,,85.86,16.04,24.63,25.28,49.98,1.09,,34.22,0.0,0.0,0.0,,0.0,29-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Jun-2018 - 00:00,,,,,,,,,,74.58,39.55,21.5,25.97,47.47,0.74,,35.92,0.0,0.0,0.0,,0.0,30-Jun-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Jun-2018 - 00:00,,,,,,,,,,69.99,34.75,21.69,25.85,47.54,0.81,,33.4,0.0,0.0,0.0,,0.0,01-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Jul-2018 - 00:00,,,,,,,,,,79.9,35.41,21.29,26.1,47.38,0.68,,33.22,0.0,0.0,0.0,,0.0,02-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Jul-2018 - 00:00,,,,,,,,,,100.49,40.19,21.97,26.13,48.1,0.7,,33.71,0.0,0.0,0.0,,0.0,03-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Jul-2018 - 00:00,,,,,,,,,,85.86,39.12,21.44,26.05,47.48,0.72,,38.12,0.0,0.0,0.0,,0.0,04-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Jul-2018 - 00:00,,,,,,,,,,141.19,63.4,20.87,26.43,47.31,0.54,,37.37,0.0,0.0,0.0,,0.0,05-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Jul-2018 - 00:00,,,,,,,,,,157.47,56.93,22.2,26.41,48.59,0.47,,38.78,0.0,0.0,0.0,,0.0,06-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Jul-2018 - 00:00,,,,,,,,,,252.1,62.13,19.95,27.04,46.99,0.26,,35.3,0.0,0.0,0.0,,0.0,07-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Jul-2018 - 00:00,,,,,,,,,,199.17,62.34,20.14,26.89,47.04,0.32,,52.46,0.0,0.0,0.0,,0.0,08-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Jul-2018 - 00:00,,,,,,,,,,242.97,86.07,20.05,26.97,47.01,0.29,,93.44,0.0,0.0,0.0,,0.0,09-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Jul-2018 - 00:00,,,,,,,,,,158.52,62.13,20.4,27.05,47.44,0.4,,49.55,0.0,0.0,0.0,,0.0,10-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Jul-2018 - 00:00,,,,,,,,,,92.0,50.33,19.01,26.38,45.11,0.88,,42.24,0.0,0.0,0.0,,0.0,11-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Jul-2018 - 00:00,,,,,,,,,,102.72,32.4,13.57,28.98,42.51,0.76,,47.69,0.0,0.0,0.0,,0.0,12-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Jul-2018 - 00:00,,,,,,,,,,131.94,42.38,15.21,30.12,45.4,0.47,,45.87,0.0,0.0,0.0,,0.0,13-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Jul-2018 - 00:00,,,,,,,,,,62.21,30.13,11.92,30.63,42.57,1.13,,38.94,0.0,0.0,0.0,,0.0,14-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Jul-2018 - 00:00,,,,,,,,,,51.12,20.8,12.05,30.21,42.24,1.16,,43.79,0.0,0.0,0.0,,0.0,15-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Jul-2018 - 00:00,,,,,,,,,,59.24,27.11,12.37,31.04,43.44,0.92,,63.47,0.0,0.0,0.0,,0.0,16-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Jul-2018 - 00:00,,,,,,,,,,82.23,33.54,13.31,31.18,44.48,0.7,,83.18,0.0,0.0,0.0,,0.0,17-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Jul-2018 - 00:00,,,,,,,,,,69.74,22.52,12.85,29.18,42.03,0.82,,58.0,0.0,0.0,0.0,,0.0,18-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Jul-2018 - 00:00,,,,,,,,,,95.89,30.11,13.79,29.45,43.28,0.61,,65.55,0.0,0.0,0.0,,0.0,19-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Jul-2018 - 00:00,,,,,,,,,,77.99,28.17,13.12,29.96,43.08,0.7,,43.76,0.0,0.0,0.0,,0.0,20-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Jul-2018 - 00:00,,,,,,,,,,106.75,38.99,14.28,30.83,45.12,0.57,,48.86,0.0,0.0,0.0,,0.0,21-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Jul-2018 - 00:00,,,,,,,,,,88.46,40.52,13.56,32.81,46.32,0.98,,69.93,0.0,0.0,0.0,,0.0,22-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Jul-2018 - 00:00,,,,,,,,,,47.65,17.79,11.91,29.89,41.8,1.59,,52.68,0.0,0.0,0.0,,0.0,23-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Jul-2018 - 00:00,,,,,,,,,,73.3,36.73,12.91,32.11,45.01,0.94,,62.28,0.0,0.0,0.0,,0.0,24-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Jul-2018 - 00:00,,,,,,,,,,76.47,25.02,13.07,29.37,42.38,0.74,,62.73,0.0,0.0,0.0,,0.0,25-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Jul-2018 - 00:00,,,,,,,,,,90.38,26.67,13.59,28.91,42.52,0.69,,48.46,0.0,0.0,0.0,,0.0,26-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Jul-2018 - 00:00,,,,,,,,,,71.32,25.98,12.82,30.01,42.97,0.95,,33.17,0.0,0.0,0.0,,0.0,27-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Jul-2018 - 00:00,,,,,,,,,,48.7,21.74,11.95,30.72,42.66,1.54,,34.23,0.0,0.0,0.0,,0.0,28-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Jul-2018 - 00:00,,,,,,,,,,101.35,34.75,14.07,30.25,44.29,0.59,,34.98,0.0,0.0,0.0,,0.0,29-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Jul-2018 - 00:00,,,,,,,,,,183.79,49.87,17.39,29.8,47.25,0.33,,33.86,0.0,0.0,0.0,,0.0,30-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Jul-2018 - 00:00,,,,,,,,,,190.21,50.32,17.63,29.82,47.48,0.34,,33.42,0.0,0.0,0.0,,0.0,31-Jul-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Jul-2018 - 00:00,,,,,,,,,,240.13,52.49,19.6,28.64,48.27,0.28,,33.07,0.0,0.0,0.0,,0.0,01-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Aug-2018 - 00:00,,,,,,,,,,286.41,58.39,21.43,29.14,50.52,0.26,,32.53,0.0,0.0,0.0,,0.0,02-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Aug-2018 - 00:00,,,,,,,,,,368.58,72.65,24.75,30.42,55.15,0.2,,32.47,0.0,0.0,0.0,,0.0,03-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Aug-2018 - 00:00,,,,,,,,,,345.41,65.81,23.85,29.18,53.05,0.21,,31.55,0.0,0.0,0.0,,0.0,04-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Aug-2018 - 00:00,,,,,,,,,,351.6,69.44,23.94,30.12,54.05,0.21,,32.38,0.0,0.0,0.0,,0.0,05-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Aug-2018 - 00:00,,,,,,,,,,283.84,60.04,21.26,29.47,50.69,0.25,,31.8,0.0,0.0,0.0,,0.0,06-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Aug-2018 - 00:00,,,,,,,,,,153.82,53.77,16.22,32.06,48.23,0.38,,57.94,0.0,0.0,0.0,,0.0,07-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Aug-2018 - 00:00,,,,,,,,,,123.43,44.42,14.96,31.34,46.29,0.48,,34.49,0.0,0.0,0.0,,0.0,08-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Aug-2018 - 00:00,,,,,,,,,,76.46,30.0,13.03,31.16,44.22,1.03,,34.43,0.0,0.0,0.0,,0.0,09-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Aug-2018 - 00:00,,,,,,,,,,76.11,28.23,13.07,30.18,43.19,0.74,,38.35,0.0,0.0,0.0,,0.0,10-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Aug-2018 - 00:00,,,,,,,,,,123.92,44.93,14.96,31.49,46.44,0.47,,40.92,0.0,0.0,0.0,,0.0,11-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Aug-2018 - 00:00,,,,,,,,,,147.0,39.16,15.87,28.89,44.75,0.39,,38.76,0.0,0.0,0.0,,0.0,12-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Aug-2018 - 00:00,,,,,,,,,,126.85,31.05,15.08,27.78,42.87,0.44,,38.03,0.0,0.0,0.0,,0.0,13-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Aug-2018 - 00:00,,,,,,,,,,121.78,33.55,14.86,28.64,43.53,0.47,,41.48,0.0,0.0,0.0,,0.0,14-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Aug-2018 - 00:00,,,,,,,,,,120.75,42.15,14.81,30.9,45.78,0.47,,43.65,0.0,0.0,0.0,,0.0,15-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Aug-2018 - 00:00,,,,,,,,,,120.94,40.1,14.76,30.48,45.27,0.51,,44.94,0.0,0.0,0.0,,0.0,16-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Aug-2018 - 00:00,,,,,,,,,,79.28,27.52,13.19,29.73,42.9,0.72,,44.79,0.0,0.0,0.0,,0.0,17-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Aug-2018 - 00:00,,,,,,,,,,76.98,27.55,13.06,30.0,43.08,0.78,,41.13,0.0,0.0,0.0,,0.0,18-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Aug-2018 - 00:00,,,,,,,,,,71.84,27.24,12.87,30.17,43.05,0.75,,39.15,0.0,0.0,0.0,,0.0,19-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Aug-2018 - 00:00,,,,,,,,,,98.73,38.5,13.95,31.35,45.28,0.67,,38.76,0.0,0.0,0.0,,0.0,20-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Aug-2018 - 00:00,,,,,,,,,,136.68,58.4,17.13,34.77,50.77,0.46,,48.06,0.0,0.0,0.0,,0.0,21-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Aug-2018 - 00:00,,,,,,,,,,57.04,21.9,13.38,28.01,41.3,0.98,,36.46,0.0,0.0,0.0,,0.0,22-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Aug-2018 - 00:00,,,,,,,,,,65.41,23.95,16.16,29.43,46.12,0.89,,34.29,0.0,0.0,0.0,,0.0,23-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Aug-2018 - 00:00,,,,,,,,,,83.88,27.37,73.48,51.5,125.0,0.87,,33.22,0.0,0.0,0.0,,0.0,24-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Aug-2018 - 00:00,,,,,,,,,,134.19,20.91,115.0,77.22,192.55,0.44,,33.54,0.0,0.0,0.0,,0.0,25-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Aug-2018 - 00:00,,,,,,,,,,128.17,27.89,119.62,76.35,194.54,0.47,,33.83,0.0,0.0,0.0,,0.0,26-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
