from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,to date,station
26-Aug-2018 - 00:00,,,,,,,,,,99.71,27.17,68.8,55.24,117.74,0.58,,38.08,0.0,0.0,0.0,,0.0,27-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Aug-2018 - 00:00,,,,,,,,,,54.89,21.52,37.33,37.96,74.92,1.12,,40.59,0.0,0.0,0.0,,0.0,28-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Aug-2018 - 00:00,,,,,,,,,,53.18,24.51,43.52,37.15,81.36,1.4,,36.02,0.0,0.0,0.0,,0.0,29-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Aug-2018 - 00:00,,,,,,,,,,48.43,21.21,53.69,39.88,93.39,1.46,,27.0,0.0,0.0,0.0,,0.0,30-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Aug-2018 - 00:00,,,,,,,,,,118.54,40.96,88.88,66.73,155.94,0.5,,30.61,0.0,0.0,0.0,,0.0,31-Aug-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Aug-2018 - 00:00,,,,,,,,,,176.98,45.8,77.15,58.6,132.45,0.34,,29.17,0.0,0.0,0.0,,0.0,01-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Sep-2018 - 00:00,,,,,,,,,,122.88,39.18,79.57,54.01,110.17,0.58,,28.78,0.0,0.0,0.0,,0.0,02-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Sep-2018 - 00:00,,,,,,,,,,88.38,34.85,77.91,51.44,114.95,0.79,,31.55,0.0,0.0,0.0,,0.0,03-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Sep-2018 - 00:00,,,,,,,,,,70.09,36.1,72.49,47.61,118.51,0.95,,36.24,0.0,0.0,0.0,,0.0,04-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Sep-2018 - 00:00,,,,,,,,,,129.41,58.48,155.47,86.69,244.97,0.45,,29.69,0.0,0.0,0.0,,0.0,05-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Sep-2018 - 00:00,,,,,,,,,,145.0,40.88,124.84,74.61,198.96,0.45,,25.68,0.0,0.0,0.0,,0.0,06-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Sep-2018 - 00:00,,,,,,,,,,172.09,48.6,117.27,74.74,190.23,0.52,,27.08,0.0,0.0,0.0,,0.0,07-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Sep-2018 - 00:00,,,,,,,,,,111.01,41.04,106.88,65.94,167.91,0.56,,28.61,0.0,0.0,0.0,,0.0,08-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Sep-2018 - 00:00,,,,,,,,,,57.91,22.69,55.63,41.09,97.18,0.98,,32.32,0.0,0.0,0.0,,0.0,09-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Sep-2018 - 00:00,,,,,,,,,,44.47,20.77,46.4,37.38,83.41,1.3,,25.0,0.0,0.0,0.0,,0.0,10-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Sep-2018 - 00:00,,,,,,,,,,71.28,29.59,95.33,56.65,143.33,0.81,,24.89,0.0,0.0,0.0,,0.0,11-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Sep-2018 - 00:00,,,,,,,,,,107.41,33.27,142.53,80.03,207.58,0.52,,25.55,0.0,0.0,0.0,,0.0,12-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Sep-2018 - 00:00,,,,,,,,,,128.49,31.96,159.41,87.76,245.06,0.42,,24.58,0.0,0.0,0.0,,0.0,13-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Sep-2018 - 00:00,,,,,,,,,,150.14,32.83,163.82,89.76,253.46,0.41,,24.39,0.0,0.0,0.0,,0.0,14-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Sep-2018 - 00:00,,,,,,,,,,151.15,34.11,170.74,95.07,266.48,0.41,,24.86,0.0,0.0,0.0,,0.0,15-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Sep-2018 - 00:00,,,,,,,,,,158.22,43.51,190.47,105.77,274.73,0.37,,25.88,0.0,0.0,0.0,,0.0,16-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Sep-2018 - 00:00,,,,,,,,,,161.69,45.88,175.79,98.88,252.89,0.36,,25.53,0.0,0.0,0.0,,0.0,17-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Sep-2018 - 00:00,,,,,,,,,,190.27,62.53,188.2,110.92,278.73,0.3,,26.67,0.0,0.0,0.0,,0.0,18-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Sep-2018 - 00:00,,,,,,,,,,193.39,58.53,138.47,95.62,225.68,0.3,,28.86,0.0,0.0,0.0,,0.0,19-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Sep-2018 - 00:00,,,,,,,,,,214.32,61.95,153.85,107.07,234.77,0.29,,29.12,0.0,0.0,0.0,,0.0,20-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Sep-2018 - 00:00,,,,,,,,,,216.99,81.14,141.26,77.52,158.78,0.29,,31.59,0.0,0.0,0.0,,0.0,21-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Sep-2018 - 00:00,,,,,,,,,,99.23,40.25,12.9,15.63,28.47,0.66,,26.63,0.0,0.0,0.0,,0.0,22-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Sep-2018 - 00:00,,,,,,,,,,33.55,16.76,13.24,13.99,23.56,1.88,,24.81,0.0,0.0,0.0,,0.0,23-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Sep-2018 - 00:00,,,,,,,,,,47.62,26.57,7.38,13.04,19.62,1.38,,27.74,0.0,0.0,0.0,,0.0,24-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Sep-2018 - 00:00,,,,,,,,,,38.99,16.79,29.65,23.52,53.0,1.25,0.0,23.7,0.0,0.0,0.0,,0.0,25-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Sep-2018 - 00:00,,,,,,,,,,117.38,25.89,52.04,38.45,90.12,0.0,0.0,23.72,0.0,0.0,0.0,,0.0,26-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Sep-2018 - 00:00,,,,,,,,,,150.98,42.66,63.33,45.25,109.72,0.0,0.0,25.54,0.0,0.0,0.0,,0.0,27-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Sep-2018 - 00:00,,,,,,,,,,228.5,80.24,89.84,57.13,140.29,0.4,0.0,30.83,0.0,0.0,0.0,,0.0,28-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Sep-2018 - 00:00,,,,,,,,,,268.47,89.67,108.75,67.4,178.8,1.17,0.0,27.54,0.0,0.0,0.0,,0.0,29-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Sep-2018 - 00:00,,,,,,,,,,275.12,90.34,90.13,60.97,150.8,0.78,0.0,36.72,0.0,0.0,0.0,,0.0,30-Sep-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Sep-2018 - 00:00,,,,,,,,,,198.48,67.23,55.37,46.06,100.64,0.1,0.0,27.51,0.0,0.0,0.0,,0.0,01-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Oct-2018 - 00:00,,,,,,,,,,255.62,71.21,68.57,52.43,118.11,1.06,0.0,28.11,0.0,0.0,0.0,,0.0,02-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Oct-2018 - 00:00,,,,,,,,,,212.11,,50.59,41.85,79.52,1.22,0.0,30.26,0.0,0.0,0.0,,0.0,03-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Oct-2018 - 00:00,,,,,,,,,,196.26,246.01,39.99,40.46,81.5,1.16,0.0,27.18,0.0,0.0,0.0,,0.0,04-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Oct-2018 - 00:00,,,,,,,,,,275.0,105.48,65.57,43.75,93.2,1.47,0.0,36.61,0.0,0.0,0.0,,0.0,05-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Oct-2018 - 00:00,,,,,,,,,,329.03,135.63,92.74,53.62,134.17,2.41,0.0,37.78,0.0,0.0,0.0,,0.0,06-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Oct-2018 - 00:00,,,,,,,,,,257.09,99.37,77.78,43.29,111.51,1.68,0.0,30.84,0.0,0.0,0.0,,0.0,07-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Oct-2018 - 00:00,,,,,,,,,,283.06,102.43,69.84,41.38,89.75,1.26,0.0,35.83,0.0,0.0,0.0,,0.0,08-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Oct-2018 - 00:00,,,,,,,,,,353.77,172.31,82.26,44.81,106.53,1.35,0.0,37.13,0.0,0.0,0.0,,0.0,09-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,10-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,11-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,12-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,13-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,14-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,,15-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Oct-2018 - 00:00,,,,,,,,,,,10.0,0.67,13.03,2.11,0.13,0.0,33.19,0.0,0.0,0.0,,0.0,16-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Oct-2018 - 00:00,,,,,,,,,,254.89,139.12,8.81,12.79,11.02,0.55,0.0,29.6,0.0,0.0,0.0,,0.0,17-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Oct-2018 - 00:00,,,,,,,,,,292.69,194.03,17.3,22.62,39.91,1.4,0.0,35.6,0.0,0.0,0.0,,0.0,18-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Oct-2018 - 00:00,,,,,,,,,,274.59,205.1,41.0,40.16,81.16,2.74,0.0,33.59,0.0,0.0,0.0,,0.0,19-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Oct-2018 - 00:00,,,,,,,,,,360.92,209.72,12.22,32.17,44.39,1.79,0.0,37.21,0.0,0.0,0.0,,0.0,20-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Oct-2018 - 00:00,,,,,,,,,,359.82,220.16,14.43,35.01,49.44,1.68,0.0,36.29,0.0,0.0,0.0,,0.0,21-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Oct-2018 - 00:00,,,,,,,,,,342.02,221.99,15.24,35.9,51.14,1.56,0.0,32.77,0.0,0.0,0.0,,0.0,22-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Oct-2018 - 00:00,,,,,,,,,,306.99,159.96,10.19,38.07,48.26,1.55,0.0,26.25,0.0,0.0,0.0,,0.0,23-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Oct-2018 - 00:00,,,,,,,,,,331.1,158.49,15.22,40.33,55.57,1.82,0.0,27.1,0.0,0.0,0.0,,0.0,24-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Oct-2018 - 00:00,,,,,,,,,,429.43,274.63,41.29,53.27,94.55,3.02,0.0,42.38,0.0,0.0,0.0,,0.0,25-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Oct-2018 - 00:00,,,,,,,,,,390.91,239.34,31.32,51.64,82.96,2.67,0.0,48.81,0.0,0.0,0.0,,0.0,26-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Oct-2018 - 00:00,,,,,,,,,,408.33,243.08,32.92,61.33,94.24,3.03,0.0,30.44,0.0,0.0,0.0,,0.0,27-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Oct-2018 - 00:00,,,,,,,,,,417.66,290.32,36.25,69.5,105.75,3.8,0.0,30.15,0.0,0.0,0.0,,0.0,28-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Oct-2018 - 00:00,,,,,,,,,,384.88,303.74,16.5,58.67,75.17,3.05,0.0,28.46,0.0,0.0,0.0,,0.0,29-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Oct-2018 - 00:00,,,,,,,,,,422.6,295.97,21.37,56.33,77.7,2.72,0.0,26.5,0.0,0.0,0.0,,0.0,30-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Oct-2018 - 00:00,,,,,,,,,,447.49,332.32,36.72,55.23,91.95,3.42,0.0,29.88,0.0,0.0,0.0,,0.0,31-Oct-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Oct-2018 - 00:00,,,,,,,,,,393.66,331.45,31.86,49.85,81.7,2.83,0.0,29.38,0.0,0.0,0.0,,0.0,01-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Nov-2018 - 00:00,,,,,,,,,,394.73,276.56,42.74,52.94,95.68,3.1,0.0,29.44,0.0,0.0,0.0,,0.0,02-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Nov-2018 - 00:00,,,,,,,,,,334.44,224.86,8.44,25.1,33.54,1.59,0.0,30.7,0.0,0.0,0.0,,0.0,03-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Nov-2018 - 00:00,,,,,,,,,,233.64,160.43,7.31,10.61,17.92,0.5,0.0,31.75,0.0,0.0,0.0,,0.0,04-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Nov-2018 - 00:00,,,,,,,,,,171.03,110.49,7.41,10.82,18.22,0.31,0.0,29.39,0.0,0.0,0.0,,0.0,05-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Nov-2018 - 00:00,,,,,,,,,,459.45,388.67,7.92,8.21,16.13,1.63,0.0,26.72,0.0,0.0,0.0,,0.0,06-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Nov-2018 - 00:00,,,,,,,,,,302.21,192.32,8.9,5.61,14.51,1.46,0.0,25.35,0.0,0.0,0.0,,0.0,07-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Nov-2018 - 00:00,,,,,,,,,,297.6,215.66,10.14,4.22,14.36,1.1,0.0,25.8,0.0,0.0,0.0,,0.0,08-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Nov-2018 - 00:00,,,,,,,,,,530.94,470.42,16.88,6.45,23.33,2.29,0.0,25.95,0.0,0.0,0.0,,0.0,09-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Nov-2018 - 00:00,,,,,,,,,,420.21,322.88,21.29,7.51,28.8,3.25,0.0,26.37,0.0,0.0,0.0,,0.0,10-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Nov-2018 - 00:00,,,,,,,,,,412.09,307.56,24.63,7.79,31.43,3.21,0.0,30.89,0.0,0.0,0.0,,0.0,11-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Nov-2018 - 00:00,,,,,,,,,,397.26,288.11,12.9,5.22,9.83,2.26,0.0,31.22,0.0,0.0,0.0,,0.0,12-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Nov-2018 - 00:00,,,,,,,,,,422.49,285.43,7.12,,0.99,2.23,0.0,32.77,0.0,0.0,0.0,,0.0,13-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Nov-2018 - 00:00,,,,,,,,,,357.41,247.1,7.09,,0.95,0.67,0.0,28.64,0.0,0.0,0.0,,0.0,14-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Nov-2018 - 00:00,,,,,,,,,,181.43,125.32,7.41,0.36,1.59,0.08,0.0,28.05,0.0,0.0,0.0,,0.0,15-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Nov-2018 - 00:00,,,,,,,,,,177.48,103.74,20.58,22.39,24.72,0.6,0.0,26.94,0.0,0.0,0.0,,0.0,16-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Nov-2018 - 00:00,,,,,,,,,,222.34,138.57,15.19,6.01,20.22,1.03,0.0,24.91,0.0,0.0,0.0,,0.0,17-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Nov-2018 - 00:00,,,,,,,,,,252.86,145.25,7.04,4.49,11.52,1.72,0.0,26.41,0.0,0.0,0.0,,0.0,18-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Nov-2018 - 00:00,,,,,,,,,,295.26,183.52,7.01,4.47,11.48,1.68,0.0,28.35,0.0,0.0,0.0,,0.0,19-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Nov-2018 - 00:00,,,,,,,,,,272.85,184.2,9.4,4.01,12.49,0.88,0.0,30.37,0.0,0.0,0.0,,0.0,20-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Nov-2018 - 00:00,,,,,,,,,,331.27,213.23,11.71,2.93,14.64,2.19,0.0,26.8,0.0,0.0,0.0,,0.0,21-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Nov-2018 - 00:00,,,,,,,,,,350.26,209.97,46.72,32.74,77.09,2.2,0.0,26.76,0.0,0.0,0.0,,0.0,22-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Nov-2018 - 00:00,,,,,,,,,,304.82,142.03,100.82,65.96,166.8,2.41,0.0,32.46,0.0,0.0,0.0,,0.0,23-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Nov-2018 - 00:00,,,,,,,,,,345.72,191.56,93.43,66.09,159.5,2.68,0.0,28.15,0.0,0.0,0.0,,0.0,24-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Nov-2018 - 00:00,,,,,,,,,,234.06,104.81,53.49,45.33,98.81,1.54,0.0,26.48,0.0,0.0,0.0,,0.0,25-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Nov-2018 - 00:00,,,,,,,,,,283.92,137.15,82.94,58.92,141.85,1.97,0.0,29.35,0.0,0.0,0.0,,0.0,26-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Nov-2018 - 00:00,,,,,,,,,,385.39,215.56,123.44,76.8,200.24,3.33,0.0,31.26,0.0,0.0,0.0,,0.0,27-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Nov-2018 - 00:00,,,,,,,,,,410.86,246.14,146.96,83.57,230.52,3.75,0.0,29.41,0.0,0.0,0.0,,0.0,28-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Nov-2018 - 00:00,,,,,,,,,,363.36,218.87,129.16,72.76,201.88,3.41,0.0,29.45,0.0,0.0,0.0,,0.0,29-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Nov-2018 - 00:00,,,,,,,,,,383.16,204.88,106.83,67.75,174.61,3.43,0.0,26.49,0.0,0.0,0.0,,0.0,30-Nov-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Nov-2018 - 00:00,,,,,,,,,,381.18,216.15,74.87,44.85,111.73,2.79,0.0,26.81,0.0,0.0,0.0,,0.0,01-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
01-Dec-2018 - 00:00,,,,,,,,,,309.7,153.41,72.87,43.39,116.28,2.97,0.0,27.03,0.0,0.0,0.0,,0.0,02-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
02-Dec-2018 - 00:00,,,,,,,,,,492.09,210.43,139.44,69.78,208.78,4.36,0.0,32.99,0.0,0.0,0.0,,0.0,03-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
03-Dec-2018 - 00:00,,,,,,,,,,549.0,238.4,126.57,68.23,190.2,4.69,0.0,34.54,0.0,0.0,0.0,,0.0,04-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
04-Dec-2018 - 00:00,,,,,,,,,,543.47,254.66,137.21,72.91,210.12,5.12,0.0,33.11,0.0,0.0,0.0,,0.0,05-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
05-Dec-2018 - 00:00,,,,,,,,,,518.55,209.17,124.69,64.7,189.36,4.47,0.0,26.85,0.0,0.0,0.0,,0.0,06-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
06-Dec-2018 - 00:00,,,,,,,,,,523.09,266.63,150.85,78.73,229.57,5.72,0.0,33.0,0.0,0.0,0.0,,0.0,07-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
07-Dec-2018 - 00:00,,,,,,,,,,456.07,228.46,105.44,56.18,161.59,3.55,0.0,30.89,0.0,0.0,0.0,,0.0,08-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
08-Dec-2018 - 00:00,,,,,,,,,,540.78,265.85,114.16,61.06,175.21,3.13,0.0,39.54,0.0,0.0,0.0,,0.0,09-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
09-Dec-2018 - 00:00,,,,,,,,,,576.83,311.18,133.35,68.61,201.95,3.84,0.0,42.99,0.0,0.0,0.0,,0.0,10-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
10-Dec-2018 - 00:00,,,,,,,,,,463.19,311.3,79.42,47.27,119.15,2.61,0.0,45.33,0.0,0.0,0.0,,0.0,11-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
11-Dec-2018 - 00:00,,,,,,,,,,462.88,299.0,62.82,34.84,95.2,1.97,0.0,42.7,0.0,0.0,0.0,,0.0,12-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
12-Dec-2018 - 00:00,,,,,,,,,,217.15,181.59,70.13,44.66,74.3,1.04,0.0,37.26,0.0,0.0,0.0,,0.0,13-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
13-Dec-2018 - 00:00,,,,,,,,,,325.08,110.07,138.47,50.02,180.27,1.29,0.0,35.95,0.0,0.0,0.0,,0.0,14-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
14-Dec-2018 - 00:00,,,,,,,,,,422.29,138.51,268.16,34.3,302.38,1.22,0.0,36.19,0.0,0.0,0.0,,0.0,15-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
15-Dec-2018 - 00:00,,,,,,,,,,285.68,125.04,115.89,49.14,165.03,1.71,0.0,35.73,0.0,0.0,0.0,,0.0,16-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
16-Dec-2018 - 00:00,,,,,,,,,,304.02,151.41,125.99,51.76,177.75,1.86,0.0,38.05,0.0,0.0,0.0,,0.0,17-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
17-Dec-2018 - 00:00,,,,,,,,,,401.7,208.65,176.98,68.85,245.82,3.0,0.0,39.14,0.0,0.0,0.0,,0.0,18-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
18-Dec-2018 - 00:00,,,,,,,,,,387.07,201.75,135.54,63.42,198.98,2.16,0.0,43.57,0.0,0.0,0.0,,0.0,19-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
19-Dec-2018 - 00:00,,,,,,,,,,345.48,192.99,128.05,59.68,187.74,2.3,0.0,41.47,0.0,0.0,0.0,,0.0,20-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
20-Dec-2018 - 00:00,,,,,,,,,,566.94,280.42,198.37,73.33,270.46,3.72,0.0,41.21,0.0,0.0,0.0,,0.0,21-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
21-Dec-2018 - 00:00,,,,,,,,,,459.98,267.01,175.83,66.26,242.09,3.51,0.0,41.34,0.0,0.0,0.0,,0.0,22-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
22-Dec-2018 - 00:00,,,,,,,,,,528.62,354.23,149.54,51.95,201.49,3.39,0.0,41.3,0.0,0.0,0.0,,0.0,23-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
23-Dec-2018 - 00:00,,,,,,,,,,781.48,481.94,208.68,57.25,265.93,4.62,0.0,41.27,0.0,0.0,0.0,,0.0,24-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
24-Dec-2018 - 00:00,,,,,,,,,,612.51,410.0,204.13,56.96,261.09,4.86,0.0,41.25,0.0,0.0,0.0,,0.0,25-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
25-Dec-2018 - 00:00,,,,,,,,,,380.97,260.97,140.36,42.91,183.27,2.36,0.0,41.29,0.0,0.0,0.0,,0.0,26-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
26-Dec-2018 - 00:00,,,,,,,,,,349.27,223.72,120.3,37.87,158.18,2.85,0.0,41.4,0.0,0.0,0.0,,0.0,27-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
27-Dec-2018 - 00:00,,,,,,,,,,431.59,293.65,206.17,55.6,261.77,3.55,0.0,41.3,0.0,0.0,0.0,,0.0,28-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
28-Dec-2018 - 00:00,,,,,,,,,,381.92,245.68,127.12,40.41,165.51,2.54,0.0,38.15,0.0,0.0,0.0,,0.0,29-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
29-Dec-2018 - 00:00,,,,,,,,,,366.72,224.92,145.47,44.33,189.8,3.09,0.0,42.0,0.0,0.0,0.0,,0.0,30-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
30-Dec-2018 - 00:00,,,,,,,,,,513.38,347.69,232.06,63.08,295.14,4.91,0.0,50.42,0.0,0.0,0.0,,0.0,31-Dec-2018 - 00:00,"CRRI Mathura Road, Delhi - IMD"
31-Dec-2018 - 00:00,,,,,,,,,,823.59,487.06,287.8,73.33,361.11,7.59,0.0,48.25,0.0,0.0,0.0,,0.0,01-Jan-2019 - 00:00,"CRRI Mathura Road, Delhi - IMD"
