from date,WS,WD,Gust,Variance,AT,RH,SR,BP,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Xylene,to date,station
13-May-2018 - 00:00,,,,,,,,,,165.43,64.89,17.23,28.81,44.55,0.62,,43.46,0.0,0.0,0.0,0.0,14-May-2018 - 00:00,"Pusa, Delhi - IMD"
14-May-2018 - 00:00,,,,,,,,,,87.5,49.16,13.25,32.12,45.37,0.56,,27.79,0.0,0.0,0.0,0.0,15-May-2018 - 00:00,"Pusa, Delhi - IMD"
15-May-2018 - 00:00,,,,,,,,,,109.34,43.35,10.53,29.99,40.43,0.79,0.0,32.24,0.35,0.0,0.0,0.0,16-May-2018 - 00:00,"Pusa, Delhi - IMD"
16-May-2018 - 00:00,,,,,,,,,,142.11,64.54,6.03,26.21,23.51,0.63,0.0,24.04,1.85,0.0,0.0,0.0,17-May-2018 - 00:00,"Pusa, Delhi - IMD"
17-May-2018 - 00:00,,,,,,,,,,218.07,143.08,306.73,176.69,115.62,0.09,0.0,23.55,0.88,0.0,0.0,0.0,18-May-2018 - 00:00,"Pusa, Delhi - IMD"
18-May-2018 - 00:00,,,,,,,,,,154.95,80.6,220.37,175.65,270.75,0.34,,18.27,4.09,0.0,0.0,0.0,19-May-2018 - 00:00,"Pusa, Delhi - IMD"
19-May-2018 - 00:00,,,,,,,,,,126.18,67.48,251.68,144.91,307.71,1.1,,22.25,0.72,0.0,0.0,0.0,20-May-2018 - 00:00,"Pusa, Delhi - IMD"
20-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,21-May-2018 - 00:00,"Pusa, Delhi - IMD"
21-May-2018 - 00:00,,,,,,,,,,,,,,,,,,,,,,22-May-2018 - 00:00,"Pusa, Delhi - IMD"
22-May-2018 - 00:00,,,,,,,,,,238.24,135.74,295.92,141.73,437.8,0.0,,14.43,0.0,0.0,0.0,0.0,23-May-2018 - 00:00,"Pusa, Delhi - IMD"
23-May-2018 - 00:00,,,,,,,,,,238.3,134.61,293.6,141.1,434.9,0.0,,14.43,0.0,0.0,0.0,0.0,24-May-2018 - 00:00,"Pusa, Delhi - IMD"
24-May-2018 - 00:00,4.88,265.6,16.61,31.53,32.45,7.35,322.73,971.14,14.0,238.3,134.61,293.6,141.1,303.85,0.0,0.0,14.43,0.0,0.0,0.0,0.0,25-May-2018 - 00:00,"Pusa, Delhi - IMD"
25-May-2018 - 00:00,2.77,291.23,25.66,22.48,32.1,6.56,237.23,970.15,14.0,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26-May-2018 - 00:00,"Pusa, Delhi - IMD"
26-May-2018 - 00:00,4.36,231.45,19.72,23.59,32.84,8.69,290.07,969.39,13.97,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,27-May-2018 - 00:00,"Pusa, Delhi - IMD"
27-May-2018 - 00:00,2.85,122.68,12.73,23.4,30.36,12.99,216.62,968.46,13.98,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,28-May-2018 - 00:00,"Pusa, Delhi - IMD"
28-May-2018 - 00:00,2.02,167.86,11.87,27.39,30.78,15.18,249.41,966.67,13.98,96.46,37.65,207.97,23.83,1.44,0.49,0.0,22.06,0.39,0.0,0.0,0.0,29-May-2018 - 00:00,"Pusa, Delhi - IMD"
29-May-2018 - 00:00,12.6,128.19,27.07,21.24,27.06,30.12,33.21,967.28,13.99,170.3,61.95,,12.1,0.0,1.1,,36.51,3.6,0.0,0.0,0.0,30-May-2018 - 00:00,"Pusa, Delhi - IMD"
30-May-2018 - 00:00,7.06,145.56,15.75,19.73,26.54,32.47,230.51,969.27,13.99,143.31,38.23,162.9,22.9,6.3,0.62,0.0,40.84,0.95,0.0,0.0,0.0,31-May-2018 - 00:00,"Pusa, Delhi - IMD"
31-May-2018 - 00:00,5.45,124.55,16.79,21.06,28.48,30.75,216.87,970.61,13.98,143.12,52.63,,,0.0,0.79,,29.93,0.0,0.0,0.0,0.0,01-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
01-Jun-2018 - 00:00,8.14,125.04,17.23,22.53,26.03,39.06,249.07,971.94,13.99,189.32,63.54,29.46,10.86,19.53,0.66,,38.44,0.0,0.0,0.0,0.0,02-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
02-Jun-2018 - 00:00,5.53,131.56,17.48,22.66,22.89,36.79,227.72,974.41,14.0,91.54,32.84,23.44,5.96,29.4,0.54,,40.08,0.0,0.0,0.0,0.0,03-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
03-Jun-2018 - 00:00,,,,,,,,,,92.45,40.61,23.34,5.77,29.11,0.62,,35.45,0.0,0.0,0.0,0.0,04-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
04-Jun-2018 - 00:00,,,,,,,,,,116.61,44.39,23.62,4.73,28.32,0.64,,39.55,0.0,0.0,0.0,0.0,05-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
05-Jun-2018 - 00:00,,,,,,,,,,74.19,48.02,27.1,4.49,28.35,0.6,0.0,35.54,1.73,0.0,0.0,0.0,06-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
06-Jun-2018 - 00:00,,,,,,,,,,99.2,47.54,29.75,6.25,34.12,0.75,0.0,35.47,3.67,0.0,0.0,0.0,07-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
07-Jun-2018 - 00:00,,,,,,,,,,105.13,55.52,22.31,6.29,28.59,0.75,,33.37,0.0,0.0,0.0,0.0,08-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
08-Jun-2018 - 00:00,,,,,,,,,,119.42,52.73,22.09,4.42,26.51,0.69,,37.85,0.0,0.0,0.0,0.0,09-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
09-Jun-2018 - 00:00,,,,,,,,,,119.01,54.53,22.25,3.5,25.75,0.67,,26.73,0.0,0.0,0.0,0.0,10-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
10-Jun-2018 - 00:00,,,,,,,,,,95.75,61.68,24.62,4.99,29.61,1.12,,20.14,0.0,0.0,0.0,0.0,11-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
11-Jun-2018 - 00:00,,,,,,,,,,157.85,60.32,23.91,4.63,28.56,1.01,,23.2,0.0,0.0,0.0,0.0,12-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
12-Jun-2018 - 00:00,,,,,,,,,,379.7,168.65,22.37,2.77,25.14,2.31,,19.88,0.0,0.0,0.0,0.0,13-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
13-Jun-2018 - 00:00,,,,,,,,,,832.41,303.51,21.78,1.28,23.06,2.6,,17.45,0.0,0.0,0.0,0.0,14-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
14-Jun-2018 - 00:00,,,,,,,,,,682.52,216.17,21.57,1.44,23.01,2.3,,18.07,0.0,0.0,0.0,0.0,15-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
15-Jun-2018 - 00:00,,,,,,,,,,552.76,152.32,21.73,1.73,23.46,1.68,,17.76,0.0,0.0,0.0,0.0,16-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
16-Jun-2018 - 00:00,,,,,,,,,,419.65,133.31,21.75,1.51,23.26,0.82,,17.73,0.0,0.0,0.0,0.0,17-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
17-Jun-2018 - 00:00,,,,,,,,,,206.49,93.05,21.75,1.39,23.15,1.21,,17.92,0.0,0.0,0.0,0.0,18-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
18-Jun-2018 - 00:00,,,,,,,,,,110.77,50.37,21.84,1.4,23.24,1.57,,17.89,0.0,0.0,0.0,0.0,19-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
19-Jun-2018 - 00:00,,,,,,,,,,112.37,66.84,22.74,2.32,25.05,1.31,,22.17,0.81,0.0,0.0,0.0,20-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
20-Jun-2018 - 00:00,,,,,,,,,,155.38,62.15,20.14,7.16,26.79,1.18,,26.92,0.84,0.0,0.0,0.0,21-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
21-Jun-2018 - 00:00,,,,,,,,,,192.59,75.54,10.88,16.38,27.26,0.37,,25.1,0.31,0.0,0.0,0.0,22-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
22-Jun-2018 - 00:00,,,,,,,,,,163.18,62.79,12.49,16.93,29.42,0.25,,28.51,1.5,0.0,0.03,0.04,23-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
23-Jun-2018 - 00:00,,,,,,,,,,151.36,59.18,11.58,16.46,28.04,0.21,,26.99,0.18,0.02,0.48,0.16,24-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
24-Jun-2018 - 00:00,,,,,,,,,,128.21,47.17,11.35,15.38,26.73,0.09,,23.98,0.0,0.03,0.75,1.71,25-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
25-Jun-2018 - 00:00,,,,,,,,,,215.88,66.87,11.9,15.32,27.22,0.08,,21.81,0.0,0.01,0.95,4.84,26-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
26-Jun-2018 - 00:00,,,,,,,,,,100.45,46.72,10.79,15.32,26.11,0.11,,19.39,0.0,0.0,0.57,1.74,27-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
27-Jun-2018 - 00:00,,,,,,,,,,72.47,55.0,11.48,15.16,26.64,0.09,,23.19,0.0,0.06,0.0,0.02,28-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
28-Jun-2018 - 00:00,,,,,,,,,,32.61,50.93,11.91,14.64,26.55,0.06,,17.81,0.74,0.0,0.07,0.37,29-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
29-Jun-2018 - 00:00,,,,,,,,,,41.74,59.78,11.9,14.58,26.48,0.19,,18.48,0.73,0.0,0.01,0.01,30-Jun-2018 - 00:00,"Pusa, Delhi - IMD"
30-Jun-2018 - 00:00,,,,,,,,,,49.07,65.6,12.8,14.62,27.41,0.39,,16.06,0.0,0.0,0.07,0.44,01-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
01-Jul-2018 - 00:00,,,,,,,,,,40.22,38.43,13.36,14.37,27.73,0.15,,15.49,0.0,0.0,0.23,1.75,02-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
02-Jul-2018 - 00:00,,,,,,,,,,66.05,33.06,11.66,28.25,39.9,0.05,,15.84,0.53,0.02,0.04,0.86,03-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
03-Jul-2018 - 00:00,,,,,,,,,,84.06,33.46,11.63,39.62,51.06,0.19,,19.0,1.14,0.18,0.9,0.26,04-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
04-Jul-2018 - 00:00,,,,,,,,,,94.8,52.23,25.04,48.97,74.01,0.15,,17.23,0.09,0.09,2.14,0.42,05-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
05-Jul-2018 - 00:00,,,,,,,,,,93.35,53.99,42.48,73.44,97.36,1.01,,28.26,0.1,0.05,1.11,0.01,06-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
06-Jul-2018 - 00:00,,,,,,,,,,105.31,41.95,14.9,48.24,63.14,0.88,,19.68,0.04,0.0,0.01,0.75,07-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
07-Jul-2018 - 00:00,,,,,,,,,,104.18,41.46,12.18,46.35,58.53,0.88,,19.66,0.16,0.0,0.0,0.02,08-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
08-Jul-2018 - 00:00,,,,,,,,,,115.39,45.75,12.1,47.7,59.8,0.78,,23.72,0.24,0.0,0.0,0.02,09-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
09-Jul-2018 - 00:00,,,,,,,,,,119.85,52.38,17.75,47.29,58.56,0.68,0.0,26.43,0.42,0.0,0.01,0.04,10-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
10-Jul-2018 - 00:00,,,,,,,,,,79.91,38.64,18.7,45.46,64.16,0.47,,15.92,0.34,0.0,0.0,0.01,11-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
11-Jul-2018 - 00:00,,,,,,,,,,73.47,27.51,19.73,45.99,65.72,0.22,,19.08,0.26,0.0,0.0,0.02,12-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
12-Jul-2018 - 00:00,,,,,,,,,,92.54,34.26,26.41,52.85,79.26,0.2,,27.88,0.27,0.01,0.0,0.47,13-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
13-Jul-2018 - 00:00,,,,,,,,,,37.78,17.65,27.74,52.59,80.34,0.24,,12.3,0.23,0.12,0.0,0.3,14-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
14-Jul-2018 - 00:00,,,,,,,,,,47.9,22.31,39.86,59.44,99.3,0.24,,10.56,0.28,0.06,0.0,0.33,15-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
15-Jul-2018 - 00:00,,,,,,,,,,44.85,43.31,30.79,53.71,84.5,0.22,,13.21,0.26,0.0,0.0,0.08,16-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
16-Jul-2018 - 00:00,,,,,,,,,,47.49,20.8,35.69,57.09,92.78,0.24,,10.14,0.22,0.01,0.16,0.26,17-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
17-Jul-2018 - 00:00,,,,,,,,,,56.09,19.99,38.35,57.67,96.02,0.24,,16.87,0.28,0.01,0.0,0.1,18-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
18-Jul-2018 - 00:00,,,,,,,,,,62.43,23.42,27.91,51.12,79.02,0.21,,17.1,0.36,0.12,0.0,0.25,19-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
19-Jul-2018 - 00:00,,,,,,,,,,57.23,22.87,21.39,48.46,69.85,0.17,,15.85,0.32,0.0,0.0,0.01,20-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
20-Jul-2018 - 00:00,,,,,,,,,,49.54,22.43,24.57,50.31,74.87,0.23,,12.6,0.32,0.0,0.0,0.02,21-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
21-Jul-2018 - 00:00,,,,,,,,,,61.78,27.78,32.16,54.24,86.4,0.31,,14.19,0.12,0.0,0.0,0.15,22-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
22-Jul-2018 - 00:00,,,,,,,,,,31.18,14.5,26.04,49.87,75.91,0.93,,10.84,0.0,0.0,0.09,0.07,23-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
23-Jul-2018 - 00:00,,,,,,,,,,41.67,17.19,27.23,52.77,80.0,0.44,,13.78,0.0,0.0,0.01,0.0,24-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
24-Jul-2018 - 00:00,,,,,,,,,,62.55,26.88,22.19,49.14,71.33,0.3,,20.61,0.0,0.0,0.0,0.0,25-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
25-Jul-2018 - 00:00,,,,,,,,,,50.05,24.79,22.99,38.07,61.06,0.16,,15.53,1.03,0.0,0.0,0.0,26-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
26-Jul-2018 - 00:00,,,,,,,,,,31.7,16.65,26.08,29.39,55.47,0.36,,16.1,0.81,0.0,0.0,0.0,27-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
27-Jul-2018 - 00:00,,,,,,,,,,23.35,13.52,24.52,28.61,53.13,0.21,,16.69,0.0,0.0,0.0,0.0,28-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
28-Jul-2018 - 00:00,,,,,,,,,,36.82,19.22,26.78,29.26,56.04,0.31,,19.89,0.0,0.0,0.0,0.0,29-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
29-Jul-2018 - 00:00,,,,,,,,,,82.8,32.15,27.69,29.68,57.37,0.52,,22.67,0.0,0.0,0.0,0.0,30-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
30-Jul-2018 - 00:00,,,,,,,,,,80.57,29.49,24.16,27.92,52.07,0.15,,23.44,0.0,0.0,0.0,0.0,31-Jul-2018 - 00:00,"Pusa, Delhi - IMD"
31-Jul-2018 - 00:00,,,,,,,,,,118.33,42.92,24.86,29.43,54.29,0.13,,26.01,0.05,0.0,0.01,0.23,01-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
01-Aug-2018 - 00:00,,,,,,,,,,139.8,50.28,26.19,29.27,55.46,0.13,,23.49,0.05,0.0,0.01,0.16,02-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
02-Aug-2018 - 00:00,,,,,,,,,,205.81,65.03,28.63,28.85,57.46,0.11,,26.3,0.09,0.07,0.11,0.02,03-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
03-Aug-2018 - 00:00,,,,,,,,,,182.81,60.35,25.8,31.35,57.15,0.11,,28.8,0.22,0.12,1.09,0.1,04-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
04-Aug-2018 - 00:00,,,,,,,,,,198.96,65.08,27.2,32.78,59.98,0.12,,28.28,0.22,0.02,2.27,0.06,05-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
05-Aug-2018 - 00:00,,,,,,,,,,187.07,62.71,29.26,33.58,62.84,0.12,,27.19,0.22,0.01,3.58,0.16,06-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
06-Aug-2018 - 00:00,,,,,,,,,,100.49,43.27,31.09,35.2,66.29,0.18,,28.39,0.23,0.06,4.31,0.22,07-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
07-Aug-2018 - 00:00,,,,,,,,,,73.61,35.64,28.98,34.34,63.32,0.21,,30.51,0.23,0.07,6.45,0.4,08-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
08-Aug-2018 - 00:00,,,,,,,,,,47.58,22.1,29.75,34.44,64.19,0.24,,29.87,0.25,1.24,7.18,0.47,09-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
09-Aug-2018 - 00:00,,,,,,,,,,57.02,23.47,28.69,34.2,62.89,0.21,,35.66,0.24,0.36,6.99,0.65,10-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
10-Aug-2018 - 00:00,,,,,,,,,,60.87,26.32,32.05,36.72,68.77,0.3,,34.19,0.25,1.02,8.3,1.0,11-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
11-Aug-2018 - 00:00,,,,,,,,,,63.13,24.83,25.24,31.29,56.54,0.15,,56.25,0.23,0.12,3.74,0.75,12-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
12-Aug-2018 - 00:00,,,,,,,,,,54.84,19.41,23.94,31.08,55.02,0.14,,42.38,0.23,0.05,2.09,0.28,13-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
13-Aug-2018 - 00:00,,,,,,,,,,60.77,23.6,29.61,34.69,64.3,0.2,,35.65,0.23,0.04,2.17,0.25,14-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
14-Aug-2018 - 00:00,,,,,,,,,,75.51,31.51,27.73,34.91,62.64,0.24,,36.77,0.25,0.11,2.42,0.48,15-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
15-Aug-2018 - 00:00,,,,,,,,,,79.08,30.39,26.0,32.47,58.46,0.17,,34.66,0.24,0.0,5.08,0.15,16-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
16-Aug-2018 - 00:00,,,,,,,,,,52.61,22.7,30.56,34.9,65.45,0.36,,33.29,0.25,0.0,6.0,0.09,17-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
17-Aug-2018 - 00:00,,,,,,,,,,54.42,24.44,36.63,36.54,73.17,0.32,,29.96,0.26,0.03,5.8,0.62,18-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
18-Aug-2018 - 00:00,,,,,,,,,,50.09,20.34,26.99,33.18,60.12,0.37,,29.32,0.25,0.0,0.76,0.15,19-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
19-Aug-2018 - 00:00,,,,,,,,,,64.99,30.63,32.99,38.15,71.13,0.31,,31.19,0.26,0.0,0.0,0.12,20-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
20-Aug-2018 - 00:00,,,,,,,,,,75.81,35.65,41.01,42.35,83.35,0.42,,37.14,0.27,0.1,3.51,0.43,21-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
21-Aug-2018 - 00:00,,,,,,,,,,42.97,15.4,29.13,35.85,64.98,1.89,,33.21,0.19,0.08,0.49,0.26,22-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
22-Aug-2018 - 00:00,,,,,,,,,,41.58,17.47,34.59,37.27,71.86,0.32,,12.03,0.0,0.0,0.0,0.03,23-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
23-Aug-2018 - 00:00,,,,,,,,,,41.29,17.24,34.45,34.64,69.09,0.25,,7.27,0.0,0.0,0.21,0.11,24-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
24-Aug-2018 - 00:00,,,,,,,,,,52.38,19.42,27.97,32.66,60.63,0.72,,9.87,0.13,0.0,0.11,0.38,25-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
25-Aug-2018 - 00:00,,,,,,,,,,46.55,14.66,24.56,30.02,54.58,0.16,,11.21,0.24,0.0,0.09,0.0,26-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
26-Aug-2018 - 00:00,,,,,,,,,,53.59,19.25,23.32,29.72,53.05,0.19,,12.01,0.24,0.0,0.0,0.25,27-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
27-Aug-2018 - 00:00,,,,,,,,,,47.07,19.43,24.37,32.31,56.69,0.27,,11.31,0.22,0.0,0.02,0.26,28-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
28-Aug-2018 - 00:00,,,,,,,,,,36.26,14.87,27.38,31.91,59.29,0.32,,9.29,0.2,0.0,0.1,0.14,29-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
29-Aug-2018 - 00:00,,,,,,,,,,37.57,21.79,27.55,31.66,59.21,0.37,,7.77,0.38,0.0,0.15,0.17,30-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
30-Aug-2018 - 00:00,,,,,,,,,,58.56,52.9,34.42,35.69,70.11,0.66,,12.98,0.41,0.0,0.24,0.56,31-Aug-2018 - 00:00,"Pusa, Delhi - IMD"
31-Aug-2018 - 00:00,,,,,,,,,,108.91,54.65,28.23,35.65,57.73,0.46,,11.26,0.43,0.0,0.09,0.46,01-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
01-Sep-2018 - 00:00,,,,,,,,,,73.23,40.36,21.62,25.04,46.66,0.67,,9.24,0.36,0.02,0.02,0.03,02-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
02-Sep-2018 - 00:00,,,,,,,,,,46.86,30.49,21.6,25.06,46.66,0.54,,12.84,0.32,0.01,0.05,0.6,03-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
03-Sep-2018 - 00:00,,,,,,,,,,48.7,43.14,21.28,24.88,46.16,0.62,,16.91,0.33,0.02,0.01,3.29,04-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
04-Sep-2018 - 00:00,,,,,,,,,,63.22,55.16,21.32,24.88,46.12,0.73,,15.63,0.17,0.01,0.03,0.34,05-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
05-Sep-2018 - 00:00,,,,,,,,,,53.88,35.42,29.15,72.6,80.81,0.53,,10.6,0.0,0.0,0.02,0.33,06-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
06-Sep-2018 - 00:00,,,,,,,,,,77.09,43.11,44.55,77.19,121.74,0.57,,10.9,0.0,0.0,0.07,0.07,07-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
07-Sep-2018 - 00:00,,,,,,,,,,60.73,62.37,52.33,65.26,117.59,0.72,,11.62,1.99,0.01,0.01,0.9,08-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
08-Sep-2018 - 00:00,,,,,,,,,,55.27,38.04,49.32,54.67,103.98,0.61,,10.92,2.63,0.0,0.02,0.05,09-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
09-Sep-2018 - 00:00,,,,,,,,,,40.47,20.68,45.31,53.35,98.66,0.51,,9.44,1.54,0.01,0.27,0.56,10-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
10-Sep-2018 - 00:00,,,,,,,,,,63.48,51.25,31.19,42.58,68.01,2.62,,12.37,2.29,0.0,0.02,0.98,11-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
11-Sep-2018 - 00:00,,,,,,,,,,61.07,31.29,8.65,28.46,37.11,0.17,0.0,11.6,1.69,0.0,0.01,0.13,12-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
12-Sep-2018 - 00:00,,,,,,,,,,89.33,30.21,5.89,24.62,30.51,0.27,,11.01,1.41,0.0,0.0,0.12,13-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
13-Sep-2018 - 00:00,,,,,,,,,,99.47,27.4,2.26,25.66,27.43,0.24,,12.16,1.6,0.0,0.0,0.2,14-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
14-Sep-2018 - 00:00,,,,,,,,,,97.8,38.34,7.28,23.94,23.75,0.33,,13.17,2.01,0.0,0.03,0.18,15-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
15-Sep-2018 - 00:00,,,,,,,,,,94.2,21.51,7.67,22.51,19.81,0.35,,10.66,1.68,0.0,0.01,0.47,16-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
16-Sep-2018 - 00:00,,,,,,,,,,111.17,25.35,0.83,21.43,14.68,0.33,,9.19,1.93,0.0,0.0,0.0,17-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
17-Sep-2018 - 00:00,,,,,,,,,,140.05,33.73,1.66,21.84,14.27,0.37,,11.87,1.98,0.0,0.0,0.0,18-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
18-Sep-2018 - 00:00,,,,,,,,,,156.27,34.75,,22.73,14.11,0.38,,12.92,2.34,0.0,0.0,0.0,19-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
19-Sep-2018 - 00:00,,,,,,,,,,148.06,35.71,0.74,23.37,16.35,0.43,,14.52,3.23,0.0,0.0,0.0,20-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
20-Sep-2018 - 00:00,,,,,,,,,,170.1,51.7,13.59,24.96,30.45,0.48,,21.39,4.54,0.0,0.0,0.0,21-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
21-Sep-2018 - 00:00,,,,,,,,,,86.33,28.75,13.12,15.3,28.42,0.32,,12.09,2.83,0.0,0.0,0.0,22-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
22-Sep-2018 - 00:00,,,,,,,,,,37.49,12.71,11.25,14.08,25.33,0.27,,7.63,1.64,0.0,0.0,0.0,23-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
23-Sep-2018 - 00:00,,,,,,,,,,51.09,17.26,11.12,13.78,24.9,0.27,,7.93,1.53,0.0,0.0,0.0,24-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
24-Sep-2018 - 00:00,,,,,,,,,,28.07,9.52,11.61,13.81,25.42,0.3,,8.27,1.38,0.0,0.0,0.0,25-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
25-Sep-2018 - 00:00,,,,,,,,,,40.09,11.53,10.71,13.33,24.04,0.37,,8.36,1.91,0.0,0.0,0.0,26-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
26-Sep-2018 - 00:00,,,,,,,,,,81.88,25.83,34.55,18.39,46.57,0.44,,10.03,3.31,0.0,0.0,0.0,27-Sep-2018 - 00:00,"Pusa, Delhi - IMD"
