from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,RH,WS,WD,VWS,RF,SR,BP,to date,station
10-Sep-2018 - 00:00,,,,,2.74,0.86,27.97,34.44,66.6,3.57,90.02,0.61,175.09,-0.02,0.49,,993.64,11-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Sep-2018 - 00:00,,,,,4.2,0.59,33.14,37.17,71.9,2.94,85.67,0.67,223.22,0.02,0.0,,992.63,12-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Sep-2018 - 00:00,,,,,4.83,0.52,35.49,38.14,74.08,4.12,80.88,0.75,223.02,0.03,0.06,,989.93,13-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Sep-2018 - 00:00,,,,,6.62,0.51,29.52,37.4,64.34,3.13,80.12,0.69,251.21,0.03,0.0,,989.33,14-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Sep-2018 - 00:00,,,,,60.73,0.46,31.47,40.42,64.32,2.42,81.51,0.69,182.4,0.02,0.51,,991.08,15-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Sep-2018 - 00:00,,,,,66.39,0.45,21.8,31.62,57.53,3.6,83.4,0.73,172.87,0.03,0.01,,991.97,16-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Sep-2018 - 00:00,,,,,,0.48,24.02,43.91,97.47,6.96,82.83,0.83,173.48,0.04,0.0,,990.42,17-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Sep-2018 - 00:00,,,,,,0.45,33.24,49.2,102.06,4.22,76.19,0.76,178.47,0.05,0.0,,988.8,18-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Sep-2018 - 00:00,19.84,9.53,29.37,15.03,6.49,0.47,40.96,49.48,98.12,3.89,74.25,0.79,175.2,0.04,0.0,,988.84,19-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Sep-2018 - 00:00,16.69,12.32,29.01,27.78,12.35,0.38,44.28,49.92,85.04,3.59,75.84,0.87,90.08,0.05,0.0,,988.95,20-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Sep-2018 - 00:00,13.59,8.64,22.27,18.03,22.21,0.18,34.43,21.96,32.67,2.85,81.66,0.62,104.61,0.04,0.26,,989.7,21-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Sep-2018 - 00:00,12.49,8.49,20.98,18.63,22.57,0.22,37.3,11.94,19.94,2.57,89.43,0.72,139.83,0.03,0.04,,992.29,22-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Sep-2018 - 00:00,11.82,7.42,19.24,14.63,22.0,0.24,27.51,20.11,35.67,2.48,87.85,0.57,144.74,0.02,0.01,,996.59,23-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Sep-2018 - 00:00,12.34,7.45,19.79,12.97,24.04,0.27,24.17,21.28,38.87,2.54,80.71,0.75,215.79,0.04,0.0,,996.21,24-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Sep-2018 - 00:00,15.3,6.07,21.48,7.84,21.66,0.62,23.84,35.33,69.35,5.6,78.24,0.74,221.14,0.04,0.0,,993.68,25-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Sep-2018 - 00:00,14.81,5.75,20.55,7.9,16.02,0.65,33.4,60.24,99.95,3.63,79.89,0.67,213.18,0.05,0.06,,992.12,26-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Sep-2018 - 00:00,15.14,6.45,21.6,7.49,13.97,0.82,28.11,58.04,92.85,5.65,79.82,0.63,217.91,0.04,0.0,,992.02,27-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Sep-2018 - 00:00,14.18,6.5,20.68,9.2,13.38,0.52,37.27,34.95,93.78,3.55,77.42,0.69,207.96,0.05,0.0,,992.65,28-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Sep-2018 - 00:00,,,,,13.19,0.5,24.39,0.0,91.74,3.67,86.79,0.67,211.64,0.04,0.0,,993.75,29-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Sep-2018 - 00:00,18.76,5.72,24.48,5.91,15.9,1.06,63.99,65.38,134.31,6.08,66.81,0.96,224.23,0.06,0.0,,992.84,30-Sep-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Sep-2018 - 00:00,17.31,6.16,23.53,8.99,18.88,0.58,43.58,64.03,116.13,6.82,65.06,0.71,212.18,0.05,0.0,,993.36,01-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Oct-2018 - 00:00,17.66,6.3,23.95,7.53,22.71,0.62,46.06,54.1,108.9,6.82,58.93,0.63,229.13,-0.01,0.0,,993.7,02-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Oct-2018 - 00:00,17.33,5.57,22.9,7.5,20.57,0.89,49.84,64.04,127.7,7.7,63.64,0.67,225.75,-0.05,0.0,99.22,993.87,03-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Oct-2018 - 00:00,19.99,7.79,27.79,3.55,16.8,0.83,48.74,71.78,139.99,9.41,64.73,0.66,214.48,-0.01,0.0,99.37,994.01,04-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Oct-2018 - 00:00,16.27,10.89,27.15,8.92,7.46,0.71,45.9,67.08,132.76,11.26,66.28,0.72,145.83,-0.02,0.0,,995.01,05-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Oct-2018 - 00:00,15.93,9.63,25.55,7.12,4.09,0.7,48.89,79.31,131.1,6.81,69.67,0.59,142.67,0.0,0.0,,995.65,06-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Oct-2018 - 00:00,17.58,9.35,26.93,4.4,8.24,0.71,43.41,67.46,119.44,9.3,65.46,0.61,174.8,-0.01,0.0,,995.31,07-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Oct-2018 - 00:00,17.57,9.05,26.25,5.35,6.51,0.72,48.22,83.59,161.46,10.64,55.46,0.72,183.45,-0.0,0.0,,994.9,08-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Oct-2018 - 00:00,13.7,12.06,25.44,5.3,7.39,0.97,47.87,100.4,168.95,18.51,63.69,0.58,214.47,-0.09,0.0,337.86,871.23,09-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Oct-2018 - 00:00,5.49,15.67,20.37,12.62,5.33,0.82,44.5,97.25,159.27,9.29,60.79,0.64,149.18,-1.15,0.0,108.82,814.71,10-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Oct-2018 - 00:00,4.11,9.2,13.32,12.93,1.95,0.48,35.23,50.06,91.3,4.21,81.48,0.73,127.96,0.12,0.04,123.62,994.15,11-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Oct-2018 - 00:00,3.88,10.97,12.9,17.13,0.74,0.24,11.78,13.87,21.61,1.82,94.21,0.57,117.17,0.11,0.13,35.83,994.23,12-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Oct-2018 - 00:00,7.13,12.74,15.81,24.46,0.52,0.3,14.51,19.19,26.98,2.13,94.5,0.63,147.93,0.11,0.02,48.69,995.01,13-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Oct-2018 - 00:00,4.5,15.62,20.12,27.89,0.92,0.35,25.02,19.92,29.81,5.01,91.27,0.82,165.25,0.13,0.02,63.88,995.34,14-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Oct-2018 - 00:00,1.45,20.57,22.0,30.75,1.02,0.68,8.43,29.65,52.83,6.55,97.52,0.66,276.02,0.11,0.0,69.44,995.73,15-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,16-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Oct-2018 - 00:00,44.16,12.97,56.98,10.03,5.2,0.86,78.56,65.37,112.67,8.81,52.74,0.68,184.09,0.08,0.0,247.45,996.98,17-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Oct-2018 - 00:00,47.13,32.93,80.05,6.35,5.23,1.21,48.96,101.82,159.08,13.44,69.31,0.65,198.53,0.08,0.0,169.43,995.59,18-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Oct-2018 - 00:00,41.11,17.09,58.2,7.09,4.11,1.05,57.84,79.75,129.64,8.08,66.71,0.62,209.16,0.08,0.0,196.55,994.54,19-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Oct-2018 - 00:00,,,,,,,,,,,,,,,,,,20-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Oct-2018 - 00:00,47.22,20.04,66.99,8.24,6.55,1.13,21.76,50.89,129.0,10.02,44.83,0.81,155.24,0.19,0.0,216.61,996.7,21-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Oct-2018 - 00:00,40.0,23.45,63.45,15.13,7.04,0.93,18.84,90.05,140.63,7.02,63.61,0.73,199.43,0.09,0.0,168.87,997.57,22-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Oct-2018 - 00:00,37.15,14.78,51.87,11.58,7.46,0.73,25.14,82.31,141.27,7.89,63.58,0.66,217.42,0.0,0.0,162.3,996.32,23-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Oct-2018 - 00:00,25.43,9.95,35.36,25.07,5.08,0.58,28.28,73.44,126.71,4.31,64.3,0.77,186.42,0.12,0.0,163.89,996.6,24-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Oct-2018 - 00:00,38.07,31.06,69.09,19.05,6.55,0.64,27.63,49.85,106.81,5.63,55.5,0.84,243.72,0.32,0.0,174.05,997.52,25-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Oct-2018 - 00:00,61.47,36.14,97.6,15.57,13.99,0.88,26.4,89.12,140.29,10.68,57.88,0.66,190.72,0.32,0.0,166.1,998.9,26-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Oct-2018 - 00:00,60.83,37.72,98.54,19.37,12.97,0.74,24.6,68.6,126.16,16.92,58.25,0.76,217.71,0.32,0.0,150.47,989.03,27-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Oct-2018 - 00:00,64.03,42.98,107.02,22.34,8.87,0.76,17.52,67.62,112.72,13.63,63.09,0.82,194.3,0.32,0.0,156.17,979.63,28-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Oct-2018 - 00:00,44.97,32.43,77.39,22.18,7.17,0.58,26.96,81.13,130.25,14.06,67.96,0.72,195.19,0.31,0.0,118.56,979.22,29-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Oct-2018 - 00:00,37.44,25.08,62.52,20.24,3.56,0.54,18.15,40.39,76.41,5.54,80.24,0.74,110.19,0.33,0.0,118.13,995.19,30-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Oct-2018 - 00:00,54.62,29.39,84.01,17.51,3.33,0.38,13.84,33.82,60.13,5.69,77.22,0.84,95.39,0.32,0.0,131.5,,31-Oct-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
31-Oct-2018 - 00:00,63.54,38.26,101.73,15.05,3.76,1.06,9.15,95.79,79.97,19.25,70.17,0.68,118.79,0.26,0.0,68.27,,01-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Nov-2018 - 00:00,44.06,25.21,69.27,27.72,3.44,0.51,15.39,43.71,69.69,6.96,71.94,0.78,146.93,0.22,0.0,144.42,,02-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Nov-2018 - 00:00,50.37,22.11,72.45,19.92,4.35,0.83,15.18,60.22,111.95,17.83,70.84,0.67,187.13,0.29,0.0,121.71,,03-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Nov-2018 - 00:00,47.59,21.54,69.14,19.8,4.96,1.0,16.17,90.14,134.44,10.49,71.85,0.7,176.16,0.29,0.0,93.26,,04-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Nov-2018 - 00:00,46.08,16.34,62.42,21.03,6.14,1.17,22.84,83.11,125.85,13.91,68.79,0.67,222.78,0.3,0.0,129.9,,05-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Nov-2018 - 00:00,50.58,16.31,66.9,18.87,5.63,0.89,21.06,83.9,138.76,9.36,66.97,0.62,229.72,0.29,0.0,105.04,,06-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Nov-2018 - 00:00,42.03,13.74,55.77,21.31,8.3,0.7,30.74,96.99,146.51,11.4,59.25,0.81,228.8,0.3,0.0,130.02,,07-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Nov-2018 - 00:00,32.43,10.32,42.75,20.91,6.31,0.74,40.66,102.27,143.91,7.93,52.5,0.96,210.71,0.3,0.0,114.58,,08-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Nov-2018 - 00:00,43.47,12.35,55.82,20.16,11.15,0.89,38.87,116.86,161.91,10.88,53.9,0.83,268.29,0.3,0.0,125.04,,09-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Nov-2018 - 00:00,51.65,13.09,64.75,16.94,13.63,0.92,31.23,98.27,136.45,10.01,56.01,0.73,265.44,0.29,0.0,124.32,,10-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Nov-2018 - 00:00,50.54,14.06,64.57,18.53,8.08,0.95,23.41,91.79,131.45,9.68,62.72,0.77,215.69,0.29,0.0,123.17,,11-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Nov-2018 - 00:00,51.8,16.63,68.43,19.19,6.34,0.83,17.6,78.89,117.94,13.56,62.97,0.75,203.06,0.29,0.0,136.24,,12-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Nov-2018 - 00:00,70.52,23.23,93.75,19.25,9.5,0.98,21.78,104.88,167.56,17.14,63.47,0.85,241.83,0.28,0.0,115.49,,13-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Nov-2018 - 00:00,60.51,21.34,81.85,35.32,8.16,1.21,22.42,135.79,209.96,18.54,67.59,0.74,244.52,0.28,0.0,107.17,,14-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Nov-2018 - 00:00,60.8,19.78,80.51,33.79,8.82,1.32,16.47,126.32,230.31,24.47,62.46,0.68,203.09,0.27,0.0,112.43,,15-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Nov-2018 - 00:00,59.96,17.85,77.81,30.92,9.05,1.04,18.4,97.01,222.28,23.24,57.16,0.7,220.8,0.3,0.0,120.28,,16-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Nov-2018 - 00:00,64.03,19.47,83.51,32.64,10.54,1.2,15.05,74.85,188.48,19.17,52.72,0.62,226.67,0.29,0.0,115.81,,17-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Nov-2018 - 00:00,56.67,18.78,75.43,35.8,9.68,0.8,21.93,99.92,183.2,20.74,54.13,0.79,276.37,0.28,0.0,112.44,,18-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Nov-2018 - 00:00,63.89,27.07,90.95,35.96,7.12,0.94,19.71,92.06,153.67,38.08,55.69,0.74,185.38,0.28,0.0,113.48,,19-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Nov-2018 - 00:00,75.99,24.71,100.66,33.82,10.19,1.04,21.13,98.32,187.07,23.16,59.18,0.67,177.13,0.31,0.0,108.58,,20-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Nov-2018 - 00:00,97.15,34.69,131.75,30.56,13.65,1.38,23.51,114.83,212.37,33.3,61.28,0.7,240.86,0.3,0.0,114.53,,21-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Nov-2018 - 00:00,70.98,26.78,97.76,43.22,7.66,0.98,29.44,113.22,192.91,29.49,58.34,0.74,228.1,0.33,0.0,109.11,,22-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Nov-2018 - 00:00,57.86,17.35,75.19,38.29,7.98,0.76,30.03,82.21,161.39,20.31,55.06,0.72,229.22,0.32,0.0,108.26,,23-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Nov-2018 - 00:00,66.43,18.45,84.86,36.47,11.76,0.94,16.44,88.08,174.21,24.86,55.48,0.75,246.56,0.3,0.0,74.09,,24-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Nov-2018 - 00:00,56.99,18.01,75.0,41.74,12.28,0.97,18.9,94.87,174.59,23.12,58.39,0.73,273.16,0.31,0.0,106.78,,25-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Nov-2018 - 00:00,55.09,22.1,77.09,36.84,14.5,1.07,17.29,89.79,159.01,26.37,58.41,0.69,251.64,0.3,0.0,112.8,,26-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Nov-2018 - 00:00,61.81,28.42,90.17,43.17,14.96,0.95,13.86,93.49,171.08,25.88,62.63,0.75,236.21,0.3,0.0,102.45,,27-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Nov-2018 - 00:00,53.14,26.48,79.54,49.52,9.22,0.78,10.76,59.1,111.75,25.78,66.31,0.64,182.18,0.33,0.0,83.9,,28-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Nov-2018 - 00:00,56.38,28.63,84.95,50.72,7.76,0.86,11.68,66.38,125.6,24.2,63.94,0.58,187.18,0.33,0.0,92.04,,29-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Nov-2018 - 00:00,58.48,27.61,86.07,51.8,9.43,0.88,13.39,78.19,149.65,30.9,64.46,0.63,191.37,0.33,0.0,83.93,,30-Nov-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Nov-2018 - 00:00,55.27,23.14,78.32,49.8,10.5,0.65,15.23,70.85,163.26,27.02,59.86,0.77,194.24,0.33,0.0,72.78,,01-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
01-Dec-2018 - 00:00,51.5,20.85,72.27,48.88,8.37,0.88,14.95,80.94,140.72,25.77,64.87,0.72,243.68,0.32,0.0,81.43,,02-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
02-Dec-2018 - 00:00,55.25,19.47,74.81,48.38,8.26,0.79,16.83,84.98,147.35,24.82,61.22,0.82,269.73,0.33,0.0,97.51,,03-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
03-Dec-2018 - 00:00,61.7,20.1,81.81,42.81,11.02,0.9,15.42,101.18,178.87,24.29,59.8,0.74,233.71,0.33,0.0,90.65,,04-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
04-Dec-2018 - 00:00,59.63,17.74,77.07,41.75,11.31,0.99,16.63,109.82,192.56,23.82,58.3,0.78,264.86,0.33,0.0,97.84,,05-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
05-Dec-2018 - 00:00,56.72,15.63,72.06,43.17,13.75,0.98,19.64,94.56,181.49,23.38,54.61,0.76,262.92,0.31,0.0,75.93,,06-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
06-Dec-2018 - 00:00,54.05,18.02,72.02,46.85,10.45,1.11,21.6,107.77,208.04,13.76,59.12,0.77,273.21,0.3,0.0,102.87,,07-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
07-Dec-2018 - 00:00,57.8,16.53,74.18,49.26,15.83,0.86,20.99,110.09,199.56,15.24,56.88,0.9,278.84,0.32,0.0,89.65,,08-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
08-Dec-2018 - 00:00,55.72,17.04,72.64,47.53,13.34,1.05,19.8,100.63,183.8,18.68,56.41,0.7,237.43,0.3,0.0,99.54,,09-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
09-Dec-2018 - 00:00,62.13,25.39,87.43,50.9,15.11,1.22,19.08,106.56,194.26,17.71,58.56,0.7,249.95,0.29,0.0,97.15,,10-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
10-Dec-2018 - 00:00,58.48,16.65,55.43,50.34,13.22,1.51,15.23,90.74,176.71,24.3,58.35,0.71,217.18,0.3,0.0,103.59,,11-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
11-Dec-2018 - 00:00,81.12,24.44,91.49,51.67,19.49,1.06,11.33,121.15,215.72,33.09,61.91,0.57,202.55,0.29,0.0,82.77,,12-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
12-Dec-2018 - 00:00,93.79,33.54,124.58,20.5,18.59,1.23,13.1,115.36,212.63,26.46,63.77,0.6,212.93,0.3,0.0,81.56,,13-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
13-Dec-2018 - 00:00,90.69,46.17,136.86,24.92,12.39,1.18,14.93,100.48,198.08,26.05,67.66,0.68,204.33,0.3,0.0,74.01,,14-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
14-Dec-2018 - 00:00,63.14,28.15,91.29,30.98,12.34,0.49,26.5,85.92,153.12,16.19,58.49,1.0,289.16,0.31,0.0,91.36,,15-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
15-Dec-2018 - 00:00,52.66,20.91,73.57,22.38,6.52,0.55,29.1,72.86,134.34,8.1,49.78,1.01,275.8,0.31,0.0,105.41,,16-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
16-Dec-2018 - 00:00,49.62,22.44,72.06,19.97,7.95,0.67,27.36,60.19,114.59,10.77,45.35,1.13,293.44,0.29,0.0,37.57,,17-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
17-Dec-2018 - 00:00,42.38,22.8,65.18,19.6,7.02,0.84,11.92,75.31,125.31,10.99,79.84,0.78,252.07,0.3,0.04,27.8,,18-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
18-Dec-2018 - 00:00,24.17,21.57,45.74,23.36,1.65,0.33,14.42,43.18,65.96,7.03,91.75,1.08,228.52,0.28,0.24,31.56,,19-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
19-Dec-2018 - 00:00,45.88,30.21,76.11,16.92,2.41,0.78,12.6,56.89,94.16,10.49,83.81,0.79,251.85,0.3,0.0,121.95,,20-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
20-Dec-2018 - 00:00,52.99,37.04,90.02,14.86,4.98,1.0,17.51,111.67,191.86,17.19,79.09,0.77,292.28,0.32,0.0,115.31,,21-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
21-Dec-2018 - 00:00,55.29,25.24,80.53,16.21,8.11,0.92,19.12,140.67,211.11,17.94,71.81,0.83,293.06,0.3,0.0,112.16,,22-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
22-Dec-2018 - 00:00,51.89,24.38,76.27,15.97,7.48,0.84,18.07,120.22,191.74,15.22,62.66,0.79,253.13,0.3,0.0,117.08,,23-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
23-Dec-2018 - 00:00,48.8,21.67,70.47,17.0,6.78,0.79,18.86,114.67,173.89,14.09,65.66,0.75,256.88,0.31,0.0,120.13,,24-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
24-Dec-2018 - 00:00,52.77,22.02,74.79,16.1,9.41,0.97,19.27,110.1,189.17,14.33,63.32,0.82,279.94,0.31,0.0,114.98,,25-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
25-Dec-2018 - 00:00,60.69,26.65,87.34,20.4,16.36,1.0,17.32,125.76,193.69,12.76,59.28,0.92,267.51,0.29,0.0,122.26,,26-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
26-Dec-2018 - 00:00,61.4,26.32,87.72,23.58,11.95,0.93,15.32,112.66,177.24,12.12,56.12,0.89,278.9,0.29,0.0,124.04,,27-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
27-Dec-2018 - 00:00,58.91,19.76,78.67,22.93,16.42,0.84,13.84,100.43,161.88,10.33,51.17,0.88,282.51,0.3,0.0,101.88,,28-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
28-Dec-2018 - 00:00,51.99,18.11,70.1,24.93,14.89,0.66,17.57,82.09,150.72,8.29,44.48,1.08,312.56,0.31,0.0,126.1,,29-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
29-Dec-2018 - 00:00,51.91,17.28,69.18,24.14,10.47,0.69,17.1,86.59,140.16,10.52,50.75,0.84,259.76,0.31,0.0,123.4,,30-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
30-Dec-2018 - 00:00,49.97,16.34,66.3,25.34,8.07,0.6,18.25,101.57,158.26,8.99,54.38,1.08,272.25,0.31,0.0,116.6,,31-Dec-2018 - 00:00,"Asansol Court Area, Asansol - WBPCB"
31-Dec-2018 - 00:00,44.99,12.4,57.39,29.09,6.24,0.34,22.99,102.68,156.63,6.63,58.82,1.5,337.93,0.31,0.0,4.9,,01-Jan-2019 - 00:00,"Asansol Court Area, Asansol - WBPCB"
