from date,NO2,SO2,CO,Ozone,PM2.5,PM10,NH3,Benzene,RH,SR,WS,WD,RF,to date,station
29-Jun-2018 - 00:00,16.08,4.87,0.3,6.05,20.95,41.28,7.69,4.16,71.06,343.1,1.44,142.36,0.0,30-Jun-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Jun-2018 - 00:00,16.3,7.29,0.32,8.78,25.86,57.81,7.35,4.29,71.17,356.25,1.01,166.74,0.0,01-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Jul-2018 - 00:00,16.06,12.85,0.3,13.4,29.65,59.08,7.66,4.92,73.71,371.11,1.02,234.78,0.0,02-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Jul-2018 - 00:00,17.52,4.85,0.3,11.5,20.69,41.97,7.92,4.5,74.86,262.97,0.94,178.21,0.0,03-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Jul-2018 - 00:00,17.23,5.8,0.31,11.54,21.22,48.34,7.95,4.17,81.06,225.88,0.94,143.12,0.0,04-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Jul-2018 - 00:00,12.69,7.81,0.31,16.56,19.66,48.58,7.34,3.18,75.72,354.45,0.67,204.74,0.0,05-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Jul-2018 - 00:00,13.64,4.17,0.3,12.84,25.56,55.84,9.69,4.02,79.01,279.69,0.99,272.11,0.0,06-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Jul-2018 - 00:00,15.26,4.24,0.35,13.58,31.78,66.66,12.41,5.72,73.06,401.18,1.64,298.63,0.0,07-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Jul-2018 - 00:00,14.2,4.2,0.31,16.25,30.36,69.33,12.21,5.18,67.98,407.63,1.69,295.24,0.0,08-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Jul-2018 - 00:00,12.51,4.21,0.3,18.83,36.8,77.46,12.06,5.08,64.83,403.95,1.05,279.23,0.0,09-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Jul-2018 - 00:00,10.92,4.29,0.31,14.5,43.71,67.71,11.89,5.47,70.46,348.0,1.01,142.04,0.0,10-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Jul-2018 - 00:00,9.35,4.27,0.32,10.18,26.16,62.8,11.64,4.94,73.0,371.43,1.7,136.1,0.0,11-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Jul-2018 - 00:00,8.86,4.24,0.3,11.36,21.25,47.18,11.6,4.47,74.56,324.4,1.29,131.7,0.0,12-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Jul-2018 - 00:00,8.62,4.27,0.31,11.63,17.7,59.98,11.56,4.75,74.29,369.19,1.42,157.59,0.0,13-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Jul-2018 - 00:00,8.43,4.26,0.48,10.16,12.68,34.32,11.69,4.3,81.63,294.4,1.33,159.28,0.0,14-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Jul-2018 - 00:00,7.96,4.26,0.65,8.68,14.45,35.84,11.84,4.56,78.18,388.09,0.88,133.93,0.0,15-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Jul-2018 - 00:00,7.63,4.23,0.65,10.39,17.22,46.15,11.64,4.6,74.16,354.56,0.86,133.91,0.0,16-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Jul-2018 - 00:00,7.57,4.27,0.65,5.39,16.09,51.15,12.0,4.31,87.02,200.2,1.14,170.65,0.0,17-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Jul-2018 - 00:00,7.4,4.26,0.65,6.91,14.12,39.73,11.93,4.53,87.01,249.16,0.88,149.54,0.0,18-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Jul-2018 - 00:00,7.3,4.22,0.65,7.24,15.72,44.42,11.93,4.51,89.03,239.36,0.73,178.18,0.0,19-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Jul-2018 - 00:00,7.37,4.2,0.65,8.88,14.15,43.23,11.96,4.47,78.82,384.44,0.58,213.27,0.0,20-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Jul-2018 - 00:00,7.16,4.17,0.68,8.62,24.01,69.92,11.7,4.96,80.56,305.91,0.4,180.03,0.0,21-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Jul-2018 - 00:00,7.21,4.21,0.75,7.51,16.96,37.22,11.91,4.1,85.01,291.1,0.68,160.0,0.0,22-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Jul-2018 - 00:00,7.07,4.23,0.85,6.51,15.87,33.5,11.54,4.04,83.6,297.78,1.14,137.55,0.0,23-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Jul-2018 - 00:00,7.28,4.22,0.59,7.66,14.78,26.91,11.87,3.81,83.49,375.0,0.61,131.3,0.0,24-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Jul-2018 - 00:00,7.09,4.13,0.56,9.31,14.76,99.78,11.72,3.24,79.87,349.59,0.54,202.57,0.0,25-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Jul-2018 - 00:00,6.98,4.11,0.64,6.81,27.7,74.84,11.46,3.49,84.88,258.64,0.68,188.86,0.0,26-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Jul-2018 - 00:00,6.88,4.22,0.66,20.51,18.13,42.46,11.58,3.76,88.15,242.12,1.07,145.18,0.0,27-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Jul-2018 - 00:00,7.11,4.16,0.76,23.81,20.37,37.5,11.69,3.84,84.4,338.78,0.96,148.51,0.0,28-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Jul-2018 - 00:00,7.26,4.18,0.75,31.48,13.93,27.9,12.22,3.42,82.87,362.72,0.5,196.02,0.0,29-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Jul-2018 - 00:00,7.2,4.22,0.74,33.63,17.25,47.32,12.23,3.83,81.09,376.92,0.97,280.43,0.0,30-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Jul-2018 - 00:00,7.12,4.2,0.59,42.44,14.95,50.4,11.93,3.76,76.48,389.6,1.3,310.42,0.0,31-Jul-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Jul-2018 - 00:00,7.13,4.24,0.49,18.61,17.35,61.64,11.94,3.66,80.52,368.06,0.79,243.53,0.0,01-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Aug-2018 - 00:00,7.19,4.51,0.47,20.68,15.13,64.08,11.98,3.76,79.4,384.09,0.57,180.44,0.0,02-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Aug-2018 - 00:00,7.25,4.56,0.47,13.01,20.1,88.69,12.12,3.69,80.34,378.78,0.65,226.25,0.0,03-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Aug-2018 - 00:00,7.23,4.53,0.46,19.54,19.67,77.69,11.97,3.5,78.6,379.15,0.59,194.16,0.0,04-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Aug-2018 - 00:00,7.17,4.53,0.47,12.2,23.95,81.74,11.95,4.25,80.57,381.82,0.7,175.05,0.0,05-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Aug-2018 - 00:00,7.17,4.55,0.48,12.35,23.73,78.9,11.96,3.9,77.53,348.62,0.77,188.2,0.0,06-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Aug-2018 - 00:00,7.12,4.34,0.45,3.52,17.98,44.8,11.57,3.74,90.52,190.55,1.92,133.73,0.0,07-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Aug-2018 - 00:00,7.49,4.42,0.46,9.94,16.07,33.97,12.13,3.31,92.43,198.7,1.09,254.17,0.0,08-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Aug-2018 - 00:00,8.08,4.59,0.48,9.37,15.63,30.77,13.61,4.16,89.59,245.23,0.64,195.43,0.0,09-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Aug-2018 - 00:00,8.38,4.76,0.47,7.99,14.72,28.13,11.52,4.57,86.21,256.72,0.42,173.92,0.0,10-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Aug-2018 - 00:00,1.58,4.79,0.49,19.63,15.87,46.65,2.62,5.33,81.28,334.31,0.64,235.69,0.0,11-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Aug-2018 - 00:00,3.19,4.7,0.5,21.27,16.02,46.0,5.1,5.49,86.3,272.91,0.81,245.05,0.0,12-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Aug-2018 - 00:00,2.44,4.73,0.49,17.44,17.11,56.28,3.79,5.02,86.02,313.49,0.73,142.76,0.0,13-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Aug-2018 - 00:00,1.56,4.62,0.47,17.19,14.69,50.4,1.93,4.75,86.42,265.9,0.99,146.06,0.0,14-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Aug-2018 - 00:00,5.68,4.39,0.46,19.67,23.41,55.71,7.04,4.1,82.8,327.64,0.98,229.66,0.0,15-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Aug-2018 - 00:00,8.27,4.29,0.47,22.22,16.74,40.73,10.06,3.19,84.68,289.31,0.41,197.78,0.0,16-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Aug-2018 - 00:00,8.37,4.44,0.47,27.49,17.37,43.15,10.02,3.66,78.76,339.17,0.65,170.26,0.0,17-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Aug-2018 - 00:00,8.55,4.45,0.48,13.11,18.26,40.73,10.36,4.38,89.48,211.97,0.52,154.08,0.0,18-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Aug-2018 - 00:00,8.75,4.45,0.49,10.06,20.94,46.15,10.69,4.86,89.52,198.44,0.54,138.42,0.0,19-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Aug-2018 - 00:00,8.79,4.45,0.49,20.84,19.47,48.58,10.42,4.46,84.52,308.45,0.68,258.32,0.0,20-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Aug-2018 - 00:00,8.66,4.28,0.48,20.72,26.77,52.59,10.57,4.15,86.57,281.59,0.64,165.14,0.0,21-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Aug-2018 - 00:00,9.15,4.44,0.47,16.71,19.52,46.51,11.48,4.82,80.66,331.43,0.87,135.09,0.0,22-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Aug-2018 - 00:00,9.26,4.48,0.48,16.43,20.79,51.87,12.05,4.94,88.71,228.45,0.77,151.51,0.0,23-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Aug-2018 - 00:00,9.07,4.32,0.48,18.41,28.89,49.67,11.0,4.87,89.21,259.59,0.97,138.57,0.0,24-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Aug-2018 - 00:00,8.81,4.41,0.47,21.59,22.24,61.69,10.85,4.2,81.5,305.12,1.14,241.03,0.0,25-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Aug-2018 - 00:00,9.08,4.46,0.47,15.22,19.44,56.83,11.29,3.8,81.98,298.3,0.84,235.0,0.0,26-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Aug-2018 - 00:00,9.24,4.47,0.47,23.14,17.58,50.15,11.32,3.97,78.83,318.12,0.71,235.36,0.0,27-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Aug-2018 - 00:00,8.91,4.46,0.48,24.38,20.93,71.4,10.67,4.22,80.92,280.75,0.93,243.54,0.0,28-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Aug-2018 - 00:00,8.96,4.29,0.46,18.6,32.32,83.24,11.1,4.69,83.09,239.49,0.48,161.43,0.0,29-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Aug-2018 - 00:00,9.87,4.1,0.42,28.5,32.58,51.58,11.18,3.79,83.06,265.09,0.77,156.79,0.0,30-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Aug-2018 - 00:00,9.06,4.24,0.37,36.83,31.39,44.47,9.96,3.23,84.11,298.41,0.61,195.38,0.0,31-Aug-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Aug-2018 - 00:00,9.6,4.1,0.3,33.54,41.71,77.12,12.42,3.96,84.65,253.6,0.49,157.29,0.0,01-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Sep-2018 - 00:00,9.28,5.03,0.3,26.79,33.76,83.93,12.96,4.95,84.67,256.77,1.02,137.86,0.0,02-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Sep-2018 - 00:00,9.23,4.85,0.3,25.78,35.65,67.86,13.03,3.56,90.43,180.5,0.69,183.44,0.0,03-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Sep-2018 - 00:00,9.1,5.42,0.3,19.84,19.3,32.12,13.35,3.47,91.45,184.11,0.5,211.18,0.0,04-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Sep-2018 - 00:00,9.17,4.94,0.25,31.67,24.85,45.36,12.59,3.14,82.48,292.37,0.74,246.8,0.0,05-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Sep-2018 - 00:00,9.42,5.27,0.21,27.95,28.96,56.41,12.54,3.52,83.48,266.47,0.68,198.08,0.0,06-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Sep-2018 - 00:00,8.97,4.62,0.25,23.28,27.41,57.16,12.43,3.07,84.43,244.33,0.72,237.9,0.0,07-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Sep-2018 - 00:00,8.88,4.93,0.32,37.57,21.95,44.54,12.4,2.74,85.03,297.48,0.69,193.09,0.0,08-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Sep-2018 - 00:00,9.1,4.26,0.36,16.58,9.84,19.42,12.58,2.45,85.07,276.1,0.56,233.53,0.0,09-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Sep-2018 - 00:00,9.45,4.58,0.32,27.85,21.38,39.89,12.49,2.83,86.02,284.1,0.8,169.53,0.0,10-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Sep-2018 - 00:00,8.82,4.88,0.35,24.41,19.02,31.25,12.34,2.62,85.04,266.14,0.61,235.7,0.0,11-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Sep-2018 - 00:00,9.15,4.56,0.37,36.48,20.85,43.83,12.72,2.52,83.32,257.18,0.91,261.36,0.0,12-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Sep-2018 - 00:00,12.42,4.64,0.32,26.94,19.15,35.43,14.55,2.42,88.85,222.1,0.57,191.05,0.0,13-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Sep-2018 - 00:00,13.98,5.9,0.41,21.31,26.61,62.7,14.84,2.67,83.76,276.56,0.49,190.39,0.0,14-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Sep-2018 - 00:00,13.89,7.43,0.4,29.08,24.84,52.58,14.81,2.52,82.07,297.33,0.69,226.62,0.0,15-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Sep-2018 - 00:00,9.89,6.15,0.42,29.05,22.61,60.48,12.4,2.48,82.21,260.05,1.19,286.55,0.0,16-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Sep-2018 - 00:00,7.56,7.56,0.51,42.91,20.47,49.89,11.46,2.81,79.31,292.03,1.8,311.54,0.0,17-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Sep-2018 - 00:00,7.09,7.45,0.51,32.57,23.64,44.92,11.16,2.94,76.62,280.0,1.73,310.98,0.0,18-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Sep-2018 - 00:00,9.13,6.97,0.55,23.9,32.68,68.42,13.31,3.98,73.2,274.57,1.4,309.69,0.0,19-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Sep-2018 - 00:00,11.0,8.78,0.6,24.09,32.72,79.06,12.53,4.46,76.13,269.76,1.3,296.39,0.0,20-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Sep-2018 - 00:00,5.18,10.08,0.59,31.38,34.78,71.53,3.45,3.6,79.16,272.86,0.46,231.69,0.0,21-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Sep-2018 - 00:00,7.01,10.11,0.46,28.01,33.17,56.9,11.19,3.33,76.84,272.6,0.92,149.51,0.0,22-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Sep-2018 - 00:00,4.54,8.64,0.51,29.0,14.38,22.66,11.79,2.16,91.99,136.02,1.53,235.0,0.0,23-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Sep-2018 - 00:00,5.24,8.9,0.48,11.56,13.56,27.72,11.58,1.9,90.87,180.97,1.83,166.66,0.0,24-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Sep-2018 - 00:00,5.08,8.04,0.55,20.22,7.44,18.24,11.25,1.67,93.33,138.9,1.58,280.95,0.0,25-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Sep-2018 - 00:00,6.85,7.15,0.39,21.47,8.86,24.02,13.09,2.14,82.51,281.32,1.64,304.85,0.0,26-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Sep-2018 - 00:00,12.66,,0.4,23.33,25.0,58.4,19.16,3.64,86.72,267.73,1.69,309.66,0.0,27-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Sep-2018 - 00:00,21.94,,0.48,20.39,34.52,66.41,16.08,3.61,86.56,248.55,0.65,282.69,0.0,28-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Sep-2018 - 00:00,24.77,22.53,0.61,23.46,36.93,73.31,10.87,3.62,84.88,252.24,0.75,269.58,0.0,29-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Sep-2018 - 00:00,36.19,20.39,0.6,31.2,24.82,58.51,10.84,2.61,76.98,254.17,1.05,270.4,0.0,30-Sep-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Sep-2018 - 00:00,40.93,20.29,0.59,25.92,27.81,65.51,11.0,3.74,75.77,269.79,1.8,310.6,0.0,01-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Oct-2018 - 00:00,43.33,20.02,0.59,33.38,35.61,83.35,11.0,3.93,76.97,263.62,1.44,311.62,0.0,02-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Oct-2018 - 00:00,43.12,19.7,0.59,21.62,37.77,77.22,11.19,4.05,79.41,268.14,0.81,290.44,0.0,03-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Oct-2018 - 00:00,44.01,19.75,0.61,17.54,51.1,109.25,11.41,3.95,76.51,286.48,0.58,246.93,0.0,04-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Oct-2018 - 00:00,34.29,11.18,0.6,18.95,45.44,103.23,11.23,4.04,78.76,226.76,0.68,276.42,0.0,05-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Oct-2018 - 00:00,41.07,1.65,0.61,38.12,34.13,63.76,11.22,3.06,73.84,316.23,0.89,298.3,0.0,06-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Oct-2018 - 00:00,45.83,2.4,0.61,37.7,33.46,65.99,11.3,3.69,69.3,230.06,1.38,313.31,0.0,07-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Oct-2018 - 00:00,48.47,2.04,0.61,34.37,39.19,77.58,11.49,3.82,72.3,238.98,0.85,279.8,0.0,08-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Oct-2018 - 00:00,38.03,2.68,0.66,38.23,42.68,73.25,11.07,3.32,69.34,258.04,0.43,178.66,0.0,09-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Oct-2018 - 00:00,49.35,5.0,0.75,50.2,62.46,106.82,11.31,4.08,67.64,244.88,0.87,189.36,0.0,10-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Oct-2018 - 00:00,36.03,4.82,0.69,33.18,80.54,139.97,10.57,3.62,71.57,235.85,1.02,137.36,0.0,11-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Oct-2018 - 00:00,34.19,6.93,0.65,35.05,69.58,118.84,9.56,3.57,65.19,234.14,1.13,163.21,0.0,12-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Oct-2018 - 00:00,31.38,4.29,0.7,31.82,35.88,78.07,9.67,2.9,66.95,253.69,0.9,276.04,0.0,13-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Oct-2018 - 00:00,35.92,6.53,0.71,51.9,45.56,109.82,9.65,3.99,65.76,242.39,1.42,307.73,0.0,14-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Oct-2018 - 00:00,38.12,10.1,0.7,50.13,54.63,141.19,9.63,4.55,62.16,238.87,1.61,306.03,0.0,15-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Oct-2018 - 00:00,33.85,3.36,0.71,38.21,48.58,123.27,9.86,3.68,63.97,232.06,1.07,296.99,0.0,16-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Oct-2018 - 00:00,45.72,20.47,0.7,38.25,54.21,123.11,9.99,4.32,65.27,219.84,0.53,167.42,0.0,17-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Oct-2018 - 00:00,36.99,18.91,0.74,32.38,52.12,120.37,10.06,4.18,59.37,217.92,0.72,149.18,0.0,18-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Oct-2018 - 00:00,36.15,15.64,0.61,19.97,65.97,143.8,9.91,4.22,63.91,213.86,0.67,220.98,0.0,19-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Oct-2018 - 00:00,38.82,3.51,0.49,17.39,54.23,123.88,9.75,3.58,58.94,226.47,0.87,261.05,0.0,20-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Oct-2018 - 00:00,39.47,1.77,0.5,14.96,40.25,104.74,9.79,3.46,57.22,224.49,0.48,253.99,0.0,21-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Oct-2018 - 00:00,40.01,6.57,0.5,15.67,44.22,117.87,9.77,3.99,56.65,225.36,1.0,281.32,0.0,22-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Oct-2018 - 00:00,43.18,13.34,0.53,19.42,68.18,157.76,9.97,5.39,57.01,219.78,1.46,306.36,0.0,23-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Oct-2018 - 00:00,43.67,8.09,0.49,15.47,50.31,118.34,9.77,4.35,57.24,218.26,0.68,244.33,0.0,24-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Oct-2018 - 00:00,45.31,18.98,0.51,15.55,49.39,114.45,9.8,4.03,57.21,207.83,0.63,223.24,0.0,25-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Oct-2018 - 00:00,56.06,4.94,0.52,11.09,46.94,104.26,7.73,4.45,60.78,223.09,0.52,243.53,0.0,26-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Oct-2018 - 00:00,80.0,7.44,0.53,14.56,51.65,133.78,4.0,4.76,62.16,195.5,0.85,239.15,0.0,27-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Oct-2018 - 00:00,84.56,13.63,0.53,14.1,58.15,147.05,4.02,5.31,65.95,199.71,0.81,245.54,0.0,28-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Oct-2018 - 00:00,83.48,3.66,0.55,14.84,47.98,171.03,4.11,6.34,67.53,201.61,0.87,245.06,0.0,29-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Oct-2018 - 00:00,75.98,8.43,0.63,16.2,28.83,145.94,4.13,5.74,68.15,209.55,0.94,245.29,0.0,30-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Oct-2018 - 00:00,67.41,16.33,0.76,14.2,90.15,208.75,3.79,7.84,67.58,186.34,0.62,206.13,0.0,31-Oct-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Oct-2018 - 00:00,35.9,13.25,0.63,15.95,63.18,140.34,4.81,5.69,67.03,198.22,0.54,213.31,0.0,01-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Nov-2018 - 00:00,43.05,33.48,0.52,15.95,82.85,186.41,5.02,7.17,68.75,173.09,0.54,148.8,0.0,02-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Nov-2018 - 00:00,43.95,18.7,0.62,14.86,62.98,137.54,4.78,5.2,63.37,185.52,0.81,162.89,0.0,03-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Nov-2018 - 00:00,39.07,5.68,0.7,14.06,28.77,70.96,4.62,3.16,67.17,159.99,0.89,170.58,0.0,04-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Nov-2018 - 00:00,37.85,9.36,0.73,10.63,38.4,89.29,4.72,3.76,71.34,175.98,0.58,261.01,0.0,05-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Nov-2018 - 00:00,36.65,11.9,0.68,12.36,68.51,133.4,4.74,6.33,69.45,183.72,1.68,299.34,0.0,06-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Nov-2018 - 00:00,47.5,34.39,0.55,15.96,70.57,152.17,4.82,6.49,54.18,191.16,1.97,312.45,0.0,07-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Nov-2018 - 00:00,53.42,34.96,0.89,19.05,90.32,185.11,10.23,8.12,49.79,176.19,1.07,278.35,0.0,08-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Nov-2018 - 00:00,74.8,33.57,1.87,16.91,102.27,241.06,37.46,5.6,61.26,164.92,0.52,190.82,0.0,09-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Nov-2018 - 00:00,67.94,12.24,1.05,15.99,93.73,159.39,19.72,6.66,65.36,173.27,0.56,249.71,0.0,10-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Nov-2018 - 00:00,53.87,22.01,0.37,14.71,70.72,129.0,9.65,6.05,65.19,171.8,0.43,198.58,0.0,11-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Nov-2018 - 00:00,46.62,17.88,0.52,14.47,50.1,121.67,8.85,6.57,69.07,163.08,0.5,244.3,0.0,12-Nov-2018 - 00:00,"Kalal Majra, Khanna - PPCB"
