from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Temp,AT,WS,WD,RH,BP,to date,station
10-Nov-2018 - 00:00,28.87,20.53,41.58,49.24,7.06,0.94,21.58,45.29,91.15,0.7,3.46,25.42,21.31,1.17,111.6,56.19,716.73,11-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Nov-2018 - 00:00,26.8,20.87,49.57,54.93,8.09,1.11,28.24,54.22,104.31,0.81,3.52,24.4,23.21,1.15,107.68,57.38,717.38,12-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Nov-2018 - 00:00,49.84,17.57,104.55,108.79,9.84,2.46,10.84,69.96,158.29,1.43,5.6,22.7,27.35,0.94,138.45,52.57,716.41,13-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Nov-2018 - 00:00,56.15,17.52,51.11,49.17,10.75,2.89,10.34,90.0,200.67,1.82,7.03,21.74,27.49,0.94,174.79,46.69,715.06,14-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Nov-2018 - 00:00,49.46,20.94,109.3,102.9,11.13,2.71,13.56,86.62,200.02,1.72,6.72,23.93,26.11,0.86,135.81,43.21,714.86,15-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Nov-2018 - 00:00,32.48,19.22,35.28,34.99,4.87,1.93,14.64,53.08,119.85,1.23,4.83,22.57,23.11,1.4,118.39,62.93,715.68,16-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Nov-2018 - 00:00,17.4,18.82,8.01,13.47,6.3,0.86,29.71,21.36,51.23,0.53,2.47,24.25,22.21,2.19,90.54,75.52,716.08,17-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Nov-2018 - 00:00,12.14,15.27,3.09,9.06,4.94,0.59,45.72,42.58,73.78,0.48,2.29,22.44,24.84,1.81,88.19,67.65,716.4,18-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Nov-2018 - 00:00,7.91,15.79,2.44,6.19,5.66,0.82,30.65,37.72,58.62,0.45,2.13,23.53,23.64,1.72,85.39,70.7,716.84,19-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Nov-2018 - 00:00,13.01,10.8,12.46,17.14,4.24,0.58,14.51,12.26,35.31,0.43,2.03,21.65,23.72,1.82,79.33,68.14,717.85,20-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Nov-2018 - 00:00,18.44,12.58,23.43,28.94,3.67,0.82,14.14,20.31,51.31,0.55,2.51,23.24,22.84,1.74,85.42,60.51,717.85,21-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Nov-2018 - 00:00,15.51,11.63,16.53,21.69,5.01,0.6,12.21,27.0,54.0,0.58,2.73,23.37,20.25,1.31,151.19,65.74,717.9,22-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,23-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Nov-2018 - 00:00,,,,,,,,,,,,,,,,,,24-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Nov-2018 - 00:00,36.26,22.06,16.81,32.95,5.32,0.91,24.5,44.32,98.22,2.88,7.88,25.62,20.78,1.4,84.65,63.88,719.54,25-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Nov-2018 - 00:00,29.17,22.68,6.34,20.66,4.68,0.69,47.23,60.46,107.25,3.08,6.48,26.19,21.52,1.3,93.09,68.34,719.31,26-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Nov-2018 - 00:00,33.03,22.49,5.76,22.25,7.11,0.73,69.11,69.07,121.61,3.09,6.39,26.08,20.92,1.61,81.7,65.66,717.53,27-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Nov-2018 - 00:00,28.57,20.93,3.3,17.87,5.87,0.59,71.04,51.82,93.28,3.06,6.41,26.18,19.44,1.89,77.71,65.33,718.22,28-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Nov-2018 - 00:00,21.91,19.09,3.27,14.32,4.57,0.53,66.43,41.64,79.76,2.95,6.42,25.79,21.14,1.76,79.08,66.27,718.06,29-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Nov-2018 - 00:00,20.3,18.41,4.26,14.27,6.16,0.61,44.14,31.22,63.33,3.16,6.34,26.51,22.93,1.78,79.57,70.46,719.17,30-Nov-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Nov-2018 - 00:00,27.4,16.12,6.24,19.64,6.14,0.68,61.88,29.67,70.71,2.96,7.49,26.1,24.17,1.68,91.04,58.32,718.73,01-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
01-Dec-2018 - 00:00,31.17,16.18,8.67,23.63,4.32,0.74,57.4,36.26,71.4,3.06,7.5,26.24,22.04,1.64,89.7,63.67,717.4,02-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
02-Dec-2018 - 00:00,17.18,14.15,2.22,10.94,6.54,0.35,73.56,22.39,46.79,2.88,7.43,25.74,21.1,1.68,86.48,60.85,715.95,03-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
03-Dec-2018 - 00:00,20.44,15.29,4.95,14.88,6.35,0.44,53.51,22.07,52.95,2.84,6.72,27.11,21.27,2.01,78.15,67.69,716.61,04-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
04-Dec-2018 - 00:00,21.91,14.54,10.06,19.84,3.92,0.53,28.16,20.52,49.36,2.06,6.74,26.36,21.26,1.75,76.08,74.99,717.4,05-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
05-Dec-2018 - 00:00,14.61,14.35,4.46,11.4,3.22,0.48,37.95,20.13,40.8,2.26,6.71,27.38,22.32,1.67,82.3,71.82,717.2,06-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
06-Dec-2018 - 00:00,18.41,12.02,4.06,13.09,7.23,0.58,48.59,28.28,53.29,2.12,6.67,26.52,22.83,1.7,82.02,70.35,716.38,07-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
07-Dec-2018 - 00:00,21.58,16.23,6.61,16.84,4.73,0.57,41.79,35.67,68.5,1.97,6.72,25.92,22.24,1.74,77.6,67.71,716.71,08-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
08-Dec-2018 - 00:00,18.36,17.83,1.87,11.29,3.17,0.62,86.08,59.68,97.86,2.06,6.76,26.0,21.94,1.8,78.55,68.59,717.7,09-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
09-Dec-2018 - 00:00,18.69,16.33,2.01,11.58,4.86,0.64,102.3,65.29,112.93,2.18,6.71,26.52,22.92,1.82,78.76,64.01,716.94,10-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
10-Dec-2018 - 00:00,23.05,14.6,2.24,14.08,4.45,0.73,97.25,70.31,120.96,1.85,6.74,25.11,22.63,1.33,88.35,62.98,717.05,11-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
11-Dec-2018 - 00:00,42.66,17.13,13.85,33.95,5.54,1.13,77.55,89.79,159.05,2.06,6.74,25.41,23.02,1.11,106.09,62.09,716.96,12-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
12-Dec-2018 - 00:00,31.44,19.13,3.84,19.84,5.49,0.78,77.78,78.86,145.06,2.96,6.76,25.78,23.29,1.16,99.01,59.71,717.54,13-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
13-Dec-2018 - 00:00,39.09,20.88,10.71,29.5,3.71,1.0,61.52,68.29,124.88,3.24,7.29,27.03,22.33,1.29,108.4,65.64,718.19,14-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
14-Dec-2018 - 00:00,33.81,18.48,6.98,23.66,6.47,0.73,53.19,42.73,85.46,3.02,7.3,25.98,22.54,1.65,78.25,60.04,718.07,15-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
15-Dec-2018 - 00:00,32.05,19.97,8.36,23.85,3.7,0.6,53.15,40.53,79.43,3.03,6.4,26.18,21.75,1.67,86.48,61.59,717.92,16-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
16-Dec-2018 - 00:00,55.5,19.25,40.72,62.63,6.65,1.07,49.29,67.85,123.76,2.74,6.4,24.79,20.62,1.22,166.67,56.58,717.77,17-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
17-Dec-2018 - 00:00,96.7,21.58,96.33,158.03,7.79,2.64,19.03,104.84,207.36,2.83,6.36,25.14,20.85,1.19,232.71,52.3,717.02,18-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
18-Dec-2018 - 00:00,87.59,27.03,66.9,139.18,4.25,3.17,26.15,112.23,226.05,2.78,6.39,24.91,21.62,1.0,177.05,54.15,717.53,19-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
19-Dec-2018 - 00:00,54.09,25.57,18.64,41.26,2.72,1.47,66.87,58.12,119.36,3.19,6.66,26.9,22.23,1.26,107.06,62.93,717.81,20-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
20-Dec-2018 - 00:00,29.83,22.33,6.57,19.89,3.02,0.86,73.16,38.27,84.64,3.31,7.14,27.48,23.18,1.54,90.01,60.86,718.03,21-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
21-Dec-2018 - 00:00,39.16,20.61,48.46,60.23,3.68,0.89,57.92,45.46,97.21,3.27,7.12,27.35,23.12,1.47,91.51,63.76,717.7,22-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
22-Dec-2018 - 00:00,28.73,19.02,4.63,19.05,5.03,0.49,54.32,34.79,71.62,3.31,7.11,27.59,22.84,1.77,75.8,65.57,717.58,23-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
23-Dec-2018 - 00:00,17.2,18.41,2.45,11.14,4.47,0.36,60.93,30.71,61.17,3.36,7.13,27.73,22.92,2.04,74.29,67.98,717.94,24-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
24-Dec-2018 - 00:00,20.22,16.24,3.79,13.84,5.16,0.32,56.07,38.75,74.5,3.26,7.15,27.31,22.81,1.65,79.31,65.61,718.16,25-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
25-Dec-2018 - 00:00,23.51,16.92,2.81,14.79,4.14,0.16,74.43,51.29,93.38,3.26,7.16,27.34,22.81,1.52,77.43,61.95,718.28,26-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
26-Dec-2018 - 00:00,24.81,16.28,3.4,15.97,5.01,0.32,74.12,45.51,93.19,2.4,5.62,27.07,23.3,1.5,86.78,55.23,717.79,27-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
27-Dec-2018 - 00:00,51.16,18.62,48.0,66.23,7.69,1.06,50.88,62.04,120.81,0.5,3.19,26.82,24.27,1.27,174.9,58.27,717.02,28-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
28-Dec-2018 - 00:00,19.17,17.75,1.94,11.78,5.8,0.53,79.75,54.79,100.94,0.22,1.18,25.36,22.83,1.53,85.83,63.73,716.26,29-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
29-Dec-2018 - 00:00,23.19,15.94,2.3,14.2,6.19,0.54,63.89,59.58,95.99,0.18,1.04,25.25,21.68,1.87,74.84,67.6,718.11,30-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
30-Dec-2018 - 00:00,25.67,14.11,7.51,19.77,4.79,0.42,79.15,57.01,87.82,0.19,0.98,24.87,20.99,1.8,77.95,61.61,719.89,31-Dec-2018 - 00:00,"Silk Board, Bengaluru - KSPCB"
31-Dec-2018 - 00:00,20.65,13.35,1.65,12.4,5.15,0.59,85.26,48.0,90.0,0.2,0.95,25.7,18.7,1.65,65.0,73.0,721.0,01-Jan-2019 - 00:00,"Silk Board, Bengaluru - KSPCB"
